k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2268348771214506,1.9999999999999993,1.1675935028452102,1.9999997230366138,0
20,0.9372859283839505,1.9998247603053938,0.8767577976555484,1.9984160000000002,0
30,0.5987369643755017,1.9998174631321,0.5307680720950263,1.99559059338208,0
50,0.44921926796855033,1.9981703235320003,0.42464561099665316,1.99559059338208,0
75,0.10783299209791557,0.33136298029999994,0.11094522694461406,0.30952905287224014,0
100,0.07381156386149192,0.21267464836463557,0.07626975992184347,0.21267464836463557,0
150,0.04771124601141182,0.15343935280659743,0.04939739737053228,0.15343935280659743,0
200,0.037861054198947496,0.10941795940000008,0.040259922760079156,0.10941795940000008,0
300,0.025362143547026348,0.0711047132100001,0.028371961629395967,0.0711047132100001,0
400,0.016109613238516125,0.05453640629000001,0.01802139980085312,0.05453640629000001,1
500,0.00840402673212336,0.03999999999999999,0.009401363237855277,0.03999999999999999,0
641,0.0,0.0,0.0,0.0,0
