k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2625591289597218,1.999999804,1.1958391092493015,1.9999690131879997,0
20,0.94005103932845,1.999996003148,0.8612546339105692,1.999416,0
30,0.6959073428610941,1.9999960019660001,0.6181985931331905,1.998222,0
50,0.5172573744013492,1.9999864005520003,0.4777410990039187,1.959806,0
75,0.12183394837119055,1.9099878605999998,0.11890151283755786,1.8845673441999997,0
100,0.07093768098824965,0.22884984,0.07258113257145671,0.21218457497291401,0
150,0.045886404264925996,0.14611165042599997,0.04789215184160324,0.14611165042599997,0
200,0.03621223785823109,0.11064983999999997,0.03870047516403287,0.11064983999999997,0
300,0.024314638535870067,0.058200000000000016,0.02762246038615628,0.058200000000000016,0
400,0.015601733458637185,0.053027268001999944,0.017724230766614328,0.053027268001999944,1
500,0.008565716455574433,0.03998400000000002,0.009731017104124313,0.03998400000000002,0
643,0.0,0.0,0.0,0.0,0
