age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,75,15,2,0.07333333333333335,0.010873004286866725,0.04,0.08,0.04,0.3866666666666667
2,73,36,2,0.14924109589041096,0.015755484677697513,0.08860000000000001,0.16319999999999998,0.07459999999999997,0.3972602739726028
3,71,54,2,0.22696946478873245,0.019524559901502304,0.16811200000000004,0.2496,0.08148799999999995,0.49295774647887325
4,70,64,2,0.304468732,0.023555929001113415,0.23448178,0.3296000000000001,0.09511822000000011,0.5
5,69,69,2,0.3821582251666667,0.027090835770654437,0.3129885864,0.4191999972,0.10621141080000002,0.49275362318840576
6,68,68,2,0.4571999134368236,0.031054331148636947,0.38992601166899993,0.5034126496840001,0.1134866380150002,0.5
7,66,66,2,0.5282176267774786,0.03644669465433615,0.46486126003033995,0.5948682622182001,0.13000700218786015,0.48484848484848486
8,63,63,4,0.5958817251945524,0.04603405827420134,0.4983311871380967,0.680756597477951,0.18242541033985432,0.5396825396825398
9,61,61,5,0.6658053885404116,0.05458748422508064,0.5199742326756455,0.7672148866542121,0.24724065397856665,0.5901639344262295
10,60,60,5,0.7343102973386835,0.06599576179348579,0.5219515786557075,0.8341226125817605,0.31217103392605294,0.5
