k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3005139658833658,1.9999997999999999,1.2476656113331959,1.9999957484804802,0
20,1.1308268839657605,1.9999885134000002,1.0874266584898835,1.997507332,0
30,1.0271198534738437,1.9999885134000002,1.0013459158410698,1.983154894467961,0
50,0.4529484546618651,1.999806,0.4140726212929182,1.9798059999999995,0
75,0.13543816157484842,1.91247044174,0.13479357646783502,0.35938161309741834,0
100,0.0862828974563604,0.3297366047961655,0.08923149670047582,0.3297366047961655,0
150,0.05366339770210646,0.16360181019999998,0.055858339200676836,0.16360181019999998,0
200,0.0407723537323794,0.11625600000000003,0.04290569403328372,0.11625600000000003,0
300,0.028410417476810397,0.06000000000000003,0.03092200611357017,0.06000000000000003,0
400,0.020201562034433716,0.055563660000000015,0.022572781968353526,0.055563660000000015,0
500,0.012550609837737939,0.05004426921108453,0.014023775931496812,0.05004426921108453,1
733,0.0,0.0,0.0,0.0,0
