k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.250702556276638,1.9999999999999996,1.1771786277662402,1.999983258984511,0
20,1.0294414078966738,1.9999999999999996,0.9650170855174534,1.9999529199999995,0
30,0.9869709625475099,1.9999999980000005,0.9607818737421724,1.9999529199999995,0
50,0.3792987975493715,1.9999999586633,0.34296875603332166,1.98,0
75,0.10113883891793421,0.3823166598517402,0.10566706105113347,0.3510633009454115,0
100,0.06268967960103147,0.24676156115281855,0.06732785464029253,0.24676156115281855,0
150,0.038917332504532144,0.11820000000000004,0.04185462675804391,0.11121438000000003,0
200,0.029206892916424355,0.06831330590048983,0.031982793166386775,0.06831330590048983,0
300,0.017803092452872003,0.05482347120000001,0.02056357195680047,0.05482347120000001,1
400,0.008192197838505522,0.03999999999999999,0.0094624487393075,0.03999999999999999,0
500,0.0006526133786691578,0.0354689961661391,0.0007538051160358362,0.0354689961661391,0
514,0.0,0.0,0.0,0.0,0
