k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.264767429135459,1.9999999999999998,1.209219783455317,2.0,0
20,1.0915015592770498,1.999994,1.0434745306995148,1.9924241005118595,0
30,0.868341780146255,1.9996099999999999,0.8238941854181749,1.9794523573999996,0
50,0.45697895799722094,1.9990219999999999,0.4278819298708602,1.9909995957741586,0
75,0.12456919326528258,0.38197302020602025,0.1285252960058177,0.3219730202060202,0
100,0.07837296963560947,0.24368041207247942,0.08017138055089217,0.24368041207247942,0
150,0.05146804442278576,0.15469915999999995,0.05377987375918475,0.15469915999999995,0
200,0.040207974863727125,0.11800000000000005,0.04224469407866563,0.115170107958,0
300,0.028490679783779213,0.06000000000000003,0.030858513855992184,0.06000000000000003,0
400,0.020177329544697472,0.056454000000000004,0.022521320731993567,0.056454000000000004,0
500,0.012431478915422456,0.05293546573327992,0.013875638161484093,0.05293546573327992,1
711,0.0,0.0,0.0,0.0,0
