k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4768734971294823,1.9999999999999982,1.445011378964098,1.999990153471843,0
20,1.1804087780306398,1.9999998999999997,1.1443913500527636,1.999871923947516,0
30,0.8971108192432788,1.9995783199999997,0.8553777553522335,1.9973031199999998,0
50,0.5004176072014762,1.9995783199999997,0.47538802601650565,1.9973031199999998,0
75,0.1195260441528856,0.38231665985174007,0.11832406837347453,0.36231665985174005,0
100,0.07821223412031153,0.33136298029999994,0.07889712647793534,0.29346717462599997,0
150,0.04912540604645732,0.14977522266834478,0.05071619817099441,0.14977522266834478,0
200,0.038778683898251246,0.11032317415000004,0.041509370246472894,0.11032317415000004,0
300,0.026641570488000133,0.06000000000000003,0.029514616893183625,0.05900000000000003,0
400,0.017831131516869707,0.05464437039999999,0.01995318353210048,0.05464437039999999,1
500,0.010198918596270251,0.04,0.011412674197809851,0.04,0
677,0.0,0.0,0.0,0.0,0
