age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,72,15,2,0.07347222222222223,0.01107546364996646,0.04,0.08,0.04,0.3472222222222222
2,70,34,2,0.15057714285714288,0.015669161445596356,0.11099999999999999,0.16319999999999998,0.052199999999999996,0.4571428571428572
3,68,53,2,0.23015095588235293,0.019422821407419782,0.18603199999999998,0.24959999999999996,0.06356799999999999,0.5
4,66,62,2,0.3096465237878788,0.023726388743785465,0.2650213,0.33918025,0.07415895,0.5
5,64,64,3,0.38875167820781253,0.030430549726576425,0.2999560712999999,0.43195107390000004,0.13199500260000013,0.5
6,62,62,3,0.4688556002096452,0.03527140045677867,0.3808705967120001,0.523675824817,0.14280522810499996,0.5
7,59,59,3,0.5503913133839737,0.03623266999808123,0.4543843683475601,0.62119290749414,0.16680853914657995,0.4915254237288136
8,56,56,3,0.627998148541025,0.039104112728173115,0.5380529912400919,0.6897529596170171,0.15169996837692523,0.5
9,53,53,4,0.7001581522678714,0.048860442486605093,0.5776588191330844,0.7767444773632753,0.19908565823019098,0.5283018867924528
10,49,49,4,0.7715142334302074,0.05668081183655821,0.6043542300289299,0.861888295577518,0.25753406554858815,0.4897959183673469
