age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,70,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,70,14,2,0.07328571428571432,0.011176688568039227,0.04,0.08,0.04,0.3571428571428571
2,69,42,2,0.14924782608695655,0.01688976715069029,0.0886,0.16319999999999998,0.07459999999999999,0.4492753623188406
3,67,53,3,0.22740011940298507,0.021840122034076526,0.15947199999999997,0.2496,0.09012800000000001,0.4925373134328358
4,66,63,3,0.30701195787878793,0.026032921798402515,0.22650798,0.33919993000000004,0.11269195000000004,0.5
5,65,65,3,0.3866056841984616,0.03071683717055929,0.2968085822,0.43199965300000004,0.13519107080000003,0.49230769230769234
6,63,63,3,0.46550641963384126,0.03504507214326266,0.369420513529,0.5119993547670001,0.14257884123800008,0.4920634920634921
7,60,60,3,0.5453206600677644,0.03813728529030396,0.44591273051659003,0.60797635317678,0.16206362266018998,0.5
8,58,58,4,0.6212493934512879,0.050250384479504515,0.5005182718488024,0.7063621838140981,0.20584391196529572,0.5344827586206897
9,55,55,5,0.6971380437807991,0.06555358756189077,0.5293438801766228,0.800913725564121,0.2715698453874982,0.5636363636363637
10,52,52,5,0.7683411544247879,0.08527902773586235,0.5398877469637859,0.8761004181162564,0.33621267115247044,0.5
