x,y,xhat,yhat,belief_id,uncertainty,branch,commanded_action,next_x,next_y,next_xhat,next_yhat,next_belief_id,probability
0,0,0,0,0,0,skip_move,north,0,0,0,1,1,0.02
0,0,0,0,0,0,skip_move,north,1,0,0,1,1,0.01
0,0,0,0,0,0,skip_move,north,0,1,0,1,1,0.97
0,0,0,1,1,586,skip_move,north,0,0,0,2,2,0.02
0,0,0,1,1,586,skip_move,north,1,0,0,2,2,0.01
0,0,0,1,1,586,skip_move,north,0,1,0,2,2,0.97
1,0,0,1,1,586,skip_move,north,0,0,0,2,2,0.01
1,0,0,1,1,586,skip_move,north,2,0,0,2,2,0.01
1,0,0,1,1,586,skip_move,north,1,0,0,2,2,0.01
1,0,0,1,1,586,skip_move,north,1,1,0,2,2,0.97
0,1,0,1,1,586,skip_move,north,0,1,0,2,2,0.01
0,1,0,1,1,586,skip_move,north,1,1,0,2,2,0.01
0,1,0,1,1,586,skip_move,north,0,0,0,2,2,0.01
0,1,0,1,1,586,skip_move,north,0,2,0,2,2,0.97
0,0,0,2,2,1134,update,,0,0,0,0,0,1.0
0,0,0,2,2,1134,skip_move,north,0,0,0,3,3,0.02
0,0,0,2,2,1134,skip_move,north,1,0,0,3,3,0.01
0,0,0,2,2,1134,skip_move,north,0,1,0,3,3,0.97
1,0,0,2,2,1134,update,,1,0,1,0,0,1.0
1,0,0,2,2,1134,skip_move,north,0,0,0,3,3,0.01
1,0,0,2,2,1134,skip_move,north,2,0,0,3,3,0.01
1,0,0,2,2,1134,skip_move,north,1,0,0,3,3,0.01
1,0,0,2,2,1134,skip_move,north,1,1,0,3,3,0.97
0,1,0,2,2,1134,update,,0,1,0,1,0,1.0
0,1,0,2,2,1134,skip_move,north,0,1,0,3,3,0.01
0,1,0,2,2,1134,skip_move,north,1,1,0,3,3,0.01
0,1,0,2,2,1134,skip_move,north,0,0,0,3,3,0.01
0,1,0,2,2,1134,skip_move,north,0,2,0,3,3,0.97
2,0,0,2,2,1134,update,,2,0,2,0,0,1.0
2,0,0,2,2,1134,skip_move,north,1,0,0,3,3,0.01
2,0,0,2,2,1134,skip_move,north,3,0,0,3,3,0.01
2,0,0,2,2,1134,skip_move,north,2,0,0,3,3,0.01
2,0,0,2,2,1134,skip_move,north,2,1,0,3,3,0.97
1,1,0,2,2,1134,update,,1,1,1,1,0,1.0
1,1,0,2,2,1134,skip_move,north,0,1,0,3,3,0.01
1,1,0,2,2,1134,skip_move,north,2,1,0,3,3,0.01
1,1,0,2,2,1134,skip_move,north,1,0,0,3,3,0.01
1,1,0,2,2,1134,skip_move,north,1,2,0,3,3,0.97
0,2,0,2,2,1134,update,,0,2,0,2,0,1.0
0,2,0,2,2,1134,skip_move,north,0,2,0,3,3,0.01
0,2,0,2,2,1134,skip_move,north,1,2,0,3,3,0.01
0,2,0,2,2,1134,skip_move,north,0,1,0,3,3,0.01
0,2,0,2,2,1134,skip_move,north,0,3,0,3,3,0.97
0,0,0,3,3,1644,update,,0,0,0,0,0,1.0
0,0,0,3,3,1644,skip_move,north,0,0,0,4,4,0.02
0,0,0,3,3,1644,skip_move,north,1,0,0,4,4,0.01
0,0,0,3,3,1644,skip_move,north,0,1,0,4,4,0.97
1,0,0,3,3,1644,update,,1,0,1,0,0,1.0
1,0,0,3,3,1644,skip_move,north,0,0,0,4,4,0.01
1,0,0,3,3,1644,skip_move,north,2,0,0,4,4,0.01
1,0,0,3,3,1644,skip_move,north,1,0,0,4,4,0.01
1,0,0,3,3,1644,skip_move,north,1,1,0,4,4,0.97
0,1,0,3,3,1644,update,,0,1,0,1,0,1.0
0,1,0,3,3,1644,skip_move,north,0,1,0,4,4,0.01
0,1,0,3,3,1644,skip_move,north,1,1,0,4,4,0.01
0,1,0,3,3,1644,skip_move,north,0,0,0,4,4,0.01
0,1,0,3,3,1644,skip_move,north,0,2,0,4,4,0.97
1,0,1,0,0,0,skip_move,west,0,0,0,0,5,0.97
1,0,1,0,0,0,skip_move,west,2,0,0,0,5,0.01
1,0,1,0,0,0,skip_move,west,1,0,0,0,5,0.01
1,0,1,0,0,0,skip_move,west,1,1,0,0,5,0.01
2,0,0,3,3,1644,update,,2,0,2,0,0,1.0
2,0,0,3,3,1644,skip_move,north,1,0,0,4,4,0.01
2,0,0,3,3,1644,skip_move,north,3,0,0,4,4,0.01
2,0,0,3,3,1644,skip_move,north,2,0,0,4,4,0.01
2,0,0,3,3,1644,skip_move,north,2,1,0,4,4,0.97
1,1,0,3,3,1644,update,,1,1,1,1,0,1.0
1,1,0,3,3,1644,skip_move,north,0,1,0,4,4,0.01
1,1,0,3,3,1644,skip_move,north,2,1,0,4,4,0.01
1,1,0,3,3,1644,skip_move,north,1,0,0,4,4,0.01
1,1,0,3,3,1644,skip_move,north,1,2,0,4,4,0.97
0,1,0,1,0,0,skip_move,north,0,1,0,2,6,0.01
0,1,0,1,0,0,skip_move,north,1,1,0,2,6,0.01
0,1,0,1,0,0,skip_move,north,0,0,0,2,6,0.01
0,1,0,1,0,0,skip_move,north,0,2,0,2,6,0.97
0,2,0,3,3,1644,update,,0,2,0,2,0,1.0
0,2,0,3,3,1644,skip_move,north,0,2,0,4,4,0.01
0,2,0,3,3,1644,skip_move,north,1,2,0,4,4,0.01
0,2,0,3,3,1644,skip_move,north,0,1,0,4,4,0.01
0,2,0,3,3,1644,skip_move,north,0,3,0,4,4,0.97
2,0,2,0,0,0,skip_move,west,1,0,1,0,5,0.97
2,0,2,0,0,0,skip_move,west,3,0,1,0,5,0.01
2,0,2,0,0,0,skip_move,west,2,0,1,0,5,0.01
2,0,2,0,0,0,skip_move,west,2,1,1,0,5,0.01
3,0,0,3,3,1644,update,,3,0,3,0,0,1.0
3,0,0,3,3,1644,skip_move,north,2,0,0,4,4,0.01
3,0,0,3,3,1644,skip_move,north,4,0,0,4,4,0.01
3,0,0,3,3,1644,skip_move,north,3,0,0,4,4,0.01
3,0,0,3,3,1644,skip_move,north,3,1,0,4,4,0.97
2,1,0,3,3,1644,update,,2,1,2,1,0,1.0
2,1,0,3,3,1644,skip_move,north,1,1,0,4,4,0.01
2,1,0,3,3,1644,skip_move,north,3,1,0,4,4,0.01
2,1,0,3,3,1644,skip_move,north,2,0,0,4,4,0.01
2,1,0,3,3,1644,skip_move,north,2,2,0,4,4,0.97
1,1,1,1,0,0,skip_move,west,0,1,0,1,7,0.97
1,1,1,1,0,0,skip_move,west,2,1,0,1,7,0.01
1,1,1,1,0,0,skip_move,west,1,0,0,1,7,0.01
1,1,1,1,0,0,skip_move,west,1,2,0,1,7,0.01
1,2,0,3,3,1644,update,,1,2,1,2,0,1.0
1,2,0,3,3,1644,skip_move,north,0,2,0,4,4,0.01
1,2,0,3,3,1644,skip_move,north,2,2,0,4,4,0.01
1,2,0,3,3,1644,skip_move,north,1,1,0,4,4,0.01
1,2,0,3,3,1644,skip_move,north,1,3,0,4,4,0.97
0,2,0,2,0,0,skip_move,north,0,2,0,3,6,0.01
0,2,0,2,0,0,skip_move,north,1,2,0,3,6,0.01
0,2,0,2,0,0,skip_move,north,0,1,0,3,6,0.01
0,2,0,2,0,0,skip_move,north,0,3,0,3,6,0.97
0,3,0,3,3,1644,update,,0,3,0,3,0,1.0
0,3,0,3,3,1644,skip_move,north,0,3,0,4,4,0.01
0,3,0,3,3,1644,skip_move,north,1,3,0,4,4,0.01
0,3,0,3,3,1644,skip_move,north,0,2,0,4,4,0.01
0,3,0,3,3,1644,skip_move,north,0,4,0,4,4,0.97
0,0,0,4,4,2120,update,,0,0,0,0,0,1.0
0,0,0,4,4,2120,skip_move,north,0,0,0,5,8,0.02
0,0,0,4,4,2120,skip_move,north,1,0,0,5,8,0.01
0,0,0,4,4,2120,skip_move,north,0,1,0,5,8,0.97
1,0,0,4,4,2120,update,,1,0,1,0,0,1.0
1,0,0,4,4,2120,skip_move,north,0,0,0,5,8,0.01
1,0,0,4,4,2120,skip_move,north,2,0,0,5,8,0.01
1,0,0,4,4,2120,skip_move,north,1,0,0,5,8,0.01
1,0,0,4,4,2120,skip_move,north,1,1,0,5,8,0.97
0,1,0,4,4,2120,update,,0,1,0,1,0,1.0
0,1,0,4,4,2120,skip_move,north,0,1,0,5,8,0.01
0,1,0,4,4,2120,skip_move,north,1,1,0,5,8,0.01
0,1,0,4,4,2120,skip_move,north,0,0,0,5,8,0.01
0,1,0,4,4,2120,skip_move,north,0,2,0,5,8,0.97
2,0,0,4,4,2120,update,,2,0,2,0,0,1.0
2,0,0,4,4,2120,skip_move,north,1,0,0,5,8,0.01
2,0,0,4,4,2120,skip_move,north,3,0,0,5,8,0.01
2,0,0,4,4,2120,skip_move,north,2,0,0,5,8,0.01
2,0,0,4,4,2120,skip_move,north,2,1,0,5,8,0.97
1,1,0,4,4,2120,update,,1,1,1,1,0,1.0
1,1,0,4,4,2120,skip_move,north,0,1,0,5,8,0.01
1,1,0,4,4,2120,skip_move,north,2,1,0,5,8,0.01
1,1,0,4,4,2120,skip_move,north,1,0,0,5,8,0.01
1,1,0,4,4,2120,skip_move,north,1,2,0,5,8,0.97
0,2,0,4,4,2120,update,,0,2,0,2,0,1.0
0,2,0,4,4,2120,skip_move,north,0,2,0,5,8,0.01
0,2,0,4,4,2120,skip_move,north,1,2,0,5,8,0.01
0,2,0,4,4,2120,skip_move,north,0,1,0,5,8,0.01
0,2,0,4,4,2120,skip_move,north,0,3,0,5,8,0.97
0,0,0,0,5,588,update,,0,0,0,0,0,1.0
0,0,0,0,5,588,skip_move,north,0,0,0,1,9,0.02
0,0,0,0,5,588,skip_move,north,1,0,0,1,9,0.01
0,0,0,0,5,588,skip_move,north,0,1,0,1,9,0.97
2,0,0,0,5,588,update,,2,0,2,0,0,1.0
2,0,0,0,5,588,skip_move,north,1,0,0,1,9,0.01
2,0,0,0,5,588,skip_move,north,3,0,0,1,9,0.01
2,0,0,0,5,588,skip_move,north,2,0,0,1,9,0.01
2,0,0,0,5,588,skip_move,north,2,1,0,1,9,0.97
1,0,0,0,5,588,update,,1,0,1,0,0,1.0
1,0,0,0,5,588,skip_move,north,0,0,0,1,9,0.01
1,0,0,0,5,588,skip_move,north,2,0,0,1,9,0.01
1,0,0,0,5,588,skip_move,north,1,0,0,1,9,0.01
1,0,0,0,5,588,skip_move,north,1,1,0,1,9,0.97
1,1,0,0,5,588,update,,1,1,1,1,0,1.0
1,1,0,0,5,588,skip_move,north,0,1,0,1,9,0.01
1,1,0,0,5,588,skip_move,north,2,1,0,1,9,0.01
1,1,0,0,5,588,skip_move,north,1,0,0,1,9,0.01
1,1,0,0,5,588,skip_move,north,1,2,0,1,9,0.97
3,0,0,4,4,2120,update,,3,0,3,0,0,1.0
3,0,0,4,4,2120,skip_move,north,2,0,0,5,8,0.01
3,0,0,4,4,2120,skip_move,north,4,0,0,5,8,0.01
3,0,0,4,4,2120,skip_move,north,3,0,0,5,8,0.01
3,0,0,4,4,2120,skip_move,north,3,1,0,5,8,0.97
2,1,0,4,4,2120,update,,2,1,2,1,0,1.0
2,1,0,4,4,2120,skip_move,north,1,1,0,5,8,0.01
2,1,0,4,4,2120,skip_move,north,3,1,0,5,8,0.01
2,1,0,4,4,2120,skip_move,north,2,0,0,5,8,0.01
2,1,0,4,4,2120,skip_move,north,2,2,0,5,8,0.97
1,2,0,4,4,2120,update,,1,2,1,2,0,1.0
1,2,0,4,4,2120,skip_move,north,0,2,0,5,8,0.01
1,2,0,4,4,2120,skip_move,north,2,2,0,5,8,0.01
1,2,0,4,4,2120,skip_move,north,1,1,0,5,8,0.01
1,2,0,4,4,2120,skip_move,north,1,3,0,5,8,0.97
0,1,0,2,6,588,update,,0,1,0,1,0,1.0
0,1,0,2,6,588,skip_move,north,0,1,0,3,10,0.01
0,1,0,2,6,588,skip_move,north,1,1,0,3,10,0.01
0,1,0,2,6,588,skip_move,north,0,0,0,3,10,0.01
0,1,0,2,6,588,skip_move,north,0,2,0,3,10,0.97
1,1,0,2,6,588,update,,1,1,1,1,0,1.0
1,1,0,2,6,588,skip_move,north,0,1,0,3,10,0.01
1,1,0,2,6,588,skip_move,north,2,1,0,3,10,0.01
1,1,0,2,6,588,skip_move,north,1,0,0,3,10,0.01
1,1,0,2,6,588,skip_move,north,1,2,0,3,10,0.97
0,0,0,2,6,588,update,,0,0,0,0,0,1.0
0,0,0,2,6,588,skip_move,north,0,0,0,3,10,0.02
0,0,0,2,6,588,skip_move,north,1,0,0,3,10,0.01
0,0,0,2,6,588,skip_move,north,0,1,0,3,10,0.97
0,2,0,2,6,588,update,,0,2,0,2,0,1.0
0,2,0,2,6,588,skip_move,north,0,2,0,3,10,0.01
0,2,0,2,6,588,skip_move,north,1,2,0,3,10,0.01
0,2,0,2,6,588,skip_move,north,0,1,0,3,10,0.01
0,2,0,2,6,588,skip_move,north,0,3,0,3,10,0.97
0,3,0,4,4,2120,update,,0,3,0,3,0,1.0
0,3,0,4,4,2120,skip_move,north,0,3,0,5,8,0.01
0,3,0,4,4,2120,skip_move,north,1,3,0,5,8,0.01
0,3,0,4,4,2120,skip_move,north,0,2,0,5,8,0.01
0,3,0,4,4,2120,skip_move,north,0,4,0,5,8,0.97
1,0,1,0,5,588,update,,1,0,1,0,0,1.0
1,0,1,0,5,588,skip_move,west,0,0,0,0,11,0.97
1,0,1,0,5,588,skip_move,west,2,0,0,0,11,0.01
1,0,1,0,5,588,skip_move,west,1,0,0,0,11,0.01
1,0,1,0,5,588,skip_move,west,1,1,0,0,11,0.01
3,0,1,0,5,588,update,,3,0,3,0,0,1.0
3,0,1,0,5,588,skip_move,west,2,0,0,0,11,0.97
3,0,1,0,5,588,skip_move,west,4,0,0,0,11,0.01
3,0,1,0,5,588,skip_move,west,3,0,0,0,11,0.01
3,0,1,0,5,588,skip_move,west,3,1,0,0,11,0.01
2,0,1,0,5,588,update,,2,0,2,0,0,1.0
2,0,1,0,5,588,skip_move,west,1,0,0,0,11,0.97
2,0,1,0,5,588,skip_move,west,3,0,0,0,11,0.01
2,0,1,0,5,588,skip_move,west,2,0,0,0,11,0.01
2,0,1,0,5,588,skip_move,west,2,1,0,0,11,0.01
2,1,1,0,5,588,update,,2,1,2,1,0,1.0
2,1,1,0,5,588,skip_move,west,1,1,0,0,11,0.97
2,1,1,0,5,588,skip_move,west,3,1,0,0,11,0.01
2,1,1,0,5,588,skip_move,west,2,0,0,0,11,0.01
2,1,1,0,5,588,skip_move,west,2,2,0,0,11,0.01
3,0,3,0,0,0,skip_move,west,2,0,2,0,5,0.97
3,0,3,0,0,0,skip_move,west,4,0,2,0,5,0.01
3,0,3,0,0,0,skip_move,west,3,0,2,0,5,0.01
3,0,3,0,0,0,skip_move,west,3,1,2,0,5,0.01
4,0,0,4,4,2120,update,,4,0,4,0,0,1.0
4,0,0,4,4,2120,skip_move,north,3,0,0,5,8,0.01
4,0,0,4,4,2120,skip_move,north,5,0,0,5,8,0.01
4,0,0,4,4,2120,skip_move,north,4,0,0,5,8,0.01
4,0,0,4,4,2120,skip_move,north,4,1,0,5,8,0.97
3,1,0,4,4,2120,update,,3,1,3,1,0,1.0
3,1,0,4,4,2120,skip_move,north,2,1,0,5,8,0.01
3,1,0,4,4,2120,skip_move,north,4,1,0,5,8,0.01
3,1,0,4,4,2120,skip_move,north,3,0,0,5,8,0.01
3,1,0,4,4,2120,skip_move,north,3,2,0,5,8,0.97
2,2,0,4,4,2120,update,,2,2,2,2,0,1.0
2,2,0,4,4,2120,skip_move,north,1,2,0,5,8,0.01
2,2,0,4,4,2120,skip_move,north,3,2,0,5,8,0.01
2,2,0,4,4,2120,skip_move,north,2,1,0,5,8,0.01
2,2,0,4,4,2120,skip_move,north,2,3,0,5,8,0.97
0,1,0,1,7,588,update,,0,1,0,1,0,1.0
0,1,0,1,7,588,skip_move,north,0,1,0,2,12,0.01
0,1,0,1,7,588,skip_move,north,1,1,0,2,12,0.01
0,1,0,1,7,588,skip_move,north,0,0,0,2,12,0.01
0,1,0,1,7,588,skip_move,north,0,2,0,2,12,0.97
2,1,0,1,7,588,update,,2,1,2,1,0,1.0
2,1,0,1,7,588,skip_move,north,1,1,0,2,12,0.01
2,1,0,1,7,588,skip_move,north,3,1,0,2,12,0.01
2,1,0,1,7,588,skip_move,north,2,0,0,2,12,0.01
2,1,0,1,7,588,skip_move,north,2,2,0,2,12,0.97
1,0,0,1,7,588,update,,1,0,1,0,0,1.0
1,0,0,1,7,588,skip_move,north,0,0,0,2,12,0.01
1,0,0,1,7,588,skip_move,north,2,0,0,2,12,0.01
1,0,0,1,7,588,skip_move,north,1,0,0,2,12,0.01
1,0,0,1,7,588,skip_move,north,1,1,0,2,12,0.97
1,2,0,1,7,588,update,,1,2,1,2,0,1.0
1,2,0,1,7,588,skip_move,north,0,2,0,2,12,0.01
1,2,0,1,7,588,skip_move,north,2,2,0,2,12,0.01
1,2,0,1,7,588,skip_move,north,1,1,0,2,12,0.01
1,2,0,1,7,588,skip_move,north,1,3,0,2,12,0.97
1,3,0,4,4,2120,update,,1,3,1,3,0,1.0
1,3,0,4,4,2120,skip_move,north,0,3,0,5,8,0.01
1,3,0,4,4,2120,skip_move,north,2,3,0,5,8,0.01
1,3,0,4,4,2120,skip_move,north,1,2,0,5,8,0.01
1,3,0,4,4,2120,skip_move,north,1,4,0,5,8,0.97
0,2,0,3,6,588,update,,0,2,0,2,0,1.0
0,2,0,3,6,588,skip_move,north,0,2,0,4,13,0.01
0,2,0,3,6,588,skip_move,north,1,2,0,4,13,0.01
0,2,0,3,6,588,skip_move,north,0,1,0,4,13,0.01
0,2,0,3,6,588,skip_move,north,0,3,0,4,13,0.97
1,2,0,3,6,588,update,,1,2,1,2,0,1.0
1,2,0,3,6,588,skip_move,north,0,2,0,4,13,0.01
1,2,0,3,6,588,skip_move,north,2,2,0,4,13,0.01
1,2,0,3,6,588,skip_move,north,1,1,0,4,13,0.01
1,2,0,3,6,588,skip_move,north,1,3,0,4,13,0.97
0,1,0,3,6,588,update,,0,1,0,1,0,1.0
0,1,0,3,6,588,skip_move,north,0,1,0,4,13,0.01
0,1,0,3,6,588,skip_move,north,1,1,0,4,13,0.01
0,1,0,3,6,588,skip_move,north,0,0,0,4,13,0.01
0,1,0,3,6,588,skip_move,north,0,2,0,4,13,0.97
0,3,0,3,6,588,update,,0,3,0,3,0,1.0
0,3,0,3,6,588,skip_move,north,0,3,0,4,13,0.01
0,3,0,3,6,588,skip_move,north,1,3,0,4,13,0.01
0,3,0,3,6,588,skip_move,north,0,2,0,4,13,0.01
0,3,0,3,6,588,skip_move,north,0,4,0,4,13,0.97
0,3,0,3,0,0,skip_move,north,0,3,0,4,6,0.01
0,3,0,3,0,0,skip_move,north,1,3,0,4,6,0.01
