k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2513312416514573,1.99999981216528,1.1845175567594708,1.99996323896128,0
20,0.9660359427526228,1.99999981216528,0.8951898884869741,1.9999124000000001,0
30,0.7833244690618004,1.99999981216528,0.72164789190612,1.9999124000000001,0
50,0.465541125616183,1.981356891,0.43096301486853117,1.9618345532419998,0
75,0.11528257664267737,0.38231665985174007,0.11578716309260195,0.32231665985174,0
100,0.07250445785769151,0.2520193755446075,0.07295676981687477,0.2520193755446075,0
150,0.0462985347792892,0.13941525838756413,0.047621164441730174,0.13941525838756413,0
200,0.036367327682845334,0.10615766349399999,0.03874265784322679,0.10615766349399999,0
300,0.024661799094794035,0.059000000000000025,0.027967909843009175,0.059000000000000025,0
400,0.01573463692453953,0.057859511714,0.017843990425293017,0.057859511714,1
500,0.007850443707582755,0.039999999999999994,0.00890285826258479,0.039999999999999994,0
626,0.0,0.0,0.0,0.0,0
