age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,62,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,62,12,2,0.07403225806451616,0.01007386869008206,0.04,0.08,0.04,0.3709677419354839
2,60,26,2,0.15088666666666667,0.013817024120828468,0.11099999999999999,0.16319999999999998,0.052199999999999996,0.4833333333333333
3,58,41,3,0.229101275862069,0.018762299706292077,0.15947199999999997,0.2496,0.09012800000000001,0.5
4,54,47,2,0.30915676740740744,0.023000220140804786,0.23826674,0.3392,0.10093326,0.5
5,52,52,3,0.38944032764038466,0.02811444775569519,0.2788985936,0.43199999720000004,0.15310140360000002,0.5
6,49,49,3,0.4685068692546124,0.03273915093158024,0.359897932644,0.5279998193569999,0.16810188671299992,0.4897959183673469
7,45,45,3,0.5477921416064876,0.03628961854761412,0.4445218181726399,0.62718716456158,0.18266534638894005,0.48888888888888893
8,42,42,4,0.6228933257615432,0.04130059214044158,0.513656448383671,0.6991050825594486,0.18544863417577762,0.5476190476190477
9,37,37,4,0.6952323750568516,0.051041631398483125,0.5158166761452155,0.7742843439527463,0.2584676678075307,0.4864864864864865
10,32,32,4,0.7705082965432867,0.05612956374431969,0.6003626204717679,0.8525925069154027,0.25222988644363475,0.5
