k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4883248297445502,1.9999999999599998,1.453104842751841,1.9999697312000002,0
20,1.2426861237699693,1.9999995991090918,1.214206679194425,1.998670445946742,0
30,1.0360708500373155,1.9999770323107338,1.0211911015826156,1.9850230389604449,0
50,0.6909662444031945,1.99525550591642,0.7126022988833849,1.9755783928980002,0
75,0.0990471311977498,0.34420701264552955,0.1053177526327122,0.34420701264552955,0
100,0.06119179230833468,0.21527265130853732,0.06557997866790133,0.21527265130853732,0
150,0.03720010271626625,0.11485600000000001,0.040427804105263504,0.11485600000000001,0
200,0.029035512627250785,0.07340242837053508,0.03224644185404268,0.07340242837053508,0
300,0.016770827026069964,0.0548234712,0.019452558316634852,0.0548234712,1
400,0.006688251972767017,0.03998400000000002,0.007757733791801361,0.03998400000000002,0
486,0.0,0.0,0.0,0.0,0
