xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,2,0,0,north,0,3,1,1
0,3,0,0,east,1,3,2,2
0,3,1,1,east,1,3,7,6
0,4,0,0,east,1,4,2,2
0,6,0,0,east,1,6,2,2
0,7,0,0,east,1,7,2,2
0,9,0,0,east,1,9,2,2
1,0,0,0,east,2,0,2,2
1,0,2,2,east,2,0,6,5
1,2,0,0,north,1,3,1,1
1,3,0,0,north,1,4,1,1
1,3,1,1,north,1,4,8,6
1,3,2,2,north,1,4,7,6
1,3,7,6,north,1,4,11,8
1,4,0,0,north,1,5,1,1
1,4,1,1,north,1,5,8,6
1,4,2,2,north,1,5,7,6
1,4,7,6,north,1,5,11,8
1,4,8,6,north,1,5,18,13
1,4,11,8,north,1,5,32,20
1,5,0,0,north,1,6,1,1
1,5,1,1,north,1,6,8,6
1,5,7,6,north,1,6,11,8
1,5,8,6,north,1,6,18,13
1,5,11,8,north,1,6,32,20
1,5,18,13,north,1,6,39,24
1,5,32,20,north,1,6,38,24
1,6,0,0,east,2,6,2,2
1,6,1,1,east,2,6,15,10
1,6,2,2,east,2,6,9,7
1,6,7,6,east,2,6,14,10
1,6,8,6,east,2,6,20,14
1,6,11,8,east,2,6,29,19
1,6,12,8,east,2,6,19,14
1,6,18,13,east,2,6,32,20
1,6,19,14,east,2,6,41,25
1,6,20,14,east,2,6,30,19
1,6,21,14,east,2,6,51,31
1,6,29,19,east,2,6,54,31
1,6,32,20,east,2,6,40,25
1,6,38,24,east,2,6,47,30
1,6,39,24,east,2,6,48,30
1,7,0,0,south,1,6,1,1
1,7,1,1,south,1,6,8,6
1,7,2,2,south,1,6,7,6
1,7,7,6,south,1,6,19,14
1,7,8,6,south,1,6,12,8
1,7,14,10,south,1,6,20,14
1,7,15,10,south,1,6,21,14
1,7,22,15,south,1,6,29,19
1,8,0,0,south,1,7,1,1
1,8,1,1,south,1,7,8,6
1,8,2,2,south,1,7,14,10
1,8,5,4,south,1,7,7,6
1,8,9,7,south,1,7,15,10
1,8,10,7,south,1,7,22,15
1,9,0,0,south,1,8,1,1
1,9,2,2,south,1,8,5,4
1,9,3,2,south,1,8,9,7
2,0,0,0,east,3,0,2,2
2,0,2,2,east,3,0,6,5
2,0,6,5,east,3,0,16,11
2,2,0,0,east,3,2,2,2
2,3,0,0,east,3,3,2,2
2,5,0,0,north,2,6,1,1
2,6,0,0,east,3,6,2,2
2,6,1,1,east,3,6,14,10
2,6,2,2,east,3,6,9,7
2,6,9,7,east,3,6,17,12
2,6,14,10,east,3,6,22,15
2,6,15,10,east,3,6,23,15
2,6,19,14,east,3,6,52,31
2,6,20,14,east,3,6,29,19
2,6,29,19,east,3,6,49,31
2,6,30,19,east,3,6,53,31
2,6,32,20,east,3,6,51,31
2,6,40,25,east,3,6,63,39
2,6,41,25,east,3,6,50,31
2,6,47,30,east,3,6,70,42
2,6,48,30,east,3,6,64,39
2,6,51,31,east,3,6,65,40
2,6,54,31,east,3,6,68,40
2,7,0,0,south,2,6,1,1
2,8,0,0,west,1,8,2,2
2,8,2,2,west,1,8,10,7
2,9,0,0,west,1,9,3,2
3,0,0,0,east,4,0,2,2
3,0,2,2,east,4,0,6,5
3,0,6,5,east,4,0,25,16
3,0,16,11,east,4,0,24,16
3,1,0,0,north,3,2,1,1
3,2,0,0,north,3,3,1,1
3,2,1,1,north,3,3,7,6
3,2,2,2,north,3,3,14,10
3,2,9,7,north,3,3,22,15
3,2,14,10,north,3,3,19,14
3,2,15,10,north,3,3,20,14
3,2,22,15,north,3,3,29,19
3,2,23,15,north,3,3,51,31
3,2,42,26,north,3,3,65,40
3,2,55,32,north,3,3,74,44
3,2,61,37,north,3,3,73,44
3,3,0,0,north,3,4,1,1
3,3,1,1,north,3,4,7,6
3,3,2,2,north,3,4,14,10
3,3,7,6,north,3,4,18,13
3,3,14,10,north,3,4,19,14
3,3,19,14,north,3,4,40,25
3,3,20,14,north,3,4,32,20
3,3,22,15,north,3,4,29,19
3,3,29,19,north,3,4,51,31
3,3,51,31,north,3,4,63,39
3,3,65,40,north,3,4,71,43
3,3,73,44,north,3,4,90,54
3,3,74,44,north,3,4,81,49
3,4,0,0,north,3,5,1,1
3,4,1,1,north,3,5,7,6
3,4,7,6,north,3,5,18,13
3,4,14,10,north,3,5,19,14
3,4,18,13,north,3,5,38,24
3,4,19,14,north,3,5,32,20
3,4,29,19,north,3,5,51,31
3,4,32,20,north,3,5,47,30
3,4,40,25,north,3,5,60,36
3,4,51,31,north,3,5,63,39
3,4,63,39,north,3,5,70,42
3,4,71,43,north,3,5,88,53
3,4,81,49,north,3,5,98,60
3,4,90,54,north,3,5,98,60
3,5,0,0,north,3,6,1,1
3,5,1,1,north,3,6,7,6
3,5,7,6,north,3,6,18,13
3,5,18,13,north,3,6,38,24
3,5,19,14,north,3,6,32,20
3,5,32,20,north,3,6,47,30
3,5,38,24,north,3,6,45,28
3,5,47,30,north,3,6,60,36
3,5,51,31,north,3,6,64,39
3,5,60,36,north,3,6,77,47
3,5,63,39,north,3,6,78,47
3,5,70,42,north,3,6,87,52
3,5,88,53,north,3,6,96,59
3,5,98,60,north,3,6,110,69
3,6,0,0,east,4,6,2,2
3,6,1,1,east,4,6,14,10
3,6,2,2,east,4,6,9,7
3,6,7,6,east,4,6,19,14
3,6,9,7,east,4,6,27,17
3,6,14,10,east,4,6,22,15
3,6,17,12,east,4,6,36,23
3,6,18,13,east,4,6,32,20
3,6,22,15,east,4,6,42,26
3,6,23,15,east,4,6,37,23
3,6,29,19,east,4,6,49,31
3,6,32,20,east,4,6,51,31
3,6,38,24,east,4,6,47,30
3,6,45,28,east,4,6,60,36
3,6,47,30,east,4,6,63,39
3,6,49,31,east,4,6,65,40
3,6,50,31,east,4,6,66,40
3,6,51,31,east,4,6,72,43
3,6,52,31,east,4,6,67,40
3,6,53,31,east,4,6,68,40
3,6,60,36,east,4,6,77,47
3,6,63,39,east,4,6,71,43
