xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,0,1,1,east,1,0,5,4
0,0,4,3,east,1,0,12,8
0,0,21,14,east,1,0,20,13
0,0,22,15,east,1,0,22,15
0,0,32,19,east,1,0,32,19
0,0,43,28,east,1,0,56,38
0,0,54,36,east,1,0,66,46
0,1,0,0,south,0,0,1,1
0,1,1,1,south,0,0,4,3
0,1,4,3,south,0,0,21,14
0,1,8,6,south,0,0,22,15
0,1,21,14,south,0,0,32,19
0,1,37,23,south,0,0,43,28
0,1,43,28,south,0,0,54,36
0,2,0,0,south,0,1,1,1
0,2,1,1,south,0,1,4,3
0,2,2,2,south,0,1,8,6
0,2,4,3,south,0,1,21,14
0,2,22,15,south,0,1,37,23
0,2,36,22,south,0,1,43,28
0,3,0,0,south,0,2,1,1
0,3,1,1,south,0,2,4,3
0,3,8,6,south,0,2,22,15
0,3,22,15,south,0,2,36,22
0,4,0,0,south,0,3,1,1
0,4,2,2,south,0,3,8,6
0,4,13,9,south,0,3,22,15
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,9,7
1,0,2,2,east,2,0,6,5
1,0,5,4,east,2,0,13,9
1,0,12,8,east,2,0,22,15
1,0,20,13,east,2,0,36,22
1,0,22,15,east,2,0,33,20
1,0,32,19,east,2,0,55,37
1,0,56,38,east,2,0,71,51
1,0,66,46,east,2,0,91,65
1,1,0,0,south,1,0,1,1
1,2,0,0,west,0,2,2,2
1,4,0,0,west,0,4,2,2
1,4,1,1,west,0,4,13,9
1,5,0,0,south,1,4,1,1
2,0,0,0,east,3,0,2,2
2,0,1,1,east,3,0,9,7
2,0,2,2,east,3,0,6,5
2,0,6,5,east,3,0,16,10
2,0,9,7,east,3,0,26,16
2,0,13,9,east,3,0,25,16
2,0,22,15,east,3,0,33,20
2,0,33,20,east,3,0,46,31
2,0,36,22,east,3,0,57,39
2,0,55,37,east,3,0,71,51
2,0,71,51,east,3,0,93,67
2,0,91,65,east,3,0,104,73
2,1,0,0,south,2,0,1,1
3,0,0,0,east,4,0,2,2
3,0,1,1,east,4,0,9,7
3,0,2,2,east,4,0,6,5
3,0,6,5,east,4,0,30,17
3,0,9,7,east,4,0,25,16
3,0,16,10,east,4,0,29,17
3,0,25,16,east,4,0,38,24
3,0,26,16,east,4,0,39,24
3,0,33,20,east,4,0,46,31
3,0,46,31,east,4,0,85,62
3,0,57,39,east,4,0,74,54
3,0,71,51,east,4,0,81,59
3,0,93,67,east,4,0,106,75
3,0,104,73,east,4,0,114,81
3,1,0,0,south,3,0,1,1
3,2,0,0,north,3,3,1,1
3,3,0,0,east,4,3,2,2
3,3,1,1,east,4,3,13,9
3,3,8,6,east,4,3,22,15
3,4,0,0,south,3,3,1,1
3,4,1,1,south,3,3,8,6
3,5,0,0,south,3,4,1,1
4,0,0,0,east,5,0,2,2
4,0,2,2,east,5,0,6,5
4,0,6,5,east,5,0,29,17
4,0,9,7,east,5,0,25,16
4,0,25,16,east,5,0,38,24
4,0,29,17,east,5,0,34,21
4,0,30,17,east,5,0,35,21
4,0,38,24,east,5,0,48,32
4,0,39,24,east,5,0,49,32
4,0,46,31,east,5,0,67,47
4,0,74,54,east,5,0,85,62
4,0,81,59,east,5,0,106,75
4,0,85,62,east,5,0,100,71
4,0,106,75,east,5,0,116,83
4,2,0,0,north,4,3,1,1
4,3,0,0,east,5,3,2,2
4,3,1,1,east,5,3,13,9
4,3,2,2,east,5,3,9,7
4,3,13,9,east,5,3,25,16
4,3,22,15,east,5,3,33,20
4,4,0,0,south,4,3,1,1
5,0,0,0,east,6,0,2,2
5,0,2,2,east,6,0,6,5
5,0,6,5,east,6,0,29,17
5,0,25,16,east,6,0,38,24
5,0,29,17,east,6,0,34,21
5,0,34,21,east,6,0,51,34
5,0,35,21,east,6,0,52,34
5,0,38,24,east,6,0,48,32
5,0,48,32,east,6,0,69,49
5,0,49,32,east,6,0,63,43
5,0,67,47,east,6,0,100,71
5,0,85,62,east,6,0,109,77
5,0,100,71,east,6,0,113,80
5,0,106,75,east,6,0,116,83
5,1,0,0,north,5,2,1,1
5,2,0,0,north,5,3,1,1
5,2,1,1,north,5,3,8,6
5,3,0,0,east,6,3,2,2
5,3,1,1,east,6,3,13,9
5,3,2,2,east,6,3,9,7
5,3,8,6,east,6,3,23,15
5,3,9,7,east,6,3,31,18
5,3,13,9,east,6,3,25,16
5,3,25,16,east,6,3,40,25
