xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,0,1,1,east,1,0,4,4
0,0,3,3,east,1,0,8,8
0,0,17,15,east,1,0,16,14
0,0,18,16,east,1,0,18,16
0,0,26,20,east,1,0,26,20
0,1,0,0,south,0,0,1,1
0,1,1,1,south,0,0,3,3
0,1,3,3,south,0,0,17,15
0,1,6,6,south,0,0,18,16
0,1,17,15,south,0,0,26,20
0,2,0,0,south,0,1,1,1
0,2,1,1,south,0,1,3,3
0,2,2,2,south,0,1,6,6
0,2,3,3,south,0,1,17,15
0,3,0,0,south,0,2,1,1
0,3,1,1,south,0,2,3,3
0,4,0,0,south,0,3,1,1
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,7,7
1,0,2,2,east,2,0,5,5
1,0,4,4,east,2,0,9,9
1,0,8,8,east,2,0,18,16
1,0,16,14,east,2,0,30,23
1,0,18,16,east,2,0,27,21
1,0,26,20,east,2,0,44,33
1,1,0,0,south,1,0,1,1
1,2,0,0,west,0,2,2,2
1,4,0,0,east,2,4,2,2
2,0,0,0,east,3,0,2,2
2,0,2,2,east,3,0,5,5
2,0,5,5,east,3,0,12,10
2,0,7,7,east,3,0,21,17
2,0,9,9,east,3,0,20,17
2,0,18,16,east,3,0,27,21
2,0,27,21,east,3,0,38,29
2,0,30,23,east,3,0,46,35
2,0,44,33,east,3,0,58,45
2,1,0,0,east,3,1,2,2
2,3,0,0,north,2,4,1,1
2,4,0,0,east,3,4,2,2
2,4,1,1,east,3,4,9,9
2,4,2,2,east,3,4,7,7
2,4,6,6,east,3,4,18,16
2,5,0,0,south,2,4,1,1
2,5,1,1,south,2,4,6,6
2,6,0,0,south,2,5,1,1
2,8,0,0,east,3,8,2,2
3,0,0,0,north,3,1,1,1
3,0,2,2,north,3,1,7,7
3,0,5,5,north,3,1,13,11
3,0,12,10,north,3,1,12,10
3,0,20,17,north,3,1,33,25
3,0,21,17,north,3,1,20,17
3,0,24,19,north,3,1,24,19
3,0,27,21,north,3,1,46,35
3,0,28,22,north,3,1,28,22
3,0,34,26,north,3,1,34,26
3,0,38,29,north,3,1,60,46
3,0,42,32,north,3,1,52,39
3,0,43,32,north,3,1,57,44
3,0,46,35,north,3,1,58,45
3,0,52,39,north,3,1,70,54
3,0,57,44,north,3,1,72,54
3,0,58,45,north,3,1,62,48
3,0,81,61,north,3,1,81,61
3,0,89,66,north,3,1,89,66
3,1,0,0,north,3,2,1,1
3,1,1,1,north,3,2,6,6
3,1,2,2,north,3,2,9,9
3,1,7,7,north,3,2,10,9
3,1,12,10,north,3,2,32,24
3,1,13,11,north,3,2,20,17
3,1,20,17,north,3,2,38,29
3,1,24,19,north,3,2,34,26
3,1,28,22,north,3,2,50,37
3,1,33,25,north,3,2,46,35
3,1,34,26,north,3,2,61,47
3,1,46,35,north,3,2,58,45
3,1,52,39,north,3,2,70,54
3,1,57,44,north,3,2,71,54
3,1,58,45,north,3,2,62,48
3,1,60,46,north,3,2,64,50
3,1,62,48,north,3,2,83,62
3,1,70,54,north,3,2,81,61
3,1,72,54,north,3,2,82,61
3,1,81,61,north,3,2,97,73
3,2,0,0,north,3,3,1,1
3,2,1,1,north,3,3,6,6
3,2,6,6,north,3,3,8,8
3,2,9,9,north,3,3,18,16
3,2,10,9,north,3,3,19,16
3,2,20,17,north,3,3,38,29
3,2,32,24,north,3,3,45,34
3,2,34,26,north,3,3,61,47
3,2,38,29,north,3,3,46,35
3,2,46,35,north,3,3,58,45
3,2,50,37,north,3,3,69,53
3,2,58,45,north,3,3,74,56
3,2,61,47,north,3,3,67,51
3,2,62,48,north,3,3,83,62
3,2,64,50,north,3,3,84,63
3,2,70,54,north,3,3,81,61
3,2,71,54,north,3,3,90,67
3,2,81,61,north,3,3,89,66
3,2,82,61,north,3,3,97,73
3,2,83,62,north,3,3,95,71
3,3,0,0,north,3,4,1,1
3,3,1,1,north,3,4,6,6
3,3,6,6,north,3,4,16,14
3,3,8,8,north,3,4,31,23
3,3,18,16,north,3,4,30,23
3,3,19,16,north,3,4,37,28
3,3,38,29,north,3,4,46,35
3,3,45,34,north,3,4,63,49
3,3,46,35,north,3,4,62,48
3,3,58,45,north,3,4,74,56
3,3,61,47,north,3,4,67,51
3,3,67,51,north,3,4,87,64
3,3,69,53,north,3,4,78,59
3,3,74,56,north,3,4,83,62
3,3,81,61,north,3,4,89,66
3,3,83,62,north,3,4,95,71
3,3,84,63,north,3,4,91,68
3,3,89,66,north,3,4,104,78
3,3,90,67,north,3,4,97,73
3,4,0,0,east,4,4,2,2
3,4,1,1,east,4,4,9,9
3,4,2,2,east,4,4,7,7
3,4,6,6,east,4,4,18,16
3,4,7,7,east,4,4,23,18
3,4,9,9,east,4,4,20,17
3,4,16,14,east,4,4,30,23
3,4,18,16,east,4,4,27,21
3,4,30,23,east,4,4,46,35
3,4,31,23,east,4,4,37,28
3,4,37,28,east,4,4,59,45
3,4,46,35,east,4,4,64,50
3,4,62,48,east,4,4,85,63
3,4,63,49,east,4,4,75,57
3,4,67,51,east,4,4,78,59
3,4,74,56,east,4,4,84,63
3,4,78,59,east,4,4,89,66
3,4,83,62,east,4,4,91,68
3,4,87,64,east,4,4,94,70
3,4,89,66,east,4,4,105,79
3,5,0,0,south,3,4,1,1
3,7,0,0,east,4,7,2,2
3,7,1,1,east,4,7,9,9
3,7,6,6,east,4,7,10,9
3,7,9,9,east,4,7,20,17
3,8,0,0,south,3,7,1,1
3,8,1,1,south,3,7,6,6
3,8,2,2,south,3,7,9,9
3,9,0,0,south,3,8,1,1
4,0,0,0,west,3,0,2,2
4,0,2,2,west,3,0,5,5
4,0,5,5,west,3,0,24,19
4,0,20,17,west,3,0,34,26
4,0,24,19,west,3,0,28,22
4,0,28,22,west,3,0,42,32
4,0,29,22,west,3,0,43,32
4,0,40,31,west,3,0,52,39
4,0,41,31,west,3,0,57,44
4,0,55,42,west,3,0,81,61
4,0,68,52,west,3,0,89,66
4,1,0,0,north,4,2,1,1
4,2,0,0,north,4,3,1,1
4,2,1,1,north,4,3,6,6
4,2,2,2,north,4,3,9,9
4,3,0,0,north,4,4,1,1
4,3,1,1,north,4,4,6,6
4,3,6,6,north,4,4,16,14
4,3,9,9,north,4,4,18,16
4,4,0,0,east,5,4,2,2
4,4,1,1,east,5,4,9,9
4,4,2,2,east,5,4,7,7
4,4,6,6,east,5,4,18,16
4,4,7,7,east,5,4,23,18
4,4,9,9,east,5,4,20,17
4,4,16,14,east,5,4,30,23
4,4,18,16,east,5,4,27,21
4,4,20,17,east,5,4,33,25
4,4,23,18,east,5,4,39,30
4,4,27,21,east,5,4,46,35
4,4,30,23,east,5,4,47,35
4,4,37,28,east,5,4,58,45
4,4,44,33,east,5,4,59,45
4,4,46,35,east,5,4,64,50
4,4,53,40,east,5,4,62,48
4,4,58,45,east,5,4,74,56
4,4,59,45,east,5,4,65,50
4,4,64,50,east,5,4,76,58
4,4,75,57,east,5,4,88,65
4,4,78,59,east,5,4,89,66
4,4,84,63,east,5,4,99,75
4,4,85,63,east,5,4,92,69
4,4,89,66,east,5,4,111,85
4,4,94,70,east,5,4,109,83
4,5,0,0,south,4,4,1,1
4,5,1,1,south,4,4,6,6
4,5,6,6,south,4,4,16,14
4,5,9,9,south,4,4,18,16
4,5,18,16,south,4,4,30,23
4,5,30,23,south,4,4,44,33
4,5,37,28,south,4,4,53,40
4,5,46,35,south,4,4,58,45
4,6,0,0,south,4,5,1,1
4,6,1,1,south,4,5,6,6
4,6,2,2,south,4,5,9,9
4,6,9,9,south,4,5,18,16
4,6,18,16,south,4,5,30,23
4,6,19,16,south,4,5,37,28
4,6,27,21,south,4,5,46,35
4,7,0,0,south,4,6,1,1
4,7,2,2,south,4,6,9,9
4,7,9,9,south,4,6,18,16
4,7,10,9,south,4,6,19,16
4,7,20,17,south,4,6,27,21
5,0,0,0,west,4,0,2,2
5,0,2,2,west,4,0,5,5
5,0,5,5,west,4,0,24,19
5,0,7,7,west,4,0,20,17
5,0,24,19,west,4,0,28,22
5,0,25,19,west,4,0,29,22
5,0,34,26,west,4,0,40,31
5,0,35,26,west,4,0,41,31
5,0,38,29,west,4,0,55,42
5,0,60,46,west,4,0,68,52
5,2,0,0,west,4,2,2,2
5,3,0,0,north,5,4,1,1
5,4,0,0,east,6,4,2,2
5,4,1,1,east,6,4,9,9
5,4,2,2,east,6,4,7,7
5,4,7,7,east,6,4,23,18
5,4,9,9,east,6,4,20,17
5,4,18,16,east,6,4,27,21
5,4,20,17,east,6,4,33,25
5,4,23,18,east,6,4,39,30
5,4,27,21,east,6,4,47,35
5,4,30,23,east,6,4,46,35
5,4,33,25,east,6,4,49,36
5,4,39,30,east,6,4,51,38
5,4,46,35,east,6,4,60,46
5,4,47,35,east,6,4,66,50
5,4,58,45,east,6,4,64,50
5,4,59,45,east,6,4,74,56
5,4,62,48,east,6,4,86,63
5,4,64,50,east,6,4,76,58
5,4,65,50,east,6,4,77,58
5,4,74,56,east,6,4,84,63
5,4,76,58,east,6,4,92,69
5,4,88,65,east,6,4,102,76
5,4,89,66,east,6,4,111,85
5,4,92,69,east,6,4,108,82
5,5,0,0,south,5,4,1,1
5,6,0,0,west,4,6,2,2
5,8,0,0,east,6,8,2,2
5,8,1,1,east,6,8,7,7
5,9,0,0,south,5,8,1,1
6,0,0,0,west,5,0,2,2
6,0,1,1,west,5,0,7,7
6,0,2,2,west,5,0,5,5
6,0,5,5,west,5,0,24,19
6,0,14,12,west,5,0,25,19
6,0,20,17,west,5,0,34,26
6,0,22,17,west,5,0,35,26
6,0,27,21,west,5,0,38,29
6,0,46,35,west,5,0,60,46
6,1,0,0,south,6,0,1,1
6,3,0,0,north,6,4,1,1
6,4,0,0,east,7,4,2,2
6,4,1,1,east,7,4,9,9
6,4,2,2,east,7,4,7,7
6,4,7,7,east,7,4,23,18
