xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,4,2
0,0,1,1,east,1,0,6,4
0,0,5,3,east,1,0,14,8
0,1,0,0,south,0,0,1,1
0,1,1,1,south,0,0,5,3
0,2,0,0,south,0,1,1,1
0,5,0,0,north,0,6,1,1
0,6,0,0,east,1,6,4,2
0,6,1,1,east,1,6,9,6
1,0,0,0,east,2,0,4,2
1,0,4,2,east,2,0,7,5
1,0,6,4,east,2,0,16,10
1,0,14,8,east,2,0,25,14
1,1,0,0,east,2,1,4,2
1,3,0,0,east,2,3,4,2
1,6,0,0,north,1,7,1,1
1,6,4,2,north,1,7,9,6
1,6,9,6,north,1,7,14,8
1,7,0,0,east,2,7,4,2
1,7,1,1,east,2,7,19,10
1,7,9,6,east,2,7,17,10
1,7,14,8,east,2,7,25,14
1,8,0,0,east,2,8,4,2
1,8,1,1,east,2,8,12,7
1,9,0,0,south,1,8,1,1
2,0,0,0,north,2,1,1,1
2,0,4,2,north,2,1,13,7
2,0,7,5,north,2,1,12,7
2,0,8,5,north,2,1,21,11
2,0,16,10,north,2,1,16,10
2,0,25,14,north,2,1,34,19
2,0,31,17,north,2,1,31,17
2,0,37,20,north,2,1,37,20
2,0,56,32,north,2,1,69,40
2,1,0,0,north,2,2,1,1
2,1,1,1,north,2,2,9,6
2,1,4,2,north,2,2,16,10
2,1,12,7,north,2,2,28,15
2,1,13,7,north,2,2,18,10
2,1,16,10,north,2,2,34,19
2,1,21,11,north,2,2,29,15
2,1,31,17,north,2,2,42,24
2,1,34,19,north,2,2,48,28
2,1,37,20,north,2,2,68,39
2,1,69,40,north,2,2,90,56
2,2,0,0,north,2,3,1,1
2,2,1,1,north,2,3,9,6
2,2,9,6,north,2,3,14,8
2,2,16,10,north,2,3,25,14
2,2,18,10,north,2,3,26,14
2,2,28,15,north,2,3,34,19
2,2,29,15,north,2,3,51,29
2,2,34,19,north,2,3,48,28
2,2,42,24,north,2,3,78,48
2,2,48,28,north,2,3,72,43
2,2,68,39,north,2,3,89,55
2,2,90,56,north,2,3,104,66
2,3,0,0,north,2,4,1,1
2,3,1,1,north,2,4,9,6
2,3,4,2,north,2,4,16,10
2,3,9,6,north,2,4,22,12
2,3,12,7,north,2,4,28,15
2,3,14,8,north,2,4,39,21
2,3,16,10,north,2,4,25,14
2,3,25,14,north,2,4,38,21
2,3,26,14,north,2,4,49,28
