xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,0,1,1,east,1,0,5,4
0,0,4,3,east,1,0,12,8
0,1,0,0,south,0,0,1,1
0,1,1,1,south,0,0,4,3
0,2,0,0,south,0,1,1,1
0,4,0,0,north,0,5,1,1
0,5,0,0,east,1,5,2,2
0,5,1,1,east,1,5,7,6
0,5,4,3,east,1,5,12,8
0,6,0,0,south,0,5,1,1
0,6,1,1,south,0,5,4,3
0,7,0,0,south,0,6,1,1
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,10,7
1,0,2,2,east,2,0,6,5
1,0,5,4,east,2,0,14,9
1,0,7,6,east,2,0,21,13
1,0,12,8,east,2,0,20,13
1,0,19,12,east,2,0,35,20
1,1,0,0,south,1,0,1,1
1,1,1,1,south,1,0,7,6
1,1,7,6,south,1,0,19,12
1,2,0,0,south,1,1,1,1
1,2,1,1,south,1,1,7,6
1,3,0,0,south,1,2,1,1
1,5,0,0,east,2,5,2,2
1,5,2,2,east,2,5,10,7
1,5,7,6,east,2,5,14,9
1,5,12,8,east,2,5,20,13
1,7,0,0,east,2,7,2,2
2,0,0,0,east,3,0,2,2
2,0,1,1,east,3,0,10,7
2,0,2,2,east,3,0,6,5
2,0,6,5,east,3,0,17,10
2,0,10,7,east,3,0,25,14
2,0,14,9,east,3,0,24,14
2,0,20,13,east,3,0,31,18
2,0,21,13,east,3,0,32,18
2,0,35,20,east,3,0,60,33
2,1,0,0,south,2,0,1,1
2,4,0,0,east,3,4,2,2
2,4,1,1,east,3,4,14,9
2,4,7,6,east,3,4,20,13
2,4,14,9,east,3,4,24,14
2,4,15,9,east,3,4,26,14
2,4,19,12,east,3,4,35,20
2,4,20,13,east,3,4,59,33
2,4,35,20,east,3,4,60,33
2,4,43,24,east,3,4,57,32
2,4,47,25,east,3,4,68,39
2,4,57,32,east,3,4,69,39
2,4,64,36,east,3,4,74,44
2,4,68,39,east,3,4,85,51
2,4,74,44,east,3,4,97,58
2,5,0,0,south,2,4,1,1
2,5,1,1,south,2,4,7,6
2,5,2,2,south,2,4,15,9
2,5,7,6,south,2,4,19,12
2,5,10,7,south,2,4,14,9
2,5,14,9,south,2,4,20,13
2,5,19,12,south,2,4,43,24
2,5,20,13,south,2,4,47,25
2,5,22,13,south,2,4,35,20
2,5,35,20,south,2,4,57,32
2,5,47,25,south,2,4,64,36
2,5,60,33,south,2,4,68,39
2,5,68,39,south,2,4,74,44
2,6,0,0,south,2,5,1,1
2,6,1,1,south,2,5,7,6
2,6,7,6,south,2,5,19,12
2,6,14,9,south,2,5,22,13
2,6,20,13,south,2,5,35,20
2,6,22,13,south,2,5,47,25
2,6,31,18,south,2,5,60,33
2,6,60,33,south,2,5,68,39
2,7,0,0,south,2,6,1,1
2,7,1,1,south,2,6,7,6
2,7,2,2,south,2,6,14,9
2,7,14,9,south,2,6,20,13
2,7,15,9,south,2,6,22,13
2,7,24,14,south,2,6,31,18
2,7,26,14,south,2,6,60,33
2,8,0,0,south,2,7,1,1
2,8,2,2,south,2,7,14,9
2,8,10,7,south,2,7,15,9
2,8,11,7,south,2,7,24,14
2,8,18,11,south,2,7,26,14
3,0,0,0,east,4,0,2,2
3,0,1,1,east,4,0,10,7
3,0,2,2,east,4,0,6,5
3,0,6,5,east,4,0,28,15
3,0,7,6,east,4,0,20,13
3,0,10,7,east,4,0,24,14
3,0,17,10,east,4,0,27,15
3,0,24,14,east,4,0,39,21
3,0,25,14,east,4,0,40,21
3,0,31,18,east,4,0,49,27
3,0,32,18,east,4,0,48,26
3,0,60,33,east,4,0,70,40
3,1,0,0,south,3,0,1,1
3,1,1,1,south,3,0,7,6
3,2,0,0,south,3,1,1,1
3,4,0,0,east,4,4,2,2
3,4,2,2,east,4,4,10,7
3,4,14,9,east,4,4,24,14
3,4,20,13,east,4,4,31,18
3,4,24,14,east,4,4,49,27
3,4,26,14,east,4,4,41,22
3,4,35,20,east,4,4,60,33
3,4,57,32,east,4,4,68,39
3,4,59,33,east,4,4,71,41
3,4,60,33,east,4,4,76,45
3,4,68,39,east,4,4,75,45
3,4,69,39,east,4,4,85,51
3,4,74,44,east,4,4,97,58
3,4,85,51,east,4,4,98,58
3,4,97,58,east,4,4,120,74
3,8,0,0,west,2,8,2,2
3,8,1,1,west,2,8,10,7
3,8,2,2,west,2,8,11,7
3,8,10,7,west,2,8,18,11
3,9,0,0,south,3,8,1,1
