xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,0,1,1,east,1,0,4,4
0,0,3,3,east,1,0,9,8
0,1,0,0,south,0,0,1,1
0,1,1,1,south,0,0,3,3
0,2,0,0,south,0,1,1,1
0,4,0,0,north,0,5,1,1
0,5,0,0,east,1,5,2,2
0,5,1,1,east,1,5,6,6
0,9,0,0,east,1,9,2,2
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,7,7
1,0,2,2,east,2,0,5,5
1,0,4,4,east,2,0,10,9
1,0,6,6,east,2,0,19,15
1,0,9,8,east,2,0,17,15
1,1,0,0,south,1,0,1,1
1,1,1,1,south,1,0,6,6
1,2,0,0,south,1,1,1,1
1,5,0,0,east,2,5,2,2
1,5,2,2,east,2,5,7,7
1,5,6,6,east,2,5,10,9
1,6,0,0,east,2,6,2,2
1,7,0,0,east,2,7,2,2
1,7,1,1,east,2,7,10,9
1,8,0,0,south,1,7,1,1
1,9,0,0,east,2,9,2,2
1,9,2,2,east,2,9,5,5
2,0,0,0,east,3,0,2,2
2,0,2,2,east,3,0,5,5
2,0,5,5,east,3,0,12,10
2,0,7,7,east,3,0,22,16
2,0,10,9,east,3,0,21,16
2,0,17,15,east,3,0,27,20
2,0,19,15,east,3,0,28,20
2,1,0,0,east,3,1,2,2
2,4,0,0,north,2,5,1,1
2,5,0,0,north,2,6,1,1
2,5,1,1,north,2,6,6,6
2,5,2,2,north,2,6,11,9
2,5,7,7,north,2,6,10,9
2,5,10,9,north,2,6,18,15
2,6,0,0,east,3,6,2,2
2,6,1,1,east,3,6,10,9
2,6,2,2,east,3,6,7,7
2,6,6,6,east,3,6,18,15
2,6,9,8,east,3,6,17,15
2,6,10,9,east,3,6,21,16
2,6,11,9,east,3,6,22,16
2,6,17,15,east,3,6,27,20
2,6,18,15,east,3,6,49,38
2,6,20,15,east,3,6,51,38
2,6,27,20,east,3,6,48,38
2,7,0,0,south,2,6,1,1
2,7,1,1,south,2,6,6,6
2,7,2,2,south,2,6,11,9
2,7,6,6,south,2,6,9,8
2,7,10,9,south,2,6,17,15
2,7,11,9,south,2,6,20,15
2,7,21,16,south,2,6,27,20
2,8,0,0,south,2,7,1,1
2,8,1,1,south,2,7,6,6
2,8,7,7,south,2,7,21,16
2,8,8,7,south,2,7,11,9
2,9,0,0,south,2,8,1,1
2,9,2,2,south,2,8,8,7
2,9,5,5,south,2,8,7,7
3,0,0,0,north,3,1,1,1
3,0,2,2,north,3,1,7,7
3,0,5,5,north,3,1,13,11
3,0,12,10,north,3,1,12,10
3,0,21,16,north,3,1,34,25
3,0,22,16,north,3,1,21,16
3,0,24,18,north,3,1,24,18
3,0,27,20,north,3,1,48,38
3,0,28,20,north,3,1,40,31
3,0,29,21,north,3,1,29,21
3,0,41,32,north,3,1,54,41
3,0,42,33,north,3,1,55,42
3,0,43,33,north,3,1,58,45
3,1,0,0,north,3,2,1,1
3,1,1,1,north,3,2,6,6
3,1,2,2,north,3,2,10,9
3,1,7,7,north,3,2,11,9
3,1,12,10,north,3,2,33,24
3,1,13,11,north,3,2,21,16
3,1,21,16,north,3,2,40,31
3,1,24,18,north,3,2,35,26
3,1,29,21,north,3,2,54,41
3,1,34,25,north,3,2,48,38
3,1,40,31,north,3,2,50,38
3,1,48,38,north,3,2,60,47
3,1,54,41,north,3,2,75,55
3,1,55,42,north,3,2,76,56
3,1,58,45,north,3,2,77,56
3,2,0,0,east,4,2,2,2
3,2,1,1,east,4,2,11,9
3,2,6,6,east,4,2,10,9
3,2,10,9,east,4,2,21,16
3,2,11,9,east,4,2,22,16
3,2,21,16,east,4,2,40,31
3,2,33,24,east,4,2,52,39
3,2,35,26,east,4,2,54,41
3,2,40,31,east,4,2,65,50
3,2,48,38,east,4,2,63,50
3,2,50,38,east,4,2,70,53
3,2,54,41,east,4,2,76,56
3,2,60,47,east,4,2,70,53
3,2,75,55,east,4,2,87,64
3,2,76,56,east,4,2,88,65
3,2,77,56,east,4,2,89,65
3,3,0,0,east,4,3,2,2
3,5,0,0,east,4,5,2,2
3,6,0,0,east,4,6,2,2
3,6,1,1,east,4,6,10,9
3,6,2,2,east,4,6,7,7
3,6,7,7,east,4,6,23,17
3,6,10,9,east,4,6,21,16
3,6,17,15,east,4,6,50,38
3,6,18,15,east,4,6,27,20
3,6,21,16,east,4,6,40,31
3,6,22,16,east,4,6,34,25
3,6,27,20,east,4,6,48,38
3,6,48,38,east,4,6,63,50
3,6,49,38,east,4,6,64,50
3,6,51,38,east,4,6,66,50
3,7,0,0,south,3,6,1,1
3,9,0,0,west,2,9,2,2
4,0,0,0,west,3,0,2,2
4,0,2,2,west,3,0,5,5
4,0,5,5,west,3,0,24,18
4,0,24,18,west,3,0,29,21
4,0,29,21,west,3,0,42,33
4,0,30,21,west,3,0,43,33
4,0,35,26,west,3,0,41,32
4,1,0,0,north,4,2,1,1
4,2,0,0,north,4,3,1,1
4,2,1,1,north,4,3,6,6
4,2,2,2,north,4,3,10,9
4,2,10,9,north,4,3,17,15
4,2,11,9,north,4,3,18,15
4,2,21,16,north,4,3,27,20
4,2,22,16,north,4,3,48,38
4,2,40,31,north,4,3,63,50
4,2,52,39,north,4,3,62,49
4,2,54,41,north,4,3,75,55
4,2,63,50,north,4,3,70,53
4,2,65,50,north,4,3,71,53
4,2,70,53,north,4,3,92,68
4,2,76,56,north,4,3,87,64
4,2,87,64,north,4,3,98,71
4,2,88,65,north,4,3,100,73
4,2,89,65,north,4,3,116,86
4,3,0,0,north,4,4,1,1
4,3,1,1,north,4,4,6,6
4,3,2,2,north,4,4,10,9
4,3,6,6,north,4,4,15,13
4,3,10,9,north,4,4,17,15
4,3,17,15,north,4,4,38,29
4,3,18,15,north,4,4,31,22
4,3,27,20,north,4,4,48,38
4,3,48,38,north,4,4,60,47
4,3,62,49,north,4,4,81,60
4,3,63,50,north,4,4,70,53
4,3,70,53,north,4,4,92,68
4,3,71,53,north,4,4,93,68
4,3,75,55,north,4,4,85,62
4,3,87,64,north,4,4,98,71
4,3,92,68,north,4,4,101,74
4,3,98,71,north,4,4,115,85
4,3,100,73,north,4,4,116,86
4,4,0,0,east,5,4,2,2
4,4,1,1,east,5,4,10,9
4,4,6,6,east,5,4,17,15
4,4,10,9,east,5,4,21,16
4,4,15,13,east,5,4,31,22
4,4,17,15,east,5,4,27,20
4,4,31,22,east,5,4,50,38
4,4,38,29,east,5,4,60,47
4,4,48,38,east,5,4,71,53
4,4,60,47,east,5,4,70,53
4,4,70,53,east,5,4,82,61
4,4,81,60,east,5,4,97,70
4,4,85,62,east,5,4,98,71
4,4,92,68,east,5,4,109,81
4,4,93,68,east,5,4,103,76
4,4,98,71,east,5,4,122,92
4,4,101,74,east,5,4,118,88
4,5,0,0,east,5,5,2,2
4,5,1,1,east,5,5,10,9
4,5,2,2,east,5,5,7,7
4,5,6,6,east,5,5,17,15
4,5,10,9,east,5,5,21,16
4,5,15,13,east,5,5,31,22
4,5,17,15,east,5,5,27,20
4,5,21,16,east,5,5,34,25
4,5,27,20,east,5,5,48,38
4,5,34,25,east,5,5,53,40
4,5,48,38,east,5,5,63,50
4,5,50,38,east,5,5,72,53
4,5,60,47,east,5,5,70,53
4,5,63,50,east,5,5,74,54
4,5,70,53,east,5,5,92,68
4,5,72,53,east,5,5,82,61
4,5,73,53,east,5,5,84,61
4,5,82,61,east,5,5,103,76
4,6,0,0,south,4,5,1,1
4,6,1,1,south,4,5,6,6
4,6,2,2,south,4,5,10,9
4,6,6,6,south,4,5,15,13
4,6,7,7,south,4,5,21,16
4,6,10,9,south,4,5,17,15
4,6,21,16,south,4,5,27,20
4,6,23,17,south,4,5,34,25
4,6,27,20,south,4,5,50,38
4,6,34,25,south,4,5,48,38
4,6,40,31,south,4,5,63,50
4,6,48,38,south,4,5,72,53
4,6,50,38,south,4,5,60,47
4,6,63,50,south,4,5,82,61
4,6,64,50,south,4,5,70,53
4,6,66,50,south,4,5,73,53
4,7,0,0,south,4,6,1,1
4,7,1,1,south,4,6,6,6
4,8,0,0,south,4,7,1,1
5,0,0,0,west,4,0,2,2
5,0,2,2,west,4,0,5,5
5,0,5,5,west,4,0,24,18
5,0,21,16,west,4,0,35,26
5,0,24,18,west,4,0,29,21
5,0,25,18,west,4,0,30,21
5,2,0,0,east,6,2,2,2
5,4,0,0,east,6,4,2,2
5,4,1,1,east,6,4,10,9
5,4,2,2,east,6,4,7,7
5,4,6,6,east,6,4,17,15
5,4,10,9,east,6,4,21,16
5,4,17,15,east,6,4,27,20
5,4,21,16,east,6,4,34,25
5,4,27,20,east,6,4,48,38
5,4,31,22,east,6,4,50,38
5,4,46,36,east,6,4,60,47
5,4,48,38,east,6,4,63,50
5,4,50,38,east,6,4,72,53
5,4,60,47,east,6,4,70,53
5,4,63,50,east,6,4,86,63
5,4,70,53,east,6,4,82,61
5,4,71,53,east,6,4,84,61
5,4,80,59,east,6,4,92,68
5,4,82,61,east,6,4,103,76
5,4,83,61,east,6,4,104,76
5,4,92,68,east,6,4,114,84
5,4,93,68,east,6,4,109,81
5,4,95,68,east,6,4,110,81
5,4,97,70,east,6,4,113,83
5,4,98,71,east,6,4,122,92
5,4,103,76,east,6,4,120,90
5,4,109,81,east,6,4,120,90
5,5,0,0,south,5,4,1,1
5,5,1,1,south,5,4,6,6
5,5,2,2,south,5,4,10,9
5,5,7,7,south,5,4,21,16
5,5,10,9,south,5,4,17,15
5,5,17,15,south,5,4,31,22
5,5,21,16,south,5,4,27,20
5,5,27,20,south,5,4,50,38
5,5,31,22,south,5,4,46,36
5,5,34,25,south,5,4,48,38
5,5,48,38,south,5,4,71,53
5,5,53,40,south,5,4,63,50
5,5,63,50,south,5,4,83,61
5,5,70,53,south,5,4,95,68
5,5,72,53,south,5,4,80,59
5,5,74,54,south,5,4,92,68
5,5,82,61,south,5,4,93,68
