xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,3,2
0,0,1,1,east,1,0,5,3
0,1,0,0,south,0,0,1,1
0,6,0,0,north,0,7,1,1
0,7,0,0,east,1,7,3,2
0,7,1,1,east,1,7,8,5
1,0,0,0,east,2,0,3,2
1,0,1,1,east,2,0,10,6
1,0,3,2,east,2,0,6,4
1,0,5,3,east,2,0,13,8
1,0,8,5,east,2,0,19,12
1,0,18,11,east,2,0,35,20
1,1,0,0,south,1,0,1,1
1,1,1,1,south,1,0,8,5
1,1,8,5,south,1,0,18,11
1,2,0,0,south,1,1,1,1
1,2,1,1,south,1,1,8,5
1,3,0,0,south,1,2,1,1
1,7,0,0,east,2,7,3,2
1,7,3,2,east,2,7,10,6
1,7,8,5,east,2,7,13,8
1,8,0,0,east,2,8,3,2
1,8,1,1,east,2,8,10,6
1,9,0,0,south,1,8,1,1
2,0,0,0,east,3,0,3,2
2,0,3,2,east,3,0,6,4
2,0,6,4,east,3,0,16,9
2,0,10,6,east,3,0,22,13
2,0,13,8,east,3,0,21,13
2,0,19,12,east,3,0,29,17
2,0,35,20,east,3,0,58,36
2,2,0,0,east,3,2,3,2
2,2,1,1,east,3,2,13,8
2,3,0,0,south,2,2,1,1
2,5,0,0,north,2,6,1,1
2,6,0,0,north,2,7,1,1
2,6,1,1,north,2,7,8,5
2,6,3,2,north,2,7,14,8
2,7,0,0,north,2,8,1,1
2,7,1,1,north,2,8,8,5
2,7,3,2,north,2,8,14,8
2,7,8,5,north,2,8,18,11
2,7,10,6,north,2,8,13,8
2,7,13,8,north,2,8,19,12
2,7,14,8,north,2,8,20,12
2,8,0,0,east,3,8,3,2
2,8,1,1,east,3,8,13,8
2,8,2,1,east,3,8,11,6
2,8,3,2,east,3,8,10,6
2,8,8,5,east,3,8,19,12
2,8,10,6,east,3,8,17,10
2,8,13,8,east,3,8,21,13
2,8,14,8,east,3,8,23,13
2,8,18,11,east,3,8,35,20
2,8,19,12,east,3,8,58,36
2,8,20,12,east,3,8,29,17
2,9,0,0,south,2,8,2,1
3,0,0,0,east,4,0,3,2
3,0,1,1,east,4,0,10,6
3,0,3,2,east,4,0,6,4
3,0,6,4,east,4,0,26,14
3,0,16,9,east,4,0,25,14
3,0,21,13,east,4,0,37,21
3,0,22,13,east,4,0,38,21
3,0,29,17,east,4,0,44,26
3,0,58,36,east,4,0,75,50
3,1,0,0,south,3,0,1,1
3,2,0,0,east,4,2,3,2
3,2,3,2,east,4,2,10,6
3,2,13,8,east,4,2,21,13
3,5,0,0,east,4,5,3,2
3,6,0,0,west,2,6,3,2
3,7,0,0,north,3,8,1,1
3,8,0,0,east,4,8,3,2
3,8,1,1,east,4,8,13,8
3,8,3,2,east,4,8,10,6
3,8,10,6,east,4,8,27,15
3,8,11,6,east,4,8,17,10
3,8,13,8,east,4,8,21,13
3,8,17,10,east,4,8,40,22
3,8,19,12,east,4,8,29,17
3,8,21,13,east,4,8,45,27
3,8,23,13,east,4,8,39,22
3,8,29,17,east,4,8,59,36
3,8,35,20,east,4,8,58,36
3,8,58,36,east,4,8,76,51
4,0,0,0,east,5,0,3,2
4,0,3,2,east,5,0,6,4
4,0,6,4,east,5,0,25,14
4,0,10,6,east,5,0,21,13
4,0,25,14,east,5,0,32,18
4,0,26,14,east,5,0,33,18
4,0,37,21,east,5,0,47,28
4,0,38,21,east,5,0,48,28
4,0,44,26,east,5,0,61,37
4,0,75,50,east,5,0,84,55
4,2,0,0,east,5,2,3,2
4,2,1,1,east,5,2,13,8
4,2,3,2,east,5,2,10,6
4,2,10,6,east,5,2,27,15
4,2,21,13,east,5,2,39,22
4,3,0,0,south,4,2,1,1
4,4,0,0,east,5,4,3,2
4,4,1,1,east,5,4,13,8
4,4,13,8,east,5,4,21,13
4,5,0,0,south,4,4,1,1
4,5,3,2,south,4,4,13,8
4,8,0,0,north,4,9,1,1
4,8,3,2,north,4,9,13,8
4,8,10,6,north,4,9,21,13
4,8,13,8,north,4,9,19,12
4,8,17,10,north,4,9,30,17
4,8,21,13,north,4,9,29,17
4,8,27,15,north,4,9,39,22
4,8,29,17,north,4,9,59,36
4,8,39,22,north,4,9,58,36
4,8,40,22,north,4,9,45,27
4,8,45,27,north,4,9,76,51
4,8,58,36,north,4,9,74,49
4,8,59,36,north,4,9,81,54
4,8,76,51,north,4,9,80,54
4,9,0,0,east,5,9,3,2
4,9,1,1,east,5,9,10,6
