xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,0,1,1,east,1,0,5,4
0,1,0,0,south,0,0,1,1
0,3,0,0,east,1,3,2,2
0,3,1,1,east,1,3,8,6
0,4,0,0,south,0,3,1,1
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,10,7
1,0,2,2,east,2,0,6,5
1,0,5,4,east,2,0,13,9
1,0,8,6,east,2,0,19,14
1,0,17,12,east,2,0,32,20
1,0,19,14,east,2,0,28,18
1,0,28,18,east,2,0,46,30
1,0,32,20,east,2,0,42,27
1,0,39,25,east,2,0,57,38
1,1,0,0,south,1,0,1,1
1,1,1,1,south,1,0,8,6
1,1,8,6,south,1,0,17,12
1,1,12,8,south,1,0,32,20
1,1,13,9,south,1,0,19,14
1,1,21,15,south,1,0,28,18
1,1,32,20,south,1,0,39,25
1,2,0,0,south,1,1,1,1
1,2,1,1,south,1,1,8,6
1,2,2,2,south,1,1,13,9
1,2,8,6,south,1,1,12,8
1,2,10,7,south,1,1,21,15
1,2,12,8,south,1,1,32,20
1,3,0,0,south,1,2,1,1
1,3,2,2,south,1,2,8,6
1,3,8,6,south,1,2,12,8
2,0,0,0,east,3,0,2,2
2,0,1,1,east,3,0,10,7
2,0,2,2,east,3,0,6,5
2,0,6,5,east,3,0,15,10
2,0,10,7,east,3,0,22,15
2,0,13,9,east,3,0,21,15
2,0,19,14,east,3,0,28,18
2,0,28,18,east,3,0,46,30
2,0,32,20,east,3,0,61,40
2,0,42,27,east,3,0,60,40
2,0,46,30,east,3,0,74,50
2,0,57,38,east,3,0,70,48
2,1,0,0,south,2,0,1,1
2,2,0,0,west,1,2,2,2
2,2,2,2,west,1,2,10,7
3,0,0,0,east,4,0,2,2
3,0,2,2,east,4,0,6,5
3,0,6,5,east,4,0,26,16
3,0,10,7,east,4,0,21,15
3,0,15,10,east,4,0,25,16
3,0,21,15,east,4,0,35,22
3,0,22,15,east,4,0,36,22
3,0,28,18,east,4,0,45,29
3,0,46,30,east,4,0,63,41
3,0,60,40,east,4,0,72,49
3,0,61,40,east,4,0,73,49
3,0,70,48,east,4,0,89,62
3,0,74,50,east,4,0,92,65
3,2,0,0,west,2,2,2,2
3,7,0,0,east,4,7,2,2
4,0,0,0,east,5,0,2,2
4,0,1,1,east,5,0,10,7
4,0,2,2,east,5,0,6,5
4,0,6,5,east,5,0,25,16
4,0,21,15,east,5,0,35,22
4,0,25,16,east,5,0,30,19
4,0,26,16,east,5,0,31,19
4,0,35,22,east,5,0,49,32
4,0,36,22,east,5,0,50,32
4,0,45,29,east,5,0,63,41
4,0,63,41,east,5,0,92,65
4,0,72,49,east,5,0,90,63
4,0,73,49,east,5,0,82,57
4,0,89,62,east,5,0,111,80
4,0,92,65,east,5,0,107,77
4,1,0,0,south,4,0,1,1
4,5,0,0,north,4,6,1,1
4,6,0,0,north,4,7,1,1
4,6,1,1,north,4,7,8,6
4,7,0,0,east,5,7,2,2
4,7,1,1,east,5,7,13,9
4,7,2,2,east,5,7,10,7
4,7,8,6,east,5,7,19,14
4,8,0,0,east,5,8,2,2
5,0,0,0,east,6,0,2,2
5,0,1,1,east,6,0,10,7
5,0,2,2,east,6,0,6,5
5,0,6,5,east,6,0,25,16
5,0,8,6,east,6,0,19,14
5,0,10,7,east,6,0,21,15
5,0,25,16,east,6,0,30,19
5,0,30,19,east,6,0,53,35
5,0,31,19,east,6,0,54,35
5,0,35,22,east,6,0,49,32
5,0,49,32,east,6,0,69,47
5,0,50,32,east,6,0,65,43
5,0,63,41,east,6,0,83,58
5,0,82,57,east,6,0,92,65
5,0,90,63,east,6,0,117,85
5,0,92,65,east,6,0,107,77
5,0,107,77,east,6,0,118,86
5,0,111,80,east,6,0,124,92
5,1,0,0,south,5,0,1,1
5,1,1,1,south,5,0,8,6
5,2,0,0,south,5,1,1,1
5,7,0,0,north,5,8,1,1
5,7,2,2,north,5,8,13,9
5,7,10,7,north,5,8,21,15
5,7,13,9,north,5,8,19,14
5,7,19,14,north,5,8,32,20
5,8,0,0,east,6,8,2,2
5,8,1,1,east,6,8,13,9
5,8,2,2,east,6,8,10,7
5,8,13,9,east,6,8,21,15
5,8,19,14,east,6,8,28,18
5,8,21,15,east,6,8,37,23
5,8,32,20,east,6,8,60,40
6,0,0,0,east,7,0,2,2
6,0,2,2,east,7,0,6,5
6,0,6,5,east,7,0,25,16
6,0,10,7,east,7,0,21,15
