xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,3,2
0,0,1,1,east,1,0,5,4
0,0,4,3,east,1,0,13,8
0,0,23,13,east,1,0,22,12
0,0,24,14,east,1,0,24,14
0,0,36,19,east,1,0,36,19
0,0,37,20,east,1,0,37,20
0,0,43,23,east,1,0,41,22
0,0,48,26,east,1,0,66,37
0,0,65,36,east,1,0,78,46
0,1,0,0,south,0,0,1,1
0,1,1,1,south,0,0,4,3
0,1,4,3,south,0,0,23,13
0,1,7,6,south,0,0,24,14
0,1,23,13,south,0,0,36,19
0,1,24,14,south,0,0,43,23
0,1,28,15,south,0,0,37,20
0,1,36,19,south,0,0,48,26
0,1,48,26,south,0,0,65,36
0,2,0,0,south,0,1,1,1
0,2,1,1,south,0,1,4,3
0,2,3,2,south,0,1,7,6
0,2,4,3,south,0,1,23,13
0,2,7,6,south,0,1,24,14
0,2,9,7,south,0,1,28,15
0,2,23,13,south,0,1,36,19
0,2,36,19,south,0,1,48,26
0,3,0,0,south,0,2,1,1
0,3,1,1,south,0,2,4,3
0,3,3,2,south,0,2,7,6
0,3,4,3,south,0,2,23,13
0,3,23,13,south,0,2,36,19
0,4,0,0,south,0,3,1,1
0,4,1,1,south,0,3,4,3
0,4,4,3,south,0,3,23,13
0,5,0,0,south,0,4,1,1
0,5,1,1,south,0,4,4,3
0,6,0,0,south,0,5,1,1
0,8,0,0,east,1,8,3,2
1,0,0,0,east,2,0,3,2
1,0,1,1,east,2,0,9,7
1,0,3,2,east,2,0,6,5
1,0,5,4,east,2,0,14,9
1,0,13,8,east,2,0,24,14
1,0,22,12,east,2,0,41,22
1,0,24,14,east,2,0,37,20
1,0,36,19,east,2,0,67,38
1,0,37,20,east,2,0,72,40
1,0,41,22,east,2,0,71,40
1,0,66,37,east,2,0,80,48
1,0,78,46,east,2,0,92,58
1,1,0,0,south,1,0,1,1
1,2,0,0,west,0,2,3,2
1,2,3,2,west,0,2,9,7
1,3,0,0,west,0,3,3,2
1,4,0,0,east,2,4,3,2
1,7,0,0,east,2,7,3,2
1,7,1,1,east,2,7,15,9
1,7,7,6,east,2,7,14,9
1,7,8,6,east,2,7,16,9
1,8,0,0,south,1,7,1,1
1,8,1,1,south,1,7,8,6
1,8,3,2,south,1,7,7,6
1,9,0,0,south,1,8,1,1
2,0,0,0,east,3,0,3,2
2,0,1,1,east,3,0,9,7
2,0,3,2,east,3,0,6,5
2,0,6,5,east,3,0,20,10
2,0,9,7,east,3,0,29,15
2,0,14,9,east,3,0,28,15
2,0,24,14,east,3,0,37,20
2,0,37,20,east,3,0,58,31
2,0,41,22,east,3,0,71,40
2,0,67,38,east,3,0,87,55
2,0,71,40,east,3,0,91,57
2,0,72,40,east,3,0,103,64
2,0,80,48,east,3,0,93,59
2,0,92,58,east,3,0,135,86
2,1,0,0,south,2,0,1,1
2,2,0,0,west,1,2,3,2
2,4,0,0,east,3,4,3,2
2,4,3,2,east,3,4,9,7
2,5,0,0,east,3,5,3,2
2,5,1,1,east,3,5,14,9
2,5,7,6,east,3,5,24,14
2,5,22,12,east,3,5,41,22
2,5,24,14,east,3,5,37,20
2,5,41,22,east,3,5,71,40
2,5,52,29,east,3,5,87,55
2,5,53,29,east,3,5,88,55
2,6,0,0,south,2,5,1,1
2,6,1,1,south,2,5,7,6
2,6,7,6,south,2,5,22,12
2,6,14,9,south,2,5,24,14
2,6,24,14,south,2,5,41,22
2,6,25,14,south,2,5,53,29
2,6,37,20,south,2,5,52,29
2,7,0,0,south,2,6,1,1
2,7,1,1,south,2,6,7,6
2,7,3,2,south,2,6,14,9
2,7,14,9,south,2,6,37,20
2,7,15,9,south,2,6,24,14
2,7,16,9,south,2,6,25,14
2,8,0,0,south,2,7,1,1
3,0,0,0,east,4,0,3,2
3,0,3,2,east,4,0,6,5
3,0,6,5,east,4,0,33,16
3,0,9,7,east,4,0,28,15
3,0,20,10,east,4,0,32,16
3,0,28,15,east,4,0,44,24
3,0,29,15,east,4,0,45,24
3,0,37,20,east,4,0,58,31
3,0,58,31,east,4,0,103,64
3,0,71,40,east,4,0,91,57
3,0,87,55,east,4,0,97,61
3,0,91,57,east,4,0,115,73
3,0,93,59,east,4,0,122,78
3,0,103,64,east,4,0,117,75
3,0,135,86,east,4,0,147,95
3,3,0,0,north,3,4,1,1
3,4,0,0,north,3,5,1,1
3,4,1,1,north,3,5,7,6
3,4,3,2,north,3,5,14,9
3,4,9,7,north,3,5,28,15
3,5,0,0,east,4,5,3,2
3,5,1,1,east,4,5,14,9
3,5,3,2,east,4,5,9,7
3,5,7,6,east,4,5,24,14
3,5,14,9,east,4,5,28,15
3,5,24,14,east,4,5,37,20
3,5,28,15,east,4,5,46,25
3,5,37,20,east,4,5,71,40
3,5,41,22,east,4,5,72,40
3,5,71,40,east,4,5,97,61
3,5,87,55,east,4,5,98,61
3,5,88,55,east,4,5,99,61
3,6,0,0,south,3,5,1,1
3,9,0,0,east,4,9,3,2
4,0,0,0,east,5,0,3,2
4,0,1,1,east,5,0,9,7
4,0,3,2,east,5,0,6,5
4,0,6,5,east,5,0,32,16
4,0,7,6,east,5,0,24,14
4,0,28,15,east,5,0,44,24
4,0,32,16,east,5,0,39,21
4,0,33,16,east,5,0,40,21
4,0,44,24,east,5,0,59,32
4,0,45,24,east,5,0,60,32
4,0,58,31,east,5,0,81,49
4,0,91,57,east,5,0,103,64
4,0,97,61,east,5,0,125,80
4,0,103,64,east,5,0,116,74
4,0,115,73,east,5,0,132,83
4,0,117,75,east,5,0,136,87
4,0,122,78,east,5,0,139,90
4,1,0,0,south,4,0,1,1
4,1,1,1,south,4,0,7,6
4,2,0,0,south,4,1,1,1
4,3,0,0,north,4,4,1,1
4,3,3,2,north,4,4,14,9
4,4,0,0,north,4,5,1,1
4,4,1,1,north,4,5,7,6
4,4,14,9,north,4,5,24,14
4,5,0,0,east,5,5,3,2
4,5,1,1,east,5,5,14,9
4,5,3,2,east,5,5,9,7
4,5,7,6,east,5,5,24,14
4,5,9,7,east,5,5,34,17
4,5,14,9,east,5,5,28,15
4,5,24,14,east,5,5,37,20
4,5,28,15,east,5,5,46,25
4,5,37,20,east,5,5,71,40
4,5,46,25,east,5,5,74,42
4,5,71,40,east,5,5,91,57
4,5,72,40,east,5,5,97,61
4,5,97,61,east,5,5,115,73
4,5,98,61,east,5,5,125,80
4,5,99,61,east,5,5,126,80
4,7,0,0,east,5,7,3,2
4,8,0,0,north,4,9,1,1
4,9,0,0,east,5,9,3,2
4,9,1,1,east,5,9,9,7
4,9,3,2,east,5,9,6,5
5,0,0,0,east,6,0,3,2
5,0,3,2,east,6,0,6,5
5,0,6,5,east,6,0,32,16
5,0,9,7,east,6,0,28,15
5,0,24,14,east,6,0,37,20
5,0,32,16,east,6,0,39,21
5,0,39,21,east,6,0,63,35
5,0,40,21,east,6,0,64,35
5,0,44,24,east,6,0,59,32
5,0,59,32,east,6,0,84,52
5,0,60,32,east,6,0,75,43
5,0,81,49,east,6,0,116,74
5,0,103,64,east,6,0,131,82
5,0,116,74,east,6,0,136,87
5,0,125,80,east,6,0,144,93
5,0,132,83,east,6,0,149,97
5,0,136,87,east,6,0,151,99
5,1,0,0,east,6,1,3,2
5,3,0,0,west,4,3,3,2
5,5,0,0,east,6,5,3,2
5,5,3,2,east,6,5,9,7
5,5,9,7,east,6,5,34,17
5,5,14,9,east,6,5,28,15
5,5,24,14,east,6,5,37,20
5,5,28,15,east,6,5,46,25
5,5,34,17,east,6,5,61,33
5,5,37,20,east,6,5,71,40
5,5,46,25,east,6,5,74,42
5,5,71,40,east,6,5,91,57
5,5,74,42,east,6,5,82,50
5,5,91,57,east,6,5,117,75
5,5,97,61,east,6,5,115,73
5,5,115,73,east,6,5,144,93
5,5,125,80,east,6,5,159,107
5,5,126,80,east,6,5,145,93
5,6,0,0,east,6,6,3,2
5,6,1,1,east,6,6,14,9
5,6,14,9,east,6,6,28,15
5,7,0,0,south,5,6,1,1
5,7,3,2,south,5,6,14,9
5,9,0,0,east,6,9,3,2
5,9,3,2,east,6,9,6,5
5,9,6,5,east,6,9,35,18
5,9,9,7,east,6,9,28,15
6,0,0,0,north,6,1,1,1
6,0,3,2,north,6,1,9,7
6,0,6,5,north,6,1,21,11
6,0,28,15,north,6,1,28,15
6,0,32,16,north,6,1,32,16
6,0,37,20,north,6,1,58,31
6,0,39,21,north,6,1,39,21
6,0,59,32,north,6,1,73,41
6,0,63,35,north,6,1,84,52
6,0,64,35,north,6,1,75,43
6,0,75,43,north,6,1,105,65
6,0,84,52,north,6,1,104,65
6,0,116,74,north,6,1,116,74
6,0,131,82,north,6,1,131,82
6,0,136,87,north,6,1,149,97
6,1,0,0,east,7,1,3,2
6,1,1,1,east,7,1,10,7
6,1,3,2,east,7,1,9,7
6,1,9,7,east,7,1,21,11
6,1,21,11,east,7,1,34,17
6,1,28,15,east,7,1,58,31
6,1,32,16,east,7,1,59,32
6,1,39,21,east,7,1,75,43
6,1,58,31,east,7,1,91,57
6,1,73,41,east,7,1,104,65
6,1,75,43,east,7,1,84,52
6,1,84,52,east,7,1,107,67
6,1,104,65,east,7,1,119,76
6,1,105,65,east,7,1,120,76
6,1,116,74,east,7,1,149,97
6,2,0,0,east,7,2,3,2
6,4,0,0,north,6,5,1,1
6,5,0,0,east,7,5,3,2
