xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,0,1,1,east,1,0,4,4
0,1,0,0,south,0,0,1,1
0,4,0,0,north,0,5,1,1
0,5,0,0,north,0,6,1,1
0,5,1,1,north,0,6,3,3
0,6,0,0,east,1,6,2,2
0,6,1,1,east,1,6,6,6
0,6,3,3,east,1,6,8,8
1,0,0,0,east,2,0,2,2
1,0,2,2,east,2,0,5,5
1,0,4,4,east,2,0,10,10
1,5,0,0,north,1,6,1,1
1,6,0,0,east,2,6,2,2
1,6,1,1,east,2,6,11,10
1,6,2,2,east,2,6,7,7
1,6,6,6,east,2,6,10,10
1,6,8,8,east,2,6,17,15
1,7,0,0,east,2,7,2,2
1,9,0,0,east,2,9,2,2
2,0,0,0,east,3,0,2,2
2,0,1,1,east,3,0,7,7
2,0,2,2,east,3,0,5,5
2,0,5,5,east,3,0,13,11
2,0,10,10,east,3,0,19,16
2,1,0,0,south,2,0,1,1
2,2,0,0,east,3,2,2,2
2,5,0,0,north,2,6,1,1
2,5,2,2,north,2,6,11,10
2,5,10,10,north,2,6,18,15
2,5,17,15,north,2,6,29,24
2,5,25,21,north,2,6,53,46
2,6,0,0,north,2,7,1,1
2,6,1,1,north,2,7,6,6
2,6,2,2,north,2,7,12,10
2,6,7,7,north,2,7,10,10
2,6,10,10,north,2,7,17,15
2,6,11,10,north,2,7,18,15
2,6,17,15,north,2,7,36,31
2,6,18,15,north,2,7,29,24
2,6,29,24,north,2,7,50,44
2,6,53,46,north,2,7,65,58
2,7,0,0,north,2,8,1,1
2,7,1,1,north,2,8,6,6
2,7,2,2,north,2,8,10,10
2,7,6,6,north,2,8,15,13
2,7,10,10,north,2,8,25,21
2,7,12,10,north,2,8,17,15
2,7,17,15,north,2,8,36,31
2,7,18,15,north,2,8,29,24
2,7,29,24,north,2,8,51,44
2,7,36,31,north,2,8,50,44
2,7,50,44,north,2,8,60,53
2,7,65,58,north,2,8,86,75
2,8,0,0,north,2,9,1,1
2,8,1,1,north,2,9,6,6
2,8,6,6,north,2,9,15,13
2,8,10,10,north,2,9,17,15
2,8,15,13,north,2,9,34,29
2,8,17,15,north,2,9,29,24
2,8,25,21,north,2,9,36,31
2,8,29,24,north,2,9,51,44
2,8,36,31,north,2,9,50,44
2,8,50,44,north,2,9,73,64
2,8,51,44,north,2,9,60,53
2,8,60,53,north,2,9,86,75
2,8,86,75,north,2,9,117,104
2,9,0,0,east,3,9,2,2
2,9,1,1,east,3,9,7,7
2,9,2,2,east,3,9,5,5
2,9,6,6,east,3,9,17,15
2,9,15,13,east,3,9,29,24
2,9,17,15,east,3,9,25,21
2,9,29,24,east,3,9,53,46
2,9,34,29,east,3,9,50,44
2,9,36,31,east,3,9,65,58
2,9,50,44,east,3,9,75,66
2,9,51,44,east,3,9,66,58
2,9,60,53,east,3,9,76,66
2,9,73,64,east,3,9,97,86
2,9,86,75,east,3,9,117,104
2,9,117,104,east,3,9,126,113
3,0,0,0,east,4,0,2,2
3,0,1,1,east,4,0,7,7
3,0,2,2,east,4,0,5,5
3,0,5,5,east,4,0,21,17
3,0,6,6,east,4,0,17,15
3,0,7,7,east,4,0,19,16
3,0,13,11,east,4,0,20,17
3,0,17,15,east,4,0,25,21
3,0,19,16,east,4,0,31,26
3,1,0,0,south,3,0,1,1
3,1,1,1,south,3,0,6,6
3,1,10,10,south,3,0,17,15
3,2,0,0,south,3,1,1,1
3,2,2,2,south,3,1,10,10
3,3,0,0,north,3,4,1,1
3,3,2,2,north,3,4,10,10
3,4,0,0,north,3,5,1,1
3,4,1,1,north,3,5,6,6
3,4,10,10,north,3,5,17,15
3,5,0,0,west,2,5,2,2
3,5,1,1,west,2,5,10,10
3,5,6,6,west,2,5,17,15
3,5,17,15,west,2,5,25,21
3,9,0,0,east,4,9,2,2
3,9,2,2,east,4,9,5,5
3,9,5,5,east,4,9,23,19
3,9,7,7,east,4,9,19,16
3,9,17,15,east,4,9,25,21
3,9,25,21,east,4,9,39,34
3,9,29,24,east,4,9,53,46
3,9,50,44,east,4,9,65,58
3,9,53,46,east,4,9,69,60
3,9,65,58,east,4,9,78,68
3,9,66,58,east,4,9,79,68
3,9,75,66,east,4,9,88,77
3,9,76,66,east,4,9,112,99
3,9,97,86,east,4,9,111,99
3,9,117,104,east,4,9,126,113
3,9,126,113,east,4,9,133,120
4,0,0,0,east,5,0,2,2
4,0,1,1,east,5,0,7,7
4,0,2,2,east,5,0,5,5
4,0,5,5,east,5,0,20,17
4,0,7,7,east,5,0,19,16
4,0,17,15,east,5,0,25,21
4,0,19,16,east,5,0,31,26
4,0,20,17,east,5,0,26,22
4,0,21,17,east,5,0,27,22
4,0,25,21,east,5,0,39,34
4,0,31,26,east,5,0,41,36
4,1,0,0,south,4,0,1,1
4,2,0,0,west,3,2,2,2
4,3,0,0,west,3,3,2,2
4,7,0,0,north,4,8,1,1
4,8,0,0,north,4,9,1,1
4,8,1,1,north,4,9,6,6
4,9,0,0,east,5,9,2,2
4,9,1,1,east,5,9,7,7
4,9,2,2,east,5,9,5,5
4,9,5,5,east,5,9,23,19
4,9,6,6,east,5,9,17,15
4,9,19,16,east,5,9,33,28
4,9,23,19,east,5,9,28,23
4,9,25,21,east,5,9,40,35
4,9,39,34,east,5,9,56,49
4,9,53,46,east,5,9,70,61
4,9,65,58,east,5,9,80,69
4,9,69,60,east,5,9,82,71
4,9,78,68,east,5,9,90,79
4,9,79,68,east,5,9,100,89
4,9,88,77,east,5,9,114,101
4,9,111,99,east,5,9,127,114
4,9,112,99,east,5,9,128,115
4,9,126,113,east,5,9,134,121
5,0,0,0,east,6,0,2,2
5,0,2,2,east,6,0,5,5
5,0,5,5,east,6,0,20,17
5,0,7,7,east,6,0,19,16
5,0,19,16,east,6,0,31,26
5,0,20,17,east,6,0,26,22
5,0,25,21,east,6,0,38,33
5,0,26,22,east,6,0,43,38
5,0,27,22,east,6,0,44,38
5,0,31,26,east,6,0,41,36
5,0,39,34,east,6,0,54,47
5,0,41,36,east,6,0,63,56
5,4,0,0,east,6,4,2,2
5,5,0,0,east,6,5,2,2
5,7,0,0,east,6,7,2,2
5,9,0,0,east,6,9,2,2
5,9,2,2,east,6,9,5,5
5,9,5,5,east,6,9,23,19
5,9,7,7,east,6,9,19,16
5,9,17,15,east,6,9,25,21
5,9,23,19,east,6,9,28,23
5,9,28,23,east,6,9,45,39
5,9,33,28,east,6,9,42,37
5,9,40,35,east,6,9,56,49
5,9,56,49,east,6,9,93,82
5,9,70,61,east,6,9,82,71
5,9,80,69,east,6,9,90,79
5,9,82,71,east,6,9,102,91
5,9,90,79,east,6,9,119,106
5,9,100,89,east,6,9,115,102
5,9,114,101,east,6,9,129,116
5,9,128,115,east,6,9,135,122
6,0,0,0,east,7,0,2,2
6,0,2,2,east,7,0,5,5
6,0,5,5,east,7,0,20,17
6,0,19,16,east,7,0,31,26
6,0,20,17,east,7,0,26,22
6,0,26,22,east,7,0,43,38
6,0,31,26,east,7,0,41,36
6,0,38,33,east,7,0,54,47
6,0,41,36,east,7,0,57,50
6,0,43,38,east,7,0,71,62
6,0,44,38,east,7,0,46,40
6,0,54,47,east,7,0,91,80
6,0,63,56,east,7,0,94,83
6,4,0,0,north,6,5,1,1
6,4,2,2,north,6,5,10,10
6,5,0,0,east,7,5,2,2
6,5,1,1,east,7,5,10,10
6,5,2,2,east,7,5,7,7
6,5,10,10,east,7,5,19,16
6,6,0,0,east,7,6,2,2
6,6,1,1,east,7,6,10,10
6,6,10,10,east,7,6,19,16
6,7,0,0,south,6,6,1,1
6,7,2,2,south,6,6,10,10
6,8,0,0,north,6,9,1,1
6,9,0,0,east,7,9,2,2
6,9,1,1,east,7,9,7,7
6,9,2,2,east,7,9,5,5
6,9,5,5,east,7,9,23,19
6,9,19,16,east,7,9,33,28
6,9,23,19,east,7,9,28,23
6,9,25,21,east,7,9,40,35
6,9,28,23,east,7,9,45,39
6,9,42,37,east,7,9,58,51
6,9,45,39,east,7,9,47,41
6,9,56,49,east,7,9,84,73
6,9,82,71,east,7,9,93,82
6,9,90,79,east,7,9,115,102
6,9,93,82,east,7,9,110,98
6,9,102,91,east,7,9,119,106
6,9,115,102,east,7,9,136,123
6,9,119,106,east,7,9,131,118
7,0,0,0,east,8,0,2,2
7,0,2,2,east,8,0,5,5
7,0,5,5,east,8,0,20,17
7,0,20,17,east,8,0,26,22
7,0,26,22,east,8,0,43,38
7,0,31,26,east,8,0,41,36
7,0,41,36,east,8,0,57,50
7,0,43,38,east,8,0,46,40
7,0,46,40,east,8,0,71,62
7,0,54,47,east,8,0,83,72
7,0,57,50,east,8,0,63,56
7,0,71,62,east,8,0,95,84
7,0,91,80,east,8,0,109,97
7,0,94,83,east,8,0,103,92
7,4,0,0,north,7,5,1,1
7,5,0,0,north,7,6,1,1
7,5,1,1,north,7,6,6,6
7,5,2,2,north,7,6,10,10
7,5,7,7,north,7,6,19,16
7,5,10,10,north,7,6,17,15
7,5,19,16,north,7,6,25,21
7,6,0,0,east,8,6,2,2
7,6,1,1,east,8,6,10,10
7,6,2,2,east,8,6,7,7
7,6,6,6,east,8,6,17,15
7,6,10,10,east,8,6,19,16
7,6,17,15,east,8,6,25,21
7,6,19,16,east,8,6,32,27
7,6,25,21,east,8,6,53,46
7,7,0,0,south,7,6,1,1
7,9,0,0,east,8,9,2,2
7,9,2,2,east,8,9,5,5
7,9,5,5,east,8,9,23,19
7,9,7,7,east,8,9,19,16
7,9,23,19,east,8,9,28,23
7,9,28,23,east,8,9,45,39
7,9,33,28,east,8,9,42,37
7,9,40,35,east,8,9,56,49
7,9,45,39,east,8,9,47,41
7,9,47,41,east,8,9,72,63
7,9,58,51,east,8,9,64,57
7,9,84,73,east,8,9,110,98
7,9,93,82,east,8,9,119,106
7,9,110,98,east,8,9,121,108
7,9,115,102,east,8,9,136,123
