xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,north,0,1,1,1
0,0,3,2,north,0,1,5,4
0,1,0,0,north,0,2,1,1
0,1,1,1,north,0,2,4,3
0,1,5,4,north,0,2,12,10
0,2,0,0,north,0,3,1,1
0,2,1,1,north,0,3,4,3
0,2,3,2,north,0,3,7,6
0,2,4,3,north,0,3,10,8
0,2,12,10,north,0,3,20,16
0,3,0,0,north,0,4,1,1
0,3,1,1,north,0,4,4,3
0,3,3,2,north,0,4,7,6
0,3,4,3,north,0,4,17,13
0,3,7,6,north,0,4,20,16
0,3,10,8,north,0,4,16,13
0,3,20,16,north,0,4,36,24
0,4,0,0,north,0,5,1,1
0,4,1,1,north,0,5,4,3
0,4,4,3,north,0,5,16,13
0,4,7,6,north,0,5,20,16
0,4,16,13,north,0,5,31,21
0,4,17,13,north,0,5,32,21
0,4,20,16,north,0,5,36,24
0,4,36,24,north,0,5,48,31
0,5,0,0,north,0,6,1,1
0,5,1,1,north,0,6,4,3
0,5,4,3,north,0,6,16,13
0,5,16,13,north,0,6,31,21
0,5,20,16,north,0,6,36,24
0,5,31,21,north,0,6,46,30
0,5,32,21,north,0,6,47,30
0,5,36,24,north,0,6,48,31
0,5,48,31,north,0,6,75,50
0,6,0,0,north,0,7,1,1
0,6,1,1,north,0,7,4,3
0,6,4,3,north,0,7,16,13
0,6,16,13,north,0,7,31,21
0,6,31,21,north,0,7,46,30
0,6,36,24,north,0,7,48,31
0,6,46,30,north,0,7,81,55
0,6,47,30,north,0,7,60,39
0,6,48,31,north,0,7,61,40
0,6,75,50,north,0,7,100,72
0,7,0,0,east,1,7,3,2
0,7,1,1,east,1,7,7,6
0,7,4,3,east,1,7,11,9
0,7,16,13,east,1,7,16,13
0,7,31,21,east,1,7,31,21
0,7,46,30,east,1,7,61,40
0,7,48,31,east,1,7,65,43
0,7,60,39,east,1,7,75,50
0,7,61,40,east,1,7,89,61
0,7,81,55,east,1,7,88,60
0,7,100,72,east,1,7,100,72
0,9,0,0,east,1,9,3,2
1,0,0,0,west,0,0,3,2
1,2,0,0,west,0,2,3,2
1,3,0,0,west,0,3,3,2
1,6,0,0,north,1,7,1,1
1,7,0,0,east,2,7,3,2
1,7,1,1,east,2,7,13,10
1,7,3,2,east,2,7,8,7
1,7,7,6,east,2,7,12,10
1,7,11,9,east,2,7,20,16
1,7,16,13,east,2,7,36,24
1,7,31,21,east,2,7,65,43
1,7,61,40,east,2,7,89,61
1,7,65,43,east,2,7,91,63
1,7,75,50,east,2,7,101,72
1,7,88,60,east,2,7,100,72
1,7,89,61,east,2,7,102,73
1,7,100,72,east,2,7,135,100
1,8,0,0,east,2,8,3,2
1,8,1,1,east,2,8,9,7
1,8,5,4,east,2,8,8,7
1,9,0,0,south,1,8,1,1
1,9,3,2,south,1,8,5,4
2,0,0,0,east,3,0,3,2
2,1,0,0,north,2,2,1,1
2,2,0,0,north,2,3,1,1
2,2,1,1,north,2,3,7,6
2,3,0,0,north,2,4,1,1
2,3,1,1,north,2,4,7,6
2,3,7,6,north,2,4,18,14
2,4,0,0,east,3,4,3,2
2,4,1,1,east,3,4,12,10
2,4,7,6,east,3,4,20,16
2,4,18,14,east,3,4,37,25
2,5,0,0,north,2,6,1,1
2,6,0,0,north,2,7,1,1
2,6,1,1,north,2,7,7,6
2,7,0,0,north,2,8,1,1
2,7,1,1,north,2,8,7,6
2,7,3,2,north,2,8,13,10
2,7,7,6,north,2,8,18,14
2,7,8,7,north,2,8,12,10
2,7,12,10,north,2,8,20,16
2,7,13,10,north,2,8,21,16
2,7,20,16,north,2,8,52,34
2,7,36,24,north,2,8,65,43
2,7,65,43,north,2,8,89,61
2,7,89,61,north,2,8,100,72
2,7,91,63,north,2,8,102,73
2,7,100,72,north,2,8,144,106
2,7,101,72,north,2,8,115,82
2,7,102,73,north,2,8,124,91
2,8,0,0,east,3,8,3,2
2,8,1,1,east,3,8,12,10
2,8,2,1,east,3,8,9,7
2,8,3,2,east,3,8,8,7
2,8,7,6,east,3,8,20,16
2,8,8,7,east,3,8,23,17
2,8,9,7,east,3,8,14,11
2,8,12,10,east,3,8,22,17
2,8,13,10,east,3,8,24,17
2,8,18,14,east,3,8,37,25
2,8,20,16,east,3,8,69,46
2,8,21,16,east,3,8,34,23
2,8,52,34,east,3,8,82,56
2,8,65,43,east,3,8,91,63
2,8,89,61,east,3,8,102,73
2,8,100,72,east,3,8,124,91
2,8,102,73,east,3,8,116,83
2,8,115,82,east,3,8,146,108
2,8,124,91,east,3,8,146,108
2,9,0,0,south,2,8,2,1
3,0,0,0,east,4,0,3,2
3,0,1,1,east,4,0,8,7
3,0,3,2,east,4,0,6,5
3,1,0,0,south,3,0,1,1
3,4,0,0,east,4,4,3,2
3,4,3,2,east,4,4,8,7
3,4,12,10,east,4,4,22,17
3,4,20,16,east,4,4,34,23
3,4,37,25,east,4,4,69,46
3,5,0,0,east,4,5,3,2
3,7,0,0,north,3,8,1,1
3,8,0,0,east,4,8,3,2
3,8,1,1,east,4,8,12,10
3,8,3,2,east,4,8,8,7
3,8,8,7,east,4,8,27,19
3,8,9,7,east,4,8,14,11
3,8,12,10,east,4,8,22,17
3,8,14,11,east,4,8,43,28
