xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,north,0,1,1,1
0,0,3,2,north,0,1,5,4
0,0,6,5,north,0,1,15,11
0,0,27,19,north,0,1,26,18
0,0,34,23,north,0,1,34,23
0,0,43,28,north,0,1,40,27
0,0,55,38,north,0,1,70,47
0,0,57,39,north,0,1,76,53
0,0,76,53,north,0,1,106,75
0,0,82,57,north,0,1,95,68
0,0,107,76,north,0,1,115,83
0,0,114,82,north,0,1,114,82
0,0,116,84,north,0,1,116,84
0,0,131,97,north,0,1,130,96
0,1,0,0,north,0,2,1,1
0,1,1,1,north,0,2,4,3
0,1,3,2,north,0,2,7,6
0,1,5,4,north,0,2,13,10
0,1,15,11,north,0,2,24,17
0,1,26,18,north,0,2,40,27
0,1,34,23,north,0,2,65,44
0,1,40,27,north,0,2,63,43
0,1,70,47,north,0,2,75,52
0,1,76,53,north,0,2,94,67
0,1,95,68,north,0,2,114,82
0,1,106,75,north,0,2,118,86
0,1,114,82,north,0,2,129,95
0,1,115,83,north,0,2,130,96
0,2,0,0,north,0,3,1,1
0,2,1,1,north,0,3,4,3
0,2,4,3,north,0,3,11,8
0,2,7,6,north,0,3,23,16
0,2,13,10,north,0,3,22,16
0,2,24,17,north,0,3,32,22
0,2,40,27,north,0,3,63,43
0,2,63,43,north,0,3,77,54
0,2,65,44,north,0,3,80,56
0,2,75,52,north,0,3,92,65
0,2,94,67,north,0,3,118,86
0,2,114,82,north,0,3,129,95
0,2,118,86,north,0,3,128,94
0,3,0,0,north,0,4,1,1
0,3,1,1,north,0,4,4,3
0,3,3,2,north,0,4,7,6
0,3,4,3,north,0,4,19,13
0,3,11,8,north,0,4,18,13
0,3,22,16,north,0,4,36,24
0,3,23,16,north,0,4,37,24
0,3,32,22,north,0,4,48,32
0,3,63,43,north,0,4,77,54
0,3,77,54,north,0,4,99,72
0,3,80,56,north,0,4,90,64
0,3,92,65,north,0,4,113,81
0,3,118,86,north,0,4,126,93
0,4,0,0,north,0,5,1,1
0,4,1,1,north,0,5,4,3
0,4,4,3,north,0,5,18,13
0,4,7,6,north,0,5,22,16
0,4,18,13,north,0,5,29,20
0,4,19,13,north,0,5,30,20
0,4,36,24,north,0,5,44,29
0,4,37,24,north,0,5,45,29
0,4,48,32,north,0,5,72,49
0,4,77,54,north,0,5,88,62
0,4,90,64,north,0,5,110,79
0,4,99,72,north,0,5,108,77
0,4,113,81,north,0,5,122,89
0,5,0,0,east,1,5,3,2
0,5,1,1,east,1,5,7,6
0,5,4,3,east,1,5,12,9
0,5,18,13,east,1,5,18,13
0,5,22,16,east,1,5,22,16
0,5,29,20,east,1,5,58,40
0,5,30,20,east,1,5,29,20
0,5,44,29,east,1,5,72,49
0,5,45,29,east,1,5,59,41
0,5,72,49,east,1,5,87,61
0,5,88,62,east,1,5,99,72
0,5,108,77,east,1,5,108,77
0,5,110,79,east,1,5,110,79
0,7,0,0,east,1,7,3,2
0,9,0,0,east,1,9,3,2
1,0,0,0,west,0,0,3,2
1,0,3,2,west,0,0,6,5
1,0,6,5,west,0,0,27,19
1,0,24,17,west,0,0,43,28
1,0,27,19,west,0,0,34,23
1,0,34,23,west,0,0,55,38
1,0,55,38,west,0,0,57,39
1,0,57,39,west,0,0,82,57
1,0,70,47,west,0,0,76,53
1,0,76,53,west,0,0,114,82
1,0,82,57,west,0,0,107,76
1,0,107,76,west,0,0,116,84
1,0,114,82,west,0,0,131,97
1,0,129,95,west,0,0,141,104
1,1,0,0,west,0,1,3,2
1,3,0,0,west,0,3,3,2
1,5,0,0,north,1,6,1,1
1,5,3,2,north,1,6,7,6
1,5,7,6,north,1,6,12,9
1,5,12,9,north,1,6,20,14
1,5,18,13,north,1,6,44,29
1,5,22,16,north,1,6,48,32
1,5,29,20,north,1,6,58,40
1,5,58,40,north,1,6,71,48
1,5,59,41,north,1,6,85,59
1,5,72,49,north,1,6,84,59
1,5,87,61,north,1,6,97,70
1,5,99,72,north,1,6,108,77
1,6,0,0,north,1,7,1,1
1,6,1,1,north,1,7,7,6
1,6,7,6,north,1,7,12,9
1,6,12,9,north,1,7,38,25
1,6,20,14,north,1,7,46,30
1,6,44,29,north,1,7,58,40
1,6,48,32,north,1,7,60,42
1,6,58,40,north,1,7,71,48
1,6,71,48,north,1,7,83,58
1,6,84,59,north,1,7,117,85
1,6,85,59,north,1,7,96,69
1,6,97,70,north,1,7,124,91
1,7,0,0,east,2,7,3,2
1,7,1,1,east,2,7,13,10
1,7,3,2,east,2,7,8,7
1,7,7,6,east,2,7,22,16
1,7,12,9,east,2,7,32,22
1,7,38,25,east,2,7,48,32
1,7,46,30,east,2,7,60,42
1,7,58,40,east,2,7,84,59
1,7,60,42,east,2,7,88,62
1,7,71,48,east,2,7,96,69
1,7,83,58,east,2,7,117,85
1,7,96,69,east,2,7,124,91
1,7,117,85,east,2,7,133,99
1,8,0,0,east,2,8,3,2
1,9,0,0,east,2,9,3,2
1,9,3,2,east,2,9,6,5
2,0,0,0,west,1,0,3,2
2,0,3,2,west,1,0,6,5
2,0,6,5,west,1,0,27,19
2,0,8,7,west,1,0,24,17
2,0,27,19,west,1,0,34,23
2,0,34,23,west,1,0,55,38
2,0,54,37,west,1,0,70,47
