xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,7,5
1,0,2,2,east,2,0,4,3
1,1,0,0,south,1,0,1,1
1,3,0,0,east,2,3,2,2
2,0,0,0,east,3,0,2,2
2,0,2,2,east,3,0,4,3
2,0,4,3,east,3,0,15,8
2,0,7,5,east,3,0,21,12
2,3,0,0,east,3,3,2,2
2,3,1,1,east,3,3,12,7
2,3,2,2,east,3,3,7,5
2,4,0,0,south,2,3,1,1
3,0,0,0,east,4,0,2,2
3,0,1,1,east,4,0,7,5
3,0,2,2,east,4,0,4,3
3,0,4,3,east,4,0,25,13
3,0,5,4,east,4,0,18,11
3,0,15,8,east,4,0,24,13
3,0,17,10,east,4,0,33,19
3,0,21,12,east,4,0,35,20
3,0,33,19,east,4,0,49,32
3,0,38,23,east,4,0,48,31
3,0,48,31,east,4,0,61,40
3,0,49,32,east,4,0,69,46
3,1,0,0,south,3,0,1,1
3,1,1,1,south,3,0,5,4
3,1,5,4,south,3,0,17,10
3,1,17,10,south,3,0,38,23
3,1,18,11,south,3,0,33,19
3,1,28,16,south,3,0,49,32
3,1,33,19,south,3,0,48,31
3,2,0,0,south,3,1,1,1
3,2,1,1,south,3,1,5,4
3,2,5,4,south,3,1,17,10
3,2,12,7,south,3,1,18,11
3,2,18,11,south,3,1,33,19
3,2,21,12,south,3,1,28,16
3,3,0,0,south,3,2,1,1
3,3,1,1,south,3,2,5,4
3,3,2,2,south,3,2,12,7
3,3,7,5,south,3,2,21,12
3,3,12,7,south,3,2,18,11
3,4,0,0,south,3,3,1,1
3,7,0,0,east,4,7,2,2
4,0,0,0,east,5,0,2,2
4,0,1,1,east,5,0,7,5
4,0,2,2,east,5,0,4,3
4,0,4,3,east,5,0,24,13
4,0,5,4,east,5,0,18,11
4,0,7,5,east,5,0,21,12
4,0,17,10,east,5,0,33,19
4,0,18,11,east,5,0,28,16
4,0,24,13,east,5,0,30,17
4,0,25,13,east,5,0,31,17
4,0,33,19,east,5,0,49,32
4,0,35,20,east,5,0,43,27
4,0,48,31,east,5,0,61,40
4,0,49,32,east,5,0,64,42
4,0,61,40,east,5,0,69,46
4,0,69,46,east,5,0,81,54
4,1,0,0,south,4,0,1,1
4,1,1,1,south,4,0,5,4
4,1,5,4,south,4,0,17,10
4,2,0,0,south,4,1,1,1
4,2,1,1,south,4,1,5,4
4,3,0,0,south,4,2,1,1
4,5,0,0,east,5,5,2,2
4,6,0,0,east,5,6,2,2
4,6,1,1,east,5,6,12,7
4,6,12,7,east,5,6,21,12
4,7,0,0,south,4,6,1,1
4,7,2,2,south,4,6,12,7
5,0,0,0,east,6,0,2,2
5,0,2,2,east,6,0,4,3
5,0,4,3,east,6,0,24,13
5,0,7,5,east,6,0,21,12
5,0,18,11,east,6,0,28,16
5,0,21,12,east,6,0,35,20
5,0,24,13,east,6,0,30,17
5,0,28,16,east,6,0,41,25
5,0,30,17,east,6,0,45,29
5,0,31,17,east,6,0,46,29
5,0,33,19,east,6,0,49,32
5,0,43,27,east,6,0,55,35
5,0,49,32,east,6,0,63,41
5,0,61,40,east,6,0,68,45
5,0,64,42,east,6,0,72,47
5,0,69,46,east,6,0,90,60
5,0,81,54,east,6,0,92,62
5,1,0,0,east,6,1,2,2
5,4,0,0,north,5,5,1,1
5,5,0,0,north,5,6,1,1
5,5,1,1,north,5,6,5,4
5,5,2,2,north,5,6,12,7
5,6,0,0,east,6,6,2,2
5,6,1,1,east,6,6,12,7
5,6,2,2,east,6,6,7,5
5,6,5,4,east,6,6,18,11
5,6,12,7,east,6,6,21,12
5,6,21,12,east,6,6,36,21
5,7,0,0,south,5,6,1,1
5,9,0,0,east,6,9,2,2
6,0,0,0,north,6,1,1,1
6,0,2,2,north,6,1,7,5
6,0,4,3,north,6,1,16,9
6,0,21,12,north,6,1,21,12
6,0,24,13,north,6,1,24,13
6,0,28,16,north,6,1,42,26
6,0,30,17,north,6,1,30,17
6,0,35,20,north,6,1,35,20
6,0,41,25,north,6,1,63,41
6,0,45,29,north,6,1,60,39
6,0,46,29,north,6,1,55,35
6,0,49,32,north,6,1,49,32
6,0,55,35,north,6,1,74,49
6,0,63,41,north,6,1,68,45
6,0,68,45,north,6,1,90,60
6,0,72,47,north,6,1,80,53
6,0,90,60,north,6,1,98,67
6,0,92,62,north,6,1,92,62
6,1,0,0,east,7,1,2,2
6,1,1,1,east,7,1,8,5
6,1,2,2,east,7,1,7,5
6,1,7,5,east,7,1,16,9
6,1,16,9,east,7,1,26,14
6,1,21,12,east,7,1,42,26
6,1,24,13,east,7,1,43,27
6,1,30,17,east,7,1,55,35
6,1,35,20,east,7,1,53,33
6,1,42,26,east,7,1,64,42
6,1,49,32,east,7,1,69,46
6,1,55,35,east,7,1,60,39
6,1,60,39,east,7,1,75,50
6,1,63,41,east,7,1,72,47
6,1,68,45,east,7,1,80,53
6,1,74,49,east,7,1,84,57
6,1,80,53,east,7,1,92,62
6,1,90,60,east,7,1,98,67
6,1,92,62,east,7,1,116,82
6,1,98,67,east,7,1,115,81
6,2,0,0,east,7,2,2,2
6,3,0,0,east,7,3,2,2
6,5,0,0,north,6,6,1,1
6,6,0,0,east,7,6,2,2
6,6,1,1,east,7,6,12,7
6,6,2,2,east,7,6,7,5
6,6,7,5,east,7,6,26,14
6,6,12,7,east,7,6,21,12
6,6,18,11,east,7,6,28,16
6,6,21,12,east,7,6,36,21
6,6,36,21,east,7,6,54,34
6,8,0,0,north,6,9,1,1
6,9,0,0,east,7,9,2,2
6,9,1,1,east,7,9,7,5
6,9,2,2,east,7,9,4,3
7,0,0,0,north,7,1,1,1
7,0,2,2,north,7,1,9,5
7,0,4,3,north,7,1,10,5
7,1,0,0,north,7,2,1,1
7,1,1,1,north,7,2,5,4
7,1,2,2,north,7,2,13,7
7,1,7,5,north,7,2,22,12
7,1,8,5,north,7,2,12,7
7,1,9,5,north,7,2,14,7
7,1,10,5,north,7,2,23,12
7,1,16,9,north,7,2,21,12
7,1,26,14,north,7,2,42,26
7,1,42,26,north,7,2,64,42
7,1,43,27,north,7,2,53,33
7,1,53,33,north,7,2,72,47
7,1,55,35,north,7,2,74,49
7,1,60,39,north,7,2,85,57
7,1,64,42,north,7,2,69,46
7,1,69,46,north,7,2,91,61
7,1,72,47,north,7,2,80,53
7,1,75,50,north,7,2,84,57
7,1,80,53,north,7,2,98,67
7,1,84,57,north,7,2,95,65
7,1,92,62,north,7,2,115,81
7,1,98,67,north,7,2,109,75
7,2,0,0,north,7,3,1,1
7,2,1,1,north,7,3,5,4
7,2,2,2,north,7,3,12,7
7,2,5,4,north,7,3,11,6
7,2,12,7,north,7,3,18,11
