xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,north,0,1,1,1
0,1,0,0,east,1,1,2,2
0,1,1,1,east,1,1,6,4
0,2,0,0,east,1,2,2,2
0,4,0,0,east,1,4,2,2
0,6,0,0,east,1,6,2,2
0,8,0,0,east,1,8,2,2
1,0,0,0,north,1,1,1,1
1,0,2,2,north,1,1,12,7
1,0,7,5,north,1,1,20,10
1,0,28,14,north,1,1,28,14
1,0,32,16,north,1,1,32,16
1,0,34,18,north,1,1,34,18
1,0,41,22,north,1,1,41,22
1,0,51,29,north,1,1,62,36
1,0,52,30,north,1,1,64,38
1,1,0,0,north,1,2,1,1
1,1,1,1,north,1,2,11,6
1,1,2,2,north,1,2,10,6
1,1,3,2,north,1,2,18,9
1,1,6,4,north,1,2,9,6
1,1,12,7,north,1,2,17,9
1,1,20,10,north,1,2,28,14
1,1,28,14,north,1,2,48,27
1,1,32,16,north,1,2,41,22
1,1,34,18,north,1,2,62,36
1,1,41,22,north,1,2,74,44
1,1,62,36,north,1,2,83,50
1,1,64,38,north,1,2,84,51
1,2,0,0,north,1,3,1,1
1,2,1,1,north,1,3,10,6
1,2,2,2,north,1,3,9,6
1,2,9,6,north,1,3,24,13
1,2,10,6,north,1,3,15,8
1,2,11,6,north,1,3,16,8
1,2,17,9,north,1,3,25,13
1,2,18,9,north,1,3,26,13
1,2,28,14,north,1,3,48,27
1,2,41,22,north,1,3,74,44
1,2,48,27,north,1,3,57,34
1,2,62,36,north,1,3,83,50
1,2,74,44,north,1,3,80,48
1,2,83,50,north,1,3,91,55
1,2,84,51,north,1,3,94,57
1,3,0,0,north,1,4,1,1
1,3,1,1,north,1,4,9,6
1,3,9,6,north,1,4,15,8
1,3,10,6,north,1,4,22,11
1,3,15,8,north,1,4,36,19
1,3,16,8,north,1,4,37,19
1,3,24,13,north,1,4,35,19
1,3,25,13,north,1,4,46,25
1,3,26,13,north,1,4,38,19
1,3,48,27,north,1,4,57,34
1,3,57,34,north,1,4,75,45
1,3,74,44,north,1,4,80,48
1,3,80,48,north,1,4,102,61
1,3,83,50,north,1,4,91,55
1,3,91,55,north,1,4,111,67
1,3,94,57,north,1,4,105,63
1,4,0,0,north,1,5,1,1
1,4,1,1,north,1,5,10,6
1,4,2,2,north,1,5,9,6
1,4,9,6,north,1,5,22,11
