xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,2,0,0,east,1,2,2,2
0,3,0,0,east,1,3,2,2
0,3,1,1,east,1,3,7,6
0,4,0,0,south,0,3,1,1
1,0,0,0,east,2,0,2,2
1,0,1,1,east,2,0,9,7
1,0,2,2,east,2,0,6,5
1,0,7,6,east,2,0,17,14
1,0,10,8,east,2,0,25,19
1,0,15,12,east,2,0,29,21
1,0,29,21,east,2,0,40,28
1,0,30,21,east,2,0,56,39
1,0,36,26,east,2,0,51,37
1,0,37,26,east,2,0,52,37
1,1,0,0,south,1,0,1,1
1,1,1,1,south,1,0,7,6
1,1,7,6,south,1,0,10,8
1,1,8,6,south,1,0,15,12
1,1,10,8,south,1,0,29,21
1,1,15,12,south,1,0,37,26
1,1,17,14,south,1,0,30,21
1,1,29,21,south,1,0,36,26
1,2,0,0,south,1,1,1,1
1,2,1,1,south,1,1,8,6
1,2,2,2,south,1,1,7,6
1,2,7,6,south,1,1,10,8
1,2,8,6,south,1,1,15,12
1,2,10,8,south,1,1,29,21
1,2,11,9,south,1,1,17,14
1,3,0,0,south,1,2,1,1
1,3,1,1,south,1,2,8,6
1,3,2,2,south,1,2,7,6
1,3,3,2,south,1,2,11,9
1,3,7,6,south,1,2,10,8
1,4,0,0,south,1,3,1,1
1,5,0,0,east,2,5,2,2
1,6,0,0,east,2,6,2,2
2,0,0,0,east,3,0,2,2
2,0,1,1,east,3,0,9,7
2,0,2,2,east,3,0,6,5
2,0,6,5,east,3,0,13,10
2,0,9,7,east,3,0,20,15
2,0,17,14,east,3,0,25,19
2,0,25,19,east,3,0,44,31
2,0,29,21,east,3,0,57,39
2,0,40,28,east,3,0,56,39
2,0,51,37,east,3,0,68,48
2,0,52,37,east,3,0,69,48
2,0,56,39,east,3,0,72,50
2,1,0,0,south,2,0,1,1
2,3,0,0,west,1,3,3,2
2,5,0,0,north,2,6,1,1
2,5,2,2,north,2,6,11,9
2,6,0,0,east,3,6,2,2
2,6,1,1,east,3,6,11,9
2,6,2,2,east,3,6,9,7
2,6,7,6,east,3,6,17,14
2,6,10,8,east,3,6,18,14
2,6,11,9,east,3,6,20,15
2,7,0,0,south,2,6,1,1
2,7,1,1,south,2,6,7,6
2,7,7,6,south,2,6,10,8
2,8,0,0,south,2,7,1,1
2,8,1,1,south,2,7,7,6
2,9,0,0,south,2,8,1,1
3,0,0,0,east,4,0,2,2
3,0,1,1,east,4,0,9,7
3,0,2,2,east,4,0,6,5
3,0,6,5,east,4,0,22,16
3,0,7,6,east,4,0,17,14
3,0,9,7,east,4,0,20,15
3,0,13,10,east,4,0,21,16
3,0,20,15,east,4,0,33,23
3,0,25,19,east,4,0,43,30
3,0,44,31,east,4,0,60,40
3,0,56,39,east,4,0,70,49
3,0,57,39,east,4,0,71,49
3,0,68,48,east,4,0,92,64
3,0,69,48,east,4,0,81,56
3,0,72,50,east,4,0,84,58
3,1,0,0,south,3,0,1,1
3,1,1,1,south,3,0,7,6
3,2,0,0,south,3,1,1,1
3,4,0,0,north,3,5,1,1
3,5,0,0,north,3,6,1,1
3,5,1,1,north,3,6,7,6
3,6,0,0,east,4,6,2,2
3,6,1,1,east,4,6,11,9
3,6,2,2,east,4,6,9,7
3,6,7,6,east,4,6,18,14
3,6,9,7,east,4,6,23,17
3,6,10,8,east,4,6,17,14
3,6,11,9,east,4,6,20,15
3,6,17,14,east,4,6,25,19
3,6,18,14,east,4,6,56,39
3,6,19,14,east,4,6,57,39
3,6,20,15,east,4,6,34,24
3,6,44,31,east,4,6,72,50
3,6,70,49,east,4,6,84,58
