xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,north,0,1,1,1
0,0,3,2,north,0,1,6,4
0,0,7,5,north,0,1,16,11
0,0,27,18,north,0,1,26,17
0,0,34,21,north,0,1,34,21
0,0,52,33,north,0,1,64,41
0,0,54,34,north,0,1,70,47
0,0,75,51,north,0,1,87,60
0,0,99,69,north,0,1,106,75
0,0,107,76,north,0,1,107,76
0,1,0,0,north,0,2,1,1
0,1,1,1,north,0,2,5,3
0,1,3,2,north,0,2,8,6
0,1,6,4,north,0,2,14,10
0,1,10,7,north,0,2,25,16
0,1,16,11,north,0,2,23,16
0,1,26,17,north,0,2,40,24
0,1,34,21,north,0,2,61,39
0,1,64,41,north,0,2,69,46
0,1,70,47,north,0,2,86,59
0,1,87,60,north,0,2,105,74
0,1,106,75,north,0,2,121,88
0,2,0,0,north,0,3,1,1
0,2,1,1,north,0,3,5,3
0,2,3,2,north,0,3,8,6
0,2,5,3,north,0,3,12,8
0,2,8,6,north,0,3,22,15
0,2,10,7,north,0,3,23,16
0,2,14,10,north,0,3,21,15
0,2,23,16,north,0,3,31,20
0,2,25,16,north,0,3,32,20
0,2,26,17,north,0,3,40,24
0,2,40,24,north,0,3,59,38
0,2,61,39,north,0,3,73,50
0,2,69,46,north,0,3,85,58
0,2,86,59,north,0,3,110,79
0,2,105,74,north,0,3,120,87
0,3,0,0,north,0,4,1,1
0,3,1,1,north,0,4,5,3
0,3,3,2,north,0,4,8,6
0,3,5,3,north,0,4,19,13
0,3,8,6,north,0,4,21,15
0,3,10,7,north,0,4,23,16
0,3,12,8,north,0,4,18,13
0,3,21,15,north,0,4,36,22
0,3,22,15,north,0,4,37,22
0,3,23,16,north,0,4,31,20
0,3,26,17,north,0,4,40,24
0,3,31,20,north,0,4,47,29
0,3,32,20,north,0,4,46,28
0,3,40,24,north,0,4,59,38
0,3,59,38,north,0,4,72,49
0,3,73,50,north,0,4,82,57
0,3,85,58,north,0,4,104,73
0,3,110,79,north,0,4,117,85
0,4,0,0,north,0,5,1,1
0,4,1,1,north,0,5,5,3
0,4,5,3,north,0,5,18,13
0,4,8,6,north,0,5,21,15
0,4,18,13,north,0,5,29,19
0,4,19,13,north,0,5,30,19
0,4,21,15,north,0,5,36,22
0,4,23,16,north,0,5,31,20
0,4,31,20,north,0,5,46,28
0,4,36,22,north,0,5,43,26
0,4,37,22,north,0,5,44,26
0,4,40,24,north,0,5,59,38
0,4,46,28,north,0,5,56,36
0,4,47,29,north,0,5,66,43
0,4,59,38,north,0,5,71,48
0,4,72,49,north,0,5,80,55
0,4,82,57,north,0,5,102,72
0,4,104,73,north,0,5,113,81
0,5,0,0,east,1,5,3,2
0,5,1,1,east,1,5,8,6
0,5,5,3,east,1,5,13,9
0,5,18,13,east,1,5,18,13
0,5,21,15,east,1,5,21,15
0,5,29,19,east,1,5,55,35
0,5,30,19,east,1,5,29,19
0,5,31,20,east,1,5,47,29
0,5,36,22,east,1,5,36,22
0,5,43,26,east,1,5,66,43
0,5,44,26,east,1,5,56,36
0,5,46,28,east,1,5,71,48
0,5,56,36,east,1,5,79,54
0,5,59,38,east,1,5,59,38
0,5,66,43,east,1,5,79,54
0,5,71,48,east,1,5,81,56
0,5,80,55,east,1,5,93,65
0,5,102,72,east,1,5,102,72
0,6,0,0,east,1,6,3,2
1,0,0,0,west,0,0,3,2
1,0,3,2,west,0,0,7,5
1,0,7,5,west,0,0,27,18
1,0,27,18,west,0,0,34,21
1,0,34,21,west,0,0,52,33
1,0,52,33,west,0,0,54,34
1,0,54,34,west,0,0,75,51
1,0,75,51,west,0,0,99,69
1,0,99,69,west,0,0,107,76
1,0,105,74,west,0,0,122,89
1,1,0,0,west,0,1,3,2
1,1,3,2,west,0,1,10,7
1,2,0,0,west,0,2,3,2
1,2,3,2,west,0,2,10,7
1,2,10,7,west,0,2,26,17
1,3,0,0,west,0,3,3,2
1,3,3,2,west,0,3,10,7
1,3,10,7,west,0,3,26,17
1,4,0,0,north,1,5,1,1
1,4,3,2,north,1,5,14,10
1,5,0,0,north,1,6,1,1
1,5,1,1,north,1,6,9,6
1,5,3,2,north,1,6,8,6
1,5,4,2,north,1,6,14,10
1,5,8,6,north,1,6,13,9
1,5,13,9,north,1,6,20,14
1,5,14,10,north,1,6,21,15
1,5,18,13,north,1,6,43,26
1,5,21,15,north,1,6,47,29
1,5,29,19,north,1,6,55,35
1,5,36,22,north,1,6,56,36
1,5,47,29,north,1,6,72,49
1,5,55,35,north,1,6,65,42
1,5,56,36,north,1,6,78,53
1,5,59,38,north,1,6,82,57
1,5,66,43,north,1,6,77,53
1,5,71,48,north,1,6,79,54
1,5,79,54,north,1,6,89,62
1,5,81,56,north,1,6,92,64
1,5,93,65,north,1,6,101,71
1,6,0,0,north,1,7,1,1
1,6,1,1,north,1,7,9,6
1,6,3,2,north,1,7,8,6
1,6,8,6,north,1,7,13,9
1,6,9,6,north,1,7,20,14
1,6,13,9,north,1,7,38,23
1,6,14,10,north,1,7,21,15
