xhat,yhat,gstate,gvar,action,xhat_next,yhat_next,gstate_next,gvar_next
0,0,0,0,east,1,0,2,2
0,1,0,0,east,1,1,2,2
0,4,0,0,north,0,5,1,1
0,5,0,0,east,1,5,2,2
0,5,1,1,east,1,5,7,6
0,5,4,3,east,1,5,12,8
0,6,0,0,south,0,5,1,1
0,6,1,1,south,0,5,4,3
0,7,0,0,south,0,6,1,1
0,9,0,0,east,1,9,2,2
1,0,0,0,north,1,1,1,1
1,0,2,2,north,1,1,5,4
1,0,3,2,north,1,1,10,7
1,1,0,0,north,1,2,1,1
1,1,1,1,north,1,2,9,6
1,1,2,2,north,1,2,8,6
1,1,3,2,north,1,2,15,9
1,1,5,4,north,1,2,7,6
1,1,10,7,north,1,2,14,9
1,2,0,0,north,1,3,1,1
1,2,1,1,north,1,3,7,6
1,2,2,2,north,1,3,14,9
1,2,7,6,north,1,3,21,14
1,2,8,6,north,1,3,12,8
1,2,9,6,north,1,3,13,8
1,2,14,9,north,1,3,22,14
1,2,15,9,north,1,3,23,14
1,3,0,0,north,1,4,1,1
1,3,1,1,north,1,4,7,6
1,3,7,6,north,1,4,20,13
1,3,12,8,north,1,4,34,19
1,3,13,8,north,1,4,35,19
1,3,14,9,north,1,4,22,14
1,3,21,14,north,1,4,33,19
1,3,22,14,north,1,4,44,23
1,3,23,14,north,1,4,36,19
1,4,0,0,north,1,5,1,1
1,4,1,1,north,1,5,8,6
1,4,7,6,north,1,5,20,13
1,4,20,13,north,1,5,43,22
1,4,22,14,north,1,5,37,19
1,4,33,19,north,1,5,48,26
1,4,34,19,north,1,5,41,22
1,4,35,19,north,1,5,42,22
1,4,36,19,north,1,5,49,26
1,4,44,23,north,1,5,51,26
1,5,0,0,east,2,5,2,2
1,5,1,1,east,2,5,15,9
1,5,2,2,east,2,5,10,7
1,5,7,6,east,2,5,14,9
1,5,8,6,east,2,5,21,14
1,5,12,8,east,2,5,22,14
1,5,20,13,east,2,5,33,19
1,5,33,19,east,2,5,48,26
1,5,34,19,east,2,5,44,23
1,5,37,19,east,2,5,52,27
1,5,41,22,east,2,5,49,26
1,5,42,22,east,2,5,59,31
1,5,43,22,east,2,5,50,26
1,5,44,23,east,2,5,62,33
1,5,48,26,east,2,5,66,36
1,5,49,26,east,2,5,61,33
1,5,51,26,east,2,5,67,36
1,6,0,0,south,1,5,1,1
1,6,1,1,south,1,5,8,6
1,6,7,6,south,1,5,20,13
1,6,12,8,south,1,5,34,19
1,6,21,14,south,1,5,33,19
1,6,22,14,south,1,5,44,23
1,6,24,14,south,1,5,37,19
1,7,0,0,south,1,6,1,1
1,7,1,1,south,1,6,7,6
1,7,7,6,south,1,6,21,14
1,7,8,6,south,1,6,12,8
1,7,14,9,south,1,6,24,14
1,7,15,9,south,1,6,22,14
1,8,0,0,south,1,7,1,1
1,8,1,1,south,1,7,8,6
1,8,2,2,south,1,7,14,9
1,8,5,4,south,1,7,7,6
1,8,10,7,south,1,7,15,9
1,9,0,0,south,1,8,1,1
1,9,2,2,south,1,8,5,4
1,9,3,2,south,1,8,10,7
2,0,0,0,west,1,0,3,2
2,1,0,0,west,1,1,3,2
2,2,0,0,west,1,2,2,2
2,5,0,0,east,3,5,2,2
2,5,1,1,east,3,5,14,9
2,5,2,2,east,3,5,10,7
2,5,10,7,east,3,5,17,10
2,5,14,9,east,3,5,25,15
2,5,15,9,east,3,5,26,15
2,5,21,14,east,3,5,31,18
2,5,22,14,east,3,5,44,23
2,5,33,19,east,3,5,52,27
2,5,44,23,east,3,5,62,33
2,5,48,26,east,3,5,68,37
2,5,49,26,east,3,5,76,41
2,5,50,26,east,3,5,61,33
2,5,52,27,east,3,5,68,37
2,5,59,31,east,3,5,66,36
2,5,61,33,east,3,5,77,41
2,5,62,33,east,3,5,70,37
2,5,66,36,east,3,5,75,41
2,5,67,36,east,3,5,85,46
2,6,0,0,south,2,5,1,1
2,8,0,0,west,1,8,2,2
2,9,0,0,west,1,9,3,2
3,0,0,0,east,4,0,2,2
3,2,0,0,north,3,3,1,1
3,3,0,0,north,3,4,1,1
3,3,1,1,north,3,4,7,6
3,4,0,0,north,3,5,1,1
3,4,1,1,north,3,5,7,6
3,4,7,6,north,3,5,20,13
