k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4996910741370473,1.9999999999999405,1.4729287062272587,1.999887721748523,0
20,1.08751213312439,1.9999999999828297,1.0461007895346,1.999887721748523,0
30,0.7457140999319016,1.999999999999999,0.6995122228939071,1.9779656578000002,0
50,0.3458717428198057,1.9978582611324196,0.33090946163431306,1.9773162793980994,0
75,0.08732689579447508,0.3313629803,0.08786671570984546,0.2732529829059999,0
100,0.06024104363071036,0.24990128499070507,0.06224173377042252,0.24990128499070507,0
150,0.03977814641614442,0.11433877999999999,0.04283829853292806,0.11433877999999999,0
200,0.030296556970467237,0.09234048400000003,0.03313312509591837,0.09234048400000003,0
300,0.01830220863543689,0.05578789700000001,0.020839560287167914,0.05578789700000001,1
400,0.00752602326865762,0.04,0.008569403767266972,0.04,0
500,3.416195516476524e-05,0.017115139537547387,3.8898044403516785e-05,0.017115139537547387,0
501,0.0,0.0,0.0,0.0,0
