k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2827496328890948,1.9999997133607825,1.2270270537768462,1.9999989642431253,0
20,0.8276407789510862,1.99999997945338,0.7467927565774801,1.9998006977860001,0
30,0.7020278487604967,1.99999997945338,0.6363877657741809,1.9997999999999998,0
50,0.4673965592472247,1.9982292262,0.42537793640643484,1.9603999999999997,0
75,0.19773940249033328,1.8655681939606272,0.20650244189821074,1.8344002326528928,0
100,0.08101865001986984,0.2589821018691801,0.08236789426559539,0.2589821018691801,0
150,0.053435781709676895,0.17426600000000003,0.05510918796542641,0.16150095136644899,0
200,0.04183312352632464,0.14596730504399524,0.04398494472445365,0.14596730504399524,0
300,0.028117315670320834,0.06000000000000003,0.02920454810549147,0.06000000000000003,0
400,0.019933558036688687,0.056454000000000004,0.022296975214205598,0.056454000000000004,1
500,0.012296877190115274,0.05618639252071343,0.01375485326881849,0.05618639252071343,0
717,0.0,0.0,0.0,0.0,0
