k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4279089966366747,1.9999999475172319,1.3914203842218893,1.9999927377032911,0
20,1.2626128706241775,1.9999981315272257,1.239866301947938,1.9994466337999999,0
30,0.983758396578532,1.9999885538,0.9600994750335197,1.9984862539999997,0
50,0.5185609938704282,1.9996474327148195,0.5016511568853523,1.9798059999999995,0
75,0.10951340506816985,0.3819730202060202,0.10887111074001225,0.32737458161087996,0
100,0.07216073364855147,0.19569723257731125,0.07324452506929738,0.19569723257731125,0
150,0.04774474022113644,0.144074478840345,0.04955788956719014,0.144074478840345,0
200,0.038288346110597435,0.10918262714600009,0.041009747858457686,0.10918262714600009,0
300,0.026146755252731444,0.05900000000000003,0.02925946421138995,0.05900000000000003,0
400,0.01732086297625984,0.0546443704,0.01938287047343363,0.0546443704,1
500,0.009331981570293893,0.05065215692643476,0.010442931757233643,0.05065215692643476,0
658,0.0,0.0,0.0,0.0,0
