age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,73,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,73,14,2,0.07315068493150685,0.010964039892473281,0.04,0.08,0.04,0.3972602739726028
2,71,28,2,0.14865352112676056,0.01609903182274746,0.0886,0.16319999999999998,0.07459999999999999,0.4084507042253521
3,69,43,2,0.22644536231884052,0.020901384374767344,0.16811199999999998,0.2496,0.081488,0.4347826086956522
4,67,61,2,0.30389472164179104,0.028160167623876083,0.23448178,0.33919978,0.104718,0.4776119402985075
5,64,64,3,0.3821035022625,0.03688434458827557,0.2958804248,0.4319870933,0.13610666850000003,0.5
6,60,60,3,0.4608747765767666,0.04591616998736993,0.3031356758770001,0.5279035150620001,0.22476783918499998,0.5
7,55,55,3,0.541612933517511,0.04771860356830924,0.43332773630970006,0.6071015355155001,0.1737737992058,0.49090909090909096
8,51,51,3,0.6161254427784442,0.05193583210043832,0.5070212799883302,0.6908263597608297,0.1838050797724995,0.4901960784313726
9,45,45,5,0.6881996980806919,0.06013086158588434,0.5451956186247578,0.7767261571290632,0.23153053850430538,0.5777777777777777
10,40,40,3,0.7612740394162673,0.05974724044978127,0.6322263016609866,0.861446565638353,0.2292202639773664,0.5
