model,step,threshold_rounded_mean,selected_as_threshold,width_mean,width_median,width_q1,width_q3,width_min,width_max,width_stddev,total_mape_start_states,contributing_start_states,contributing_fraction
65,7,18,0,17.93103448275862,18.0,18.0,18.0,16,18,0.31415288203945857,76,58,0.7631578947368421
65,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,76,56,0.7368421052631579
65,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,76,54,0.7105263157894737
65,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,76,52,0.6842105263157895
66,1,5,1,4.8765432098765435,5,4.0,6.0,3,6,0.8941885907274972,81,81,1.0
66,2,9,1,9.0,9,8.0,10.0,6,12,1.622624846477171,81,79,0.9753086419753086
66,3,12,1,12.116883116883116,12,11.0,13.0,9,17,1.8514580142542065,81,77,0.9506172839506173
66,4,14,1,14.22972972972973,14.0,13.0,15.0,12,18,1.6728943788026955,81,74,0.9135802469135802
66,5,16,1,15.657142857142857,16.0,15.0,16.0,14,18,1.2860317068487885,81,70,0.8641975308641975
66,6,17,1,16.791044776119403,17,16.0,18.0,15,18,1.0863785304524087,81,67,0.8271604938271605
66,7,18,1,17.58730158730159,18,17.0,18.0,16,18,0.7045187625768935,81,63,0.7777777777777778
66,8,18,0,17.93103448275862,18.0,18.0,18.0,17,18,0.2533954906327426,81,58,0.7160493827160493
66,9,18,0,18.0,18,18.0,18.0,18,18,0.0,81,51,0.6296296296296297
66,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,81,44,0.5432098765432098
67,1,5,1,5.375,6.0,5.0,6.0,3,6,0.7806247497997998,64,64,1.0
67,2,10,1,10.142857142857142,10,9.0,11.0,6,12,1.4349065879351774,64,63,0.984375
67,3,14,1,13.951612903225806,14.0,13.0,15.0,9,17,1.844148718329782,64,62,0.96875
67,4,16,1,16.19672131147541,17,15.0,18.0,12,18,1.7631907750490166,64,61,0.953125
67,5,17,1,17.216666666666665,18.0,16.75,18.0,14,18,1.3177210967761308,64,60,0.9375
67,6,18,1,17.637931034482758,18.0,18.0,18.0,15,18,0.7812076385661512,64,58,0.90625
67,7,18,0,17.928571428571427,18.0,18.0,18.0,17,18,0.25753937681885636,64,56,0.875
67,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,64,54,0.84375
67,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,64,52,0.8125
67,10,18,0,18.0,18,18.0,18.0,18,18,0.0,64,49,0.765625
68,1,5,1,5.328571428571428,6.0,5.0,6.0,3,6,0.8232588305270806,70,70,1.0
68,2,10,1,9.927536231884059,10,9.0,11.0,6,12,1.653444718487149,70,69,0.9857142857142858
68,3,14,1,13.686567164179104,14,12.0,15.0,9,17,1.9865890306835625,70,67,0.9571428571428572
68,4,16,1,16.0,16.0,15.0,17.75,12,18,1.6966991126265962,70,66,0.9428571428571428
68,5,17,1,17.369230769230768,18,17.0,18.0,14,18,1.0163165886100767,70,65,0.9285714285714286
68,6,18,1,17.92063492063492,18,18.0,18.0,17,18,0.27030772009406984,70,63,0.9
68,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,70,60,0.8571428571428571
68,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,70,58,0.8285714285714286
68,9,18,0,18.0,18,18.0,18.0,18,18,0.0,70,55,0.7857142857142857
68,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,70,52,0.7428571428571429
69,1,5,1,5.236111111111111,5.5,5.0,6.0,3,6,0.8896481132628219,72,72,1.0
69,2,10,1,10.057142857142857,10.0,9.0,12.0,6,12,1.6808646948665975,72,70,0.9722222222222222
69,3,14,1,13.779411764705882,14.0,12.0,15.0,9,17,2.1271742388000408,72,68,0.9444444444444444
69,4,16,1,16.046153846153846,16,15.0,18.0,12,18,1.8433311754769426,72,65,0.9027777777777778
69,5,17,1,17.174603174603174,18,17.0,18.0,14,18,1.2914822607497138,72,63,0.875
69,6,18,1,17.62295081967213,18,18.0,18.0,15,18,0.8524590163934427,72,61,0.8472222222222222
69,7,18,0,17.864406779661017,18,18.0,18.0,16,18,0.46787029633363597,72,59,0.8194444444444444
69,8,18,0,17.964912280701753,18,18.0,18.0,17,18,0.1840015523105529,72,57,0.7916666666666666
69,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,54,0.75
69,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,50,0.6944444444444444
70,1,5,1,5.346153846153846,6.0,5.0,6.0,3,6,0.7816308243423683,78,78,1.0
70,2,10,1,9.7012987012987,10,9.0,11.0,6,12,1.6121691047982052,78,77,0.9871794871794872
70,3,13,1,13.2,13,12.0,15.0,9,17,1.9390719429665315,78,75,0.9615384615384616
70,4,16,1,15.58904109589041,16,15.0,17.0,12,18,1.7028229296723654,78,73,0.9358974358974359
70,5,17,1,17.130434782608695,18,16.0,18.0,14,18,1.1661039240516777,78,69,0.8846153846153846
70,6,18,1,17.70149253731343,18,18.0,18.0,15,18,0.6914170042925654,78,67,0.8589743589743589
70,7,18,0,17.939393939393938,18.0,18.0,18.0,16,18,0.2953574043881504,78,66,0.8461538461538461
70,8,18,0,18.0,18,18.0,18.0,18,18,0.0,78,65,0.8333333333333334
70,9,18,0,18.0,18,18.0,18.0,18,18,0.0,78,63,0.8076923076923077
70,10,18,0,18.0,18,18.0,18.0,18,18,0.0,78,59,0.7564102564102564
71,1,5,1,5.166666666666667,5.0,5.0,6.0,3,6,0.9128709291752769,72,72,1.0
71,2,10,1,9.785714285714286,10.0,9.0,11.0,6,12,1.5665508713900935,72,70,0.9722222222222222
71,3,13,1,13.101449275362318,13,12.0,15.0,9,17,1.8738855821429554,72,69,0.9583333333333334
71,4,15,1,15.343283582089553,15,14.0,17.0,12,18,1.6800163361498759,72,67,0.9305555555555556
71,5,17,1,16.84375,17.0,16.0,18.0,14,18,1.325456878778031,72,64,0.8888888888888888
71,6,18,1,17.62295081967213,18,18.0,18.0,15,18,0.7717116259632668,72,61,0.8472222222222222
71,7,18,0,17.96551724137931,18.0,18.0,18.0,17,18,0.18246560765962694,72,58,0.8055555555555556
71,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,56,0.7777777777777778
71,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,52,0.7222222222222222
71,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,46,0.6388888888888888
72,1,5,1,5.235294117647059,5.0,5.0,6.0,3,6,0.7692174606248248,68,68,1.0
72,2,10,1,9.656716417910447,10,8.0,11.0,6,12,1.5697916850673441,68,67,0.9852941176470589
72,3,13,1,12.954545454545455,13.0,11.25,15.0,9,16,2.0108178509631514,68,66,0.9705882352941176
72,4,15,1,15.125,15.0,14.0,17.0,12,18,1.79843682124227,68,64,0.9411764705882353
72,5,17,1,16.60655737704918,17,16.0,18.0,14,18,1.3216815980817294,68,61,0.8970588235294118
72,6,17,0,17.389830508474578,18,17.0,18.0,15,18,0.9022936714716043,68,59,0.8676470588235294
72,7,18,1,17.82456140350877,18,18.0,18.0,16,18,0.4635033267937862,68,57,0.8382352941176471
72,8,18,0,17.98181818181818,18,18.0,18.0,17,18,0.133608531424537,68,55,0.8088235294117647
72,9,18,0,18.0,18,18.0,18.0,18,18,0.0,68,51,0.75
72,10,18,0,18.0,18,18.0,18.0,18,18,0.0,68,47,0.6911764705882353
73,1,5,1,5.223880597014926,5,5.0,6.0,3,6,0.8607684092714157,67,67,1.0
73,2,10,1,9.646153846153846,10,9.0,11.0,6,12,1.5925863747209272,67,65,0.9701492537313433
73,3,13,1,13.125,13.0,12.0,14.0,9,17,2.072890493972125,67,64,0.9552238805970149
73,4,15,1,15.365079365079366,15,14.0,17.0,12,18,1.8109156440573537,67,63,0.9402985074626866
73,5,17,1,16.704918032786885,17,16.0,18.0,14,18,1.334832982676871,67,61,0.9104477611940298
73,6,17,0,17.466666666666665,18.0,17.0,18.0,15,18,0.865383665716478,67,60,0.8955223880597015
73,7,18,1,17.87719298245614,18,18.0,18.0,16,18,0.4615068925602072,67,57,0.8507462686567164
73,8,18,0,17.962962962962962,18.0,18.0,18.0,17,18,0.18885257457751053,67,54,0.8059701492537313
73,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,50,0.746268656716418
73,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,48,0.7164179104477612
74,1,5,1,5.131578947368421,5.0,4.75,6.0,3,6,0.878726729319158,76,76,1.0
74,2,9,1,9.48,10,8.0,11.0,6,12,1.7690675509996785,76,75,0.9868421052631579
74,3,13,1,13.095890410958905,13,12.0,15.0,9,17,2.2705040389151407,76,73,0.9605263157894737
74,4,15,1,15.394366197183098,15,14.0,17.0,12,18,1.9244818087206763,76,71,0.9342105263157895
74,5,17,1,16.897058823529413,17.0,16.0,18.0,14,18,1.2501729984092431,76,68,0.8947368421052632
74,6,18,1,17.611940298507463,18,18.0,18.0,15,18,0.7909039581786131,76,67,0.881578947368421
74,7,18,0,17.892307692307693,18,18.0,18.0,16,18,0.3970303969404289,76,65,0.8552631578947368
74,8,18,0,17.984375,18.0,18.0,18.0,17,18,0.12401959270615269,76,64,0.8421052631578947
74,9,18,0,18.0,18,18.0,18.0,18,18,0.0,76,61,0.8026315789473685
74,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,76,58,0.7631578947368421
75,1,5,1,5.3283582089552235,6,5.0,6.0,3,6,0.8174963544853225,67,67,1.0
75,2,10,1,9.984615384615385,10,9.0,11.0,6,12,1.6313496789921924,67,65,0.9701492537313433
75,3,13,1,13.476190476190476,14,12.0,15.0,9,17,1.950638014120385,67,63,0.9402985074626866
75,4,16,1,15.65,16.0,14.0,17.0,12,18,1.7012250488006184,67,60,0.8955223880597015
75,5,17,1,16.982758620689655,18.0,16.0,18.0,14,18,1.2797006561388626,67,58,0.8656716417910447
75,6,18,1,17.614035087719298,18,18.0,18.0,15,18,0.8112019664348696,67,57,0.8507462686567164
75,7,18,0,17.90909090909091,18,18.0,18.0,16,18,0.39417242524870544,67,55,0.8208955223880597
75,8,18,0,17.980392156862745,18,18.0,18.0,17,18,0.1386483884679505,67,51,0.7611940298507462
75,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,48,0.7164179104477612
75,10,18,0,18.0,18,18.0,18.0,18,18,0.0,67,43,0.6417910447761194
76,1,5,1,5.090909090909091,5,4.5,6.0,3,6,0.899954085146515,55,55,1.0
76,2,9,1,9.245283018867925,9,8.0,10.0,6,12,1.6357522114485468,55,53,0.9636363636363636
76,3,12,1,12.450980392156863,12,11.0,14.0,9,16,1.807541125724159,55,51,0.9272727272727272
76,4,15,1,14.83673469387755,15,13.0,16.0,12,18,1.5952344690500249,55,49,0.8909090909090909
76,5,17,1,16.541666666666668,17.0,16.0,18.0,14,18,1.3063679505492403,55,48,0.8727272727272727
76,6,17,0,17.47826086956522,18.0,17.0,18.0,15,18,0.8782178207271373,55,46,0.8363636363636363
76,7,18,1,17.86046511627907,18,18.0,18.0,16,18,0.4616147265413769,55,43,0.7818181818181819
76,8,18,0,17.974358974358974,18,18.0,18.0,17,18,0.15806189751202504,55,39,0.7090909090909091
76,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,55,36,0.6545454545454545
76,10,18,0,18.0,18,18.0,18.0,18,18,0.0,55,35,0.6363636363636364
77,1,5,1,5.1692307692307695,5,5.0,6.0,3,6,0.8333293885508211,65,65,1.0
77,2,9,1,9.412698412698413,9,8.0,11.0,6,12,1.6488083299902083,65,63,0.9692307692307692
77,3,13,1,12.770491803278688,13,11.0,15.0,9,16,2.051736111103215,65,61,0.9384615384615385
77,4,15,1,15.172413793103448,15.0,14.0,17.0,12,18,1.8207419010267705,65,58,0.8923076923076924
77,5,17,1,16.90740740740741,17.0,16.0,18.0,14,18,1.1905261600329948,65,54,0.8307692307692308
77,6,18,1,17.745098039215687,18,18.0,18.0,15,18,0.6212933144217592,65,51,0.7846153846153846
77,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,65,48,0.7384615384615385
77,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,65,46,0.7076923076923077
77,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,65,44,0.676923076923077
77,10,18,0,18.0,18,18.0,18.0,18,18,0.0,65,41,0.6307692307692307
78,1,5,1,5.367647058823529,6.0,5.0,6.0,3,6,0.8558520309971448,68,68,1.0
78,2,10,1,9.865671641791044,10,8.5,11.0,6,12,1.7779371107530286,68,67,0.9852941176470589
78,3,13,1,13.333333333333334,14.0,12.0,15.0,9,17,2.2042200113840402,68,66,0.9705882352941176
78,4,16,1,15.65625,16.0,14.0,17.0,12,18,1.8726547833223293,68,64,0.9411764705882353
78,5,17,1,17.081967213114755,18,16.0,18.0,14,18,1.105798160920659,68,61,0.8970588235294118
78,6,18,1,17.810344827586206,18.0,18.0,18.0,16,18,0.43378433191065946,68,58,0.8529411764705882
78,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,68,56,0.8235294117647058
78,8,18,0,18.0,18,18.0,18.0,18,18,0.0,68,53,0.7794117647058824
78,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,68,48,0.7058823529411765
78,10,18,0,18.0,18,18.0,18.0,18,18,0.0,68,43,0.6323529411764706
79,1,5,1,5.265625,5.0,5.0,6.0,3,6,0.8147504890302306,64,64,1.0
79,2,10,1,9.88888888888889,10,8.5,12.0,6,12,1.7100182038491845,64,63,0.984375
79,3,14,1,13.557377049180328,13,12.0,15.0,9,17,2.068693974340637,64,61,0.953125
79,4,16,1,15.583333333333334,15.0,14.0,18.0,12,18,1.9688547150282292,64,60,0.9375
79,5,17,1,16.689655172413794,17.0,15.25,18.0,14,18,1.4527844436510962,64,58,0.90625
79,6,17,0,17.339285714285715,18.0,17.0,18.0,15,18,0.9687397135727746,64,56,0.875
79,7,18,1,17.81132075471698,18,18.0,18.0,16,18,0.4780701682762237,64,53,0.828125
79,8,18,0,17.979591836734695,18,18.0,18.0,17,18,0.14139190265868384,64,49,0.765625
79,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,64,46,0.71875
79,10,18,0,18.0,18,18.0,18.0,18,18,0.0,64,41,0.640625
80,1,5,1,4.967213114754099,5,4.0,6.0,3,6,0.8677691978928554,61,61,1.0
80,2,9,1,8.9,9.0,8.0,10.0,6,12,1.556705923844749,61,60,0.9836065573770492
80,3,12,1,11.862068965517242,12.0,11.0,13.0,9,16,1.7064611078149823,61,58,0.9508196721311475
80,4,14,1,14.017857142857142,14.0,13.0,15.0,12,17,1.395030355898233,61,56,0.9180327868852459
80,5,16,1,15.641509433962264,16,15.0,16.0,14,18,1.1670692146560087,61,53,0.8688524590163934
80,6,17,1,16.84,17.0,16.0,18.0,15,18,1.065082156455548,61,50,0.819672131147541
80,7,18,1,17.617021276595743,18,17.5,18.0,16,18,0.7011598746078332,61,47,0.7704918032786885
80,8,18,0,17.90909090909091,18.0,18.0,18.0,17,18,0.28747978728803447,61,44,0.7213114754098361
80,9,18,0,18.0,18,18.0,18.0,18,18,0.0,61,41,0.6721311475409836
80,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,61,36,0.5901639344262295
81,1,5,1,5.216666666666667,5.0,5.0,6.0,3,6,0.877338145883457,60,60,1.0
81,2,10,1,9.741379310344827,10.0,8.25,11.0,6,12,1.7865430385348837,60,58,0.9666666666666667
81,3,13,1,13.107142857142858,13.0,11.75,15.0,9,17,2.14374981406556,60,56,0.9333333333333333
81,4,15,1,15.203703703703704,15.0,13.25,17.0,12,18,1.889342719627253,60,54,0.9
81,5,17,1,16.576923076923077,17.0,16.0,18.0,14,18,1.3494465225268333,60,52,0.8666666666666667
81,6,17,0,17.44,18.0,17.0,18.0,15,18,0.9199999999999999,60,50,0.8333333333333334
81,7,18,1,17.829787234042552,18,18.0,18.0,16,18,0.5185556428491038,60,47,0.7833333333333333
81,8,18,0,17.954545454545453,18.0,18.0,18.0,17,18,0.20829889522526546,60,44,0.7333333333333333
81,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,60,40,0.6666666666666666
81,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,60,34,0.5666666666666667
82,1,5,1,5.088235294117647,5.0,4.75,6.0,3,6,0.8700117328087671,68,68,1.0
82,2,9,1,9.462686567164178,9,8.0,11.0,6,12,1.76473209001283,68,67,0.9852941176470589
82,3,13,1,12.938461538461539,13,12.0,15.0,9,17,2.1900258029875994,68,65,0.9558823529411765
82,4,15,1,15.1875,15.0,13.0,17.0,12,18,1.8946882989030147,68,64,0.9411764705882353
82,5,17,1,16.571428571428573,17,16.0,18.0,14,18,1.4222080498160075,68,63,0.9264705882352942
82,6,17,0,17.370967741935484,18.0,17.0,18.0,15,18,0.9710963369993787,68,62,0.9117647058823529
82,7,18,1,17.81967213114754,18,18.0,18.0,16,18,0.528164055527443,68,61,0.8970588235294118
82,8,18,0,17.966101694915253,18,18.0,18.0,17,18,0.1809674280005307,68,59,0.8676470588235294
82,9,18,0,18.0,18,18.0,18.0,18,18,0.0,68,57,0.8382352941176471
82,10,18,0,18.0,18,18.0,18.0,18,18,0.0,68,55,0.8088235294117647
83,1,5,1,5.333333333333333,6.0,5.0,6.0,3,6,0.8226589066968623,66,66,1.0
83,2,10,1,10.015384615384615,10,9.0,11.0,6,12,1.6869846353074214,66,65,0.9848484848484849
83,3,14,1,13.682539682539682,14,12.0,15.0,9,17,2.0765156776524485,66,63,0.9545454545454546
83,4,16,1,15.934426229508198,16,15.0,17.0,12,18,1.735538395785711,66,61,0.9242424242424242
83,5,17,1,17.344827586206897,18.0,17.0,18.0,14,18,0.9568577190008005,66,58,0.8787878787878788
83,6,18,1,17.894736842105264,18,18.0,18.0,17,18,0.30689220499185793,66,57,0.8636363636363636
83,7,18,0,18.0,18,18.0,18.0,18,18,0.0,66,55,0.8333333333333334
83,8,18,0,18.0,18,18.0,18.0,18,18,0.0,66,53,0.803030303030303
83,9,18,0,18.0,18,18.0,18.0,18,18,0.0,66,49,0.7424242424242424
83,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,66,46,0.696969696969697
84,1,5,1,5.303030303030303,6.0,5.0,6.0,3,6,0.869860611782262,66,66,1.0
84,2,10,1,10.03125,10.0,9.0,11.25,6,12,1.7317688753121763,66,64,0.9696969696969697
84,3,14,1,13.709677419354838,14.0,12.0,15.0,9,17,2.12046173284449,66,62,0.9393939393939394
84,4,16,1,16.0,16.0,15.0,18.0,12,18,1.7320508075688772,66,60,0.9090909090909091
84,5,17,1,17.224137931034484,18.0,16.25,18.0,14,18,1.0346264268053447,66,58,0.8787878787878788
84,6,18,1,17.857142857142858,18.0,18.0,18.0,17,18,0.3499271061118826,66,56,0.8484848484848485
84,7,18,0,18.0,18,18.0,18.0,18,18,0.0,66,53,0.803030303030303
84,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,66,50,0.7575757575757576
84,9,18,0,18.0,18,18.0,18.0,18,18,0.0,66,45,0.6818181818181818
84,10,18,0,18.0,18,18.0,18.0,18,18,0.0,66,41,0.6212121212121212
85,1,5,1,5.197183098591549,5,5.0,6.0,3,6,0.882054552780348,71,71,1.0
85,2,10,1,9.666666666666666,10,8.0,11.0,6,12,1.7334448124686277,71,69,0.971830985915493
85,3,13,1,13.166666666666666,13.0,12.0,15.0,9,17,2.100384765136179,71,66,0.9295774647887324
85,4,15,1,15.34920634920635,15,14.0,17.0,12,18,1.8530003996841256,71,63,0.8873239436619719
85,5,17,1,16.733333333333334,17.0,16.0,18.0,14,18,1.364632632697248,71,60,0.8450704225352113
85,6,17,0,17.43103448275862,18.0,17.0,18.0,15,18,0.8927305838620426,71,58,0.8169014084507042
85,7,18,1,17.839285714285715,18.0,18.0,18.0,16,18,0.4542177622134609,71,56,0.7887323943661971
85,8,18,0,17.98076923076923,18.0,18.0,18.0,17,18,0.1373351620873625,71,52,0.7323943661971831
85,9,18,0,18.0,18,18.0,18.0,18,18,0.0,71,49,0.6901408450704225
85,10,18,0,18.0,18,18.0,18.0,18,18,0.0,71,45,0.6338028169014085
86,1,5,1,5.237288135593221,5,5.0,6.0,3,6,0.830335506028196,59,59,1.0
86,2,9,1,9.456140350877194,9,8.0,10.0,6,12,1.4993586399453682,59,57,0.9661016949152542
86,3,13,1,12.581818181818182,13,12.0,14.0,9,16,1.603302377094444,59,55,0.9322033898305084
86,4,15,1,14.884615384615385,15.0,14.0,16.0,12,17,1.4498520634592895,59,52,0.8813559322033898
86,5,17,1,16.659574468085108,17,16.0,18.0,14,18,1.1350620143275865,59,47,0.7966101694915254
86,6,18,1,17.59090909090909,18.0,17.0,18.0,15,18,0.7172606290027046,59,44,0.7457627118644068
86,7,18,0,17.976190476190474,18.0,18.0,18.0,17,18,0.1524553389864964,59,42,0.711864406779661
86,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,59,38,0.6440677966101694
86,9,18,0,18.0,18,18.0,18.0,18,18,0.0,59,33,0.559322033898305
86,10,18,0,18.0,18,18.0,18.0,18,18,0.0,59,27,0.4576271186440678
87,1,5,1,5.1692307692307695,5,5.0,6.0,3,6,0.8333293885508211,65,65,1.0
87,2,9,1,9.390625,9.0,8.0,11.0,6,12,1.682791463424687,65,64,0.9846153846153847
87,3,13,1,12.693548387096774,13.0,11.0,14.0,9,16,2.020768854616411,65,62,0.9538461538461539
87,4,15,1,15.0,15,13.0,17.0,12,18,1.974412592328605,65,59,0.9076923076923077
87,5,16,1,16.392857142857142,16.5,15.0,18.0,14,18,1.4961685761181007,65,56,0.8615384615384616
87,6,17,1,17.25925925925926,18.0,17.0,18.0,15,18,1.0918076276284203,65,54,0.8307692307692308
87,7,18,1,17.71153846153846,18.0,18.0,18.0,16,18,0.660318642822669,65,52,0.8
87,8,18,0,17.916666666666668,18.0,18.0,18.0,17,18,0.2763853991962833,65,48,0.7384615384615385
87,9,18,0,18.0,18,18.0,18.0,18,18,0.0,65,43,0.6615384615384615
87,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,65,40,0.6153846153846154
88,1,5,1,5.282051282051282,5.0,5.0,6.0,3,6,0.8148845426702925,78,78,1.0
88,2,10,1,9.763157894736842,10.0,9.0,11.0,6,12,1.4944495646842826,78,76,0.9743589743589743
88,3,13,1,13.202702702702704,13.0,12.0,14.0,9,17,1.7704765714328714,78,74,0.9487179487179487
88,4,15,1,15.424657534246576,15,14.0,17.0,12,18,1.6378887865901504,78,73,0.9358974358974359
88,5,17,1,16.845070422535212,17,16.0,18.0,14,18,1.2178009195051993,78,71,0.9102564102564102
88,6,18,1,17.58823529411765,18.0,17.0,18.0,15,18,0.7119834374653061,78,68,0.8717948717948718
88,7,18,0,17.936507936507937,18,18.0,18.0,17,18,0.24384589675773358,78,63,0.8076923076923077
88,8,18,0,18.0,18,18.0,18.0,18,18,0.0,78,57,0.7307692307692307
88,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,78,48,0.6153846153846154
88,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,78,42,0.5384615384615384
89,1,5,1,5.385714285714286,6.0,5.0,6.0,3,6,0.7424449405820733,70,70,1.0
89,2,10,1,10.08695652173913,10,9.0,11.0,6,12,1.471853119983544,70,69,0.9857142857142858
89,3,14,1,13.647058823529411,14.0,12.0,15.0,9,17,1.7637252177135234,70,68,0.9714285714285714
89,4,16,1,15.940298507462687,16,15.0,17.0,12,18,1.6011245769437474,70,67,0.9571428571428572
89,5,17,1,17.276923076923076,18,17.0,18.0,14,18,1.1164186188631837,70,65,0.9285714285714286
89,6,18,1,17.75,18.0,18.0,18.0,15,18,0.6614378277661477,70,64,0.9142857142857143
89,7,18,0,17.951612903225808,18.0,18.0,18.0,16,18,0.2798282511757657,70,62,0.8857142857142857
89,8,18,0,18.0,18,18.0,18.0,18,18,0.0,70,59,0.8428571428571429
89,9,18,0,18.0,18,18.0,18.0,18,18,0.0,70,55,0.7857142857142857
89,10,18,0,18.0,18,18.0,18.0,18,18,0.0,70,49,0.7
90,1,5,1,5.226666666666667,5,5.0,6.0,3,6,0.7758579480520617,75,75,1.0
90,2,9,1,9.22972972972973,9.0,9.0,10.0,6,12,1.191720279365623,75,74,0.9866666666666667
90,3,12,1,12.178082191780822,12,11.0,13.0,9,16,1.3379852544739486,75,73,0.9733333333333334
90,4,15,1,14.535211267605634,15,14.0,15.0,12,18,1.309025935200663,75,71,0.9466666666666667
90,5,16,1,16.308823529411764,16.0,16.0,17.0,14,18,1.0745361918900922,75,68,0.9066666666666666
90,6,17,1,17.415384615384614,18,17.0,18.0,15,18,0.8207371488214855,75,65,0.8666666666666667
90,7,18,1,17.885245901639344,18,18.0,18.0,16,18,0.4088512758472107,75,61,0.8133333333333334
90,8,18,0,17.982758620689655,18.0,18.0,18.0,17,18,0.13016955922880602,75,58,0.7733333333333333
90,9,18,0,18.0,18,18.0,18.0,18,18,0.0,75,55,0.7333333333333333
90,10,18,0,18.0,18,18.0,18.0,18,18,0.0,75,51,0.68
91,1,5,1,5.1940298507462686,5,5.0,6.0,3,6,0.9342377525091835,67,67,1.0
91,2,10,1,9.815384615384616,10,8.0,11.0,6,12,1.8964931823058433,67,65,0.9701492537313433
91,3,14,1,13.758064516129032,15.0,12.0,16.0,9,17,2.297863551010694,67,62,0.9253731343283582
91,4,16,1,16.203389830508474,17,14.5,18.0,12,18,1.9202724119686165,67,59,0.8805970149253731
91,5,17,1,17.403508771929825,18,17.0,18.0,14,18,1.0572995911101308,67,57,0.8507462686567164
91,6,18,1,17.927272727272726,18,18.0,18.0,16,18,0.3221826390303518,67,55,0.8208955223880597
91,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,54,0.8059701492537313
91,8,18,0,18.0,18,18.0,18.0,18,18,0.0,67,53,0.7910447761194029
91,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,52,0.7761194029850746
91,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,50,0.746268656716418
92,1,5,1,5.2465753424657535,5,5.0,6.0,3,6,0.8724210042789401,73,73,1.0
92,2,10,1,9.930555555555555,10.0,9.0,11.0,6,12,1.6526610603045362,73,72,0.9863013698630136
92,3,14,1,13.571428571428571,14.0,12.0,15.0,9,17,1.9240688179809293,73,70,0.958904109589041
92,4,16,1,15.823529411764707,16.0,14.0,17.0,12,18,1.7230374724560953,73,68,0.9315068493150684
92,5,17,1,17.119402985074625,18,17.0,18.0,14,18,1.178443041382202,73,67,0.9178082191780822
92,6,18,1,17.734375,18.0,18.0,18.0,15,18,0.6901582132924305,73,64,0.8767123287671232
92,7,18,0,17.933333333333334,18.0,18.0,18.0,16,18,0.30912061651652345,73,60,0.821917808219178
92,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,73,56,0.7671232876712328
92,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,73,52,0.7123287671232876
92,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,73,46,0.6301369863013698
93,1,5,1,5.217948717948718,5.0,5.0,6.0,3,6,0.8718891351753489,78,78,1.0
93,2,10,1,9.763157894736842,10.0,9.0,11.0,6,12,1.6292428097014848,78,76,0.9743589743589743
93,3,13,1,13.356164383561644,13,12.0,15.0,9,17,2.1604785302861402,78,73,0.9358974358974359
93,4,16,1,15.605633802816902,15,14.0,18.0,12,18,1.9679035333582406,78,71,0.9102564102564102
93,5,17,1,16.880597014925375,18,16.0,18.0,14,18,1.321717427064505,78,67,0.8589743589743589
93,6,18,1,17.634920634920636,18,17.5,18.0,15,18,0.6969682031777825,78,63,0.8076923076923077
93,7,18,0,17.96551724137931,18.0,18.0,18.0,17,18,0.18246560765962694,78,58,0.7435897435897436
93,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,78,54,0.6923076923076923
93,9,18,0,18.0,18,18.0,18.0,18,18,0.0,78,49,0.6282051282051282
