model,step,threshold_rounded_mean,selected_as_threshold,width_mean,width_median,width_q1,width_q3,width_min,width_max,width_stddev,total_mape_start_states,contributing_start_states,contributing_fraction
37,4,16,1,15.85483870967742,16.5,14.0,17.0,12,18,1.8565209762552521,67,62,0.9253731343283582
37,5,17,1,17.033898305084747,18,16.0,18.0,14,18,1.2208097020589226,67,59,0.8805970149253731
37,6,18,1,17.614035087719298,18,17.0,18.0,16,18,0.6689710864890392,67,57,0.8507462686567164
37,7,18,0,17.927272727272726,18,18.0,18.0,17,18,0.25968830649246727,67,55,0.8208955223880597
37,8,18,0,18.0,18,18.0,18.0,18,18,0.0,67,53,0.7910447761194029
37,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,50,0.746268656716418
37,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,46,0.6865671641791045
38,1,5,1,5.114285714285714,5.0,5.0,6.0,3,6,0.8870956969291443,70,70,1.0
38,2,9,1,9.264705882352942,9.0,8.0,10.0,6,12,1.6325516572209315,70,68,0.9714285714285714
38,3,13,1,12.661538461538461,13,11.0,14.0,9,16,2.0097984826415813,70,65,0.9285714285714286
38,4,15,1,15.14516129032258,15.0,13.25,17.0,12,18,1.8738159632973597,70,62,0.8857142857142857
38,5,17,1,16.661016949152543,17,16.0,18.0,14,18,1.2968040178568523,70,59,0.8428571428571429
38,6,17,0,17.49122807017544,18,17.0,18.0,15,18,0.8810441775080505,70,57,0.8142857142857143
38,7,18,1,17.854545454545455,18,18.0,18.0,16,18,0.48310291838496083,70,55,0.7857142857142857
38,8,18,0,17.962264150943398,18,18.0,18.0,17,18,0.1905566969502279,70,53,0.7571428571428571
38,9,18,0,18.0,18,18.0,18.0,18,18,0.0,70,51,0.7285714285714285
38,10,18,0,18.0,18,18.0,18.0,18,18,0.0,70,49,0.7
39,1,5,1,5.074074074074074,5.0,5.0,6.0,3,6,0.8788007790892349,54,54,1.0
39,2,9,1,9.134615384615385,9.0,8.0,10.0,6,12,1.3732169719570924,54,52,0.9629629629629629
39,3,12,1,12.0,12.0,11.0,13.0,9,15,1.296148139681572,54,50,0.9259259259259259
39,4,14,1,14.25,14.0,13.75,15.0,12,17,1.070436048222094,54,48,0.8888888888888888
39,5,16,1,16.043478260869566,16.0,15.0,17.0,14,18,1.1024975941831276,54,46,0.8518518518518519
39,6,17,1,17.095238095238095,17.0,17.0,18.0,15,18,0.8676603408708856,54,42,0.7777777777777778
39,7,18,1,17.81081081081081,18,18.0,18.0,16,18,0.4554675553068302,54,37,0.6851851851851852
39,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,54,32,0.5925925925925926
39,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,54,28,0.5185185185185185
39,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,54,24,0.4444444444444444
40,1,5,1,5.277777777777778,5.5,5.0,6.0,3,6,0.8480187512485415,54,54,1.0
40,2,9,1,9.377358490566039,10,8.0,11.0,6,12,1.5808573634455405,54,53,0.9814814814814815
40,3,12,1,12.326923076923077,12.0,11.0,14.0,9,15,1.6838732119975186,54,52,0.9629629629629629
40,4,15,1,14.76,15.0,14.0,16.0,12,17,1.5041276541570532,54,50,0.9259259259259259
40,5,17,1,16.70212765957447,17,16.0,18.0,14,18,1.1469644231441323,54,47,0.8703703703703703
40,6,18,1,17.644444444444446,18,17.0,18.0,15,18,0.6718318425702655,54,45,0.8333333333333334
40,7,18,0,17.975609756097562,18,18.0,18.0,17,18,0.1542574468374819,54,41,0.7592592592592593
40,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,54,36,0.6666666666666666
40,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,54,32,0.5925925925925926
40,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,54,30,0.5555555555555556
41,1,5,1,5.144927536231884,5,5.0,6.0,3,6,0.8559317716077334,69,69,1.0
41,2,10,1,9.522388059701493,10,8.5,10.5,6,12,1.5293956367103878,69,67,0.9710144927536232
41,3,13,1,12.692307692307692,12,11.0,14.0,9,17,1.90483657221923,69,65,0.9420289855072463
41,4,15,1,14.903225806451612,14.5,14.0,16.0,12,18,1.74789899150246,69,62,0.8985507246376812
41,5,16,1,16.45762711864407,16,15.0,18.0,14,18,1.3939583183018365,69,59,0.855072463768116
41,6,17,1,17.381818181818183,18,17.0,18.0,15,18,0.9437046743535258,69,55,0.7971014492753623
41,7,18,1,17.84,18.0,18.0,18.0,16,18,0.463033476111609,69,50,0.7246376811594203
41,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,69,46,0.6666666666666666
41,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,69,44,0.6376811594202898
41,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,69,42,0.6086956521739131
42,1,5,1,5.188679245283019,5,5.0,6.0,3,6,0.8699729723319626,53,53,1.0
42,2,10,1,9.76923076923077,10.0,9.0,11.0,6,12,1.5642076467432888,53,52,0.9811320754716981
42,3,13,1,13.44,14.0,12.0,15.0,9,16,1.5512575543732252,53,50,0.9433962264150944
42,4,16,1,15.591836734693878,16,15.0,17.0,12,18,1.4130350508664296,53,49,0.9245283018867925
42,5,17,1,17.020833333333332,17.0,16.0,18.0,14,18,1.07023329492011,53,48,0.9056603773584906
42,6,18,1,17.74468085106383,18,18.0,18.0,15,18,0.6002866374325908,53,47,0.8867924528301887
42,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,53,46,0.8679245283018868
42,8,18,0,18.0,18,18.0,18.0,18,18,0.0,53,45,0.8490566037735849
42,9,18,0,18.0,18,18.0,18.0,18,18,0.0,53,43,0.8113207547169812
42,10,18,0,18.0,18,18.0,18.0,18,18,0.0,53,39,0.7358490566037735
43,1,5,1,5.243243243243243,5.0,5.0,6.0,3,6,0.8669737801267805,74,74,1.0
43,2,10,1,10.054794520547945,10,9.0,11.0,6,12,1.6292733985102879,74,73,0.9864864864864865
43,3,14,1,13.86111111111111,14.0,12.0,15.0,9,17,2.0770274937700135,74,72,0.972972972972973
43,4,16,1,16.17142857142857,17.0,15.0,18.0,12,18,1.7725802707709828,74,70,0.9459459459459459
43,5,17,1,17.36764705882353,18.0,17.0,18.0,14,18,1.0968459026937445,74,68,0.918918918918919
43,6,18,1,17.848484848484848,18.0,18.0,18.0,16,18,0.4684734798103123,74,66,0.8918918918918919
43,7,18,0,17.96875,18.0,18.0,18.0,17,18,0.17399263633843817,74,64,0.8648648648648649
43,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,74,60,0.8108108108108109
43,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,74,56,0.7567567567567568
43,10,18,0,18.0,18,18.0,18.0,18,18,0.0,74,53,0.7162162162162162
44,1,5,1,5.376623376623376,6,5.0,6.0,3,6,0.8380397820728145,77,77,1.0
44,2,10,1,10.06578947368421,10.0,9.0,11.0,6,12,1.6249334100995088,77,76,0.987012987012987
44,3,14,1,13.693333333333333,14,12.0,15.0,9,17,1.9662033352518644,77,75,0.974025974025974
44,4,16,1,15.95890410958904,16,15.0,17.0,12,18,1.6338739255229149,77,73,0.948051948051948
44,5,17,1,17.194444444444443,18.0,16.75,18.0,14,18,1.1382111804748822,77,72,0.935064935064935
44,6,18,1,17.742857142857144,18.0,18.0,18.0,15,18,0.6477590885002648,77,70,0.9090909090909091
44,7,18,0,17.955223880597014,18,18.0,18.0,16,18,0.2694846281383252,77,67,0.8701298701298701
44,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,77,62,0.8051948051948052
44,9,18,0,18.0,18,18.0,18.0,18,18,0.0,77,57,0.7402597402597403
44,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,77,52,0.6753246753246753
45,1,5,1,5.346666666666667,6,5.0,6.0,3,6,0.7570703768841808,75,75,1.0
45,2,10,1,9.837837837837839,10.0,9.0,11.0,6,12,1.5069839848054756,75,74,0.9866666666666667
45,3,13,1,13.375,13.0,12.0,15.0,9,16,1.6786030898736406,75,72,0.96
45,4,16,1,15.9,16.0,15.0,17.0,12,18,1.6049032013533668,75,70,0.9333333333333333
45,5,17,1,17.35820895522388,18,17.0,18.0,14,18,1.060857053368171,75,67,0.8933333333333333
45,6,18,1,17.846153846153847,18,18.0,18.0,15,18,0.5032439148860347,75,65,0.8666666666666667
45,7,18,0,18.0,18,18.0,18.0,18,18,0.0,75,63,0.84
45,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,75,60,0.8
45,9,18,0,18.0,18,18.0,18.0,18,18,0.0,75,57,0.76
45,10,18,0,18.0,18,18.0,18.0,18,18,0.0,75,53,0.7066666666666667
46,1,5,1,5.0675675675675675,5.0,4.25,6.0,3,6,0.8594637089815051,74,74,1.0
46,2,9,1,9.069444444444445,9.0,8.0,10.0,6,12,1.5304900167456255,74,72,0.972972972972973
46,3,12,1,12.173913043478262,12,11.0,13.0,9,16,1.6326072483059642,74,69,0.9324324324324325
46,4,14,1,14.469696969696969,14.0,14.0,15.0,12,18,1.293570311423727,74,66,0.8918918918918919
46,5,16,1,16.07936507936508,16,15.0,17.0,14,18,1.1859171964668476,74,63,0.8513513513513513
46,6,17,1,17.1864406779661,17,17.0,18.0,15,18,0.929271197415105,74,59,0.7972972972972973
46,7,18,1,17.79245283018868,18,18.0,18.0,16,18,0.48983981078291206,74,53,0.7162162162162162
46,8,18,0,17.980392156862745,18,18.0,18.0,17,18,0.1386483884679505,74,51,0.6891891891891891
46,9,18,0,18.0,18,18.0,18.0,18,18,0.0,74,47,0.6351351351351351
46,10,18,0,18.0,18,18.0,18.0,18,18,0.0,74,43,0.581081081081081
47,1,5,1,5.1866666666666665,5,5.0,6.0,3,6,0.8747317048990254,75,75,1.0
47,2,10,1,9.698630136986301,10,9.0,11.0,6,12,1.6191062265306722,75,73,0.9733333333333334
47,3,13,1,13.183098591549296,13,12.0,15.0,9,16,1.8255607601148902,75,71,0.9466666666666667
47,4,15,1,15.485714285714286,16.0,14.0,17.0,12,18,1.7707371922681334,75,70,0.9333333333333333
47,5,17,1,16.840579710144926,17,16.0,18.0,14,18,1.3579949884199976,75,69,0.92
47,6,18,1,17.58823529411765,18.0,17.75,18.0,15,18,0.8086898285216189,75,68,0.9066666666666666
47,7,18,0,17.939393939393938,18.0,18.0,18.0,16,18,0.2953574043881504,75,66,0.88
47,8,18,0,18.0,18,18.0,18.0,18,18,0.0,75,63,0.84
47,9,18,0,18.0,18,18.0,18.0,18,18,0.0,75,61,0.8133333333333334
47,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,75,60,0.8
48,1,5,1,5.141025641025641,5.0,5.0,6.0,3,6,0.8121569725493258,78,78,1.0
48,2,9,1,9.168831168831169,9,8.0,10.0,6,12,1.4361076308341907,78,77,0.9871794871794872
48,3,12,1,12.18421052631579,12.0,11.0,13.0,9,15,1.5703714471405992,78,76,0.9743589743589743
48,4,14,1,14.283783783783784,14.0,13.0,15.0,12,17,1.289461130590838,78,74,0.9487179487179487
48,5,16,1,16.014084507042252,16,15.0,17.0,14,18,1.1444041163815142,78,71,0.9102564102564102
48,6,17,1,17.166666666666668,17.0,17.0,18.0,15,18,0.94681816969503,78,66,0.8461538461538461
48,7,18,1,17.783333333333335,18.0,18.0,18.0,16,18,0.5505048188304582,78,60,0.7692307692307693
48,8,18,0,17.964285714285715,18.0,18.0,18.0,17,18,0.18557687223952257,78,56,0.717948717948718
48,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,78,50,0.6410256410256411
48,10,18,0,18.0,18,18.0,18.0,18,18,0.0,78,47,0.6025641025641025
49,1,5,1,5.35064935064935,6,5.0,6.0,3,6,0.833802645157118,77,77,1.0
49,2,10,1,10.04,10,9.0,11.0,6,12,1.6202057482513346,77,75,0.974025974025974
49,3,14,1,13.753424657534246,14,12.0,15.0,9,16,1.8856401980898372,77,73,0.948051948051948
49,4,16,1,16.154929577464788,17,15.0,17.0,12,18,1.675405246953566,77,71,0.922077922077922
49,5,17,1,17.391304347826086,18,17.0,18.0,14,18,1.0661782120434504,77,69,0.8961038961038961
49,6,18,1,17.907692307692308,18,18.0,18.0,16,18,0.3812157444111959,77,65,0.8441558441558441
49,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,77,62,0.8051948051948052
49,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,77,60,0.7792207792207793
49,9,18,0,18.0,18,18.0,18.0,18,18,0.0,77,57,0.7402597402597403
49,10,18,0,18.0,18,18.0,18.0,18,18,0.0,77,51,0.6623376623376623
50,1,5,1,5.253731343283582,5,5.0,6.0,3,6,0.7981935496788619,67,67,1.0
50,2,10,1,9.530303030303031,10.0,9.0,10.75,6,12,1.4895565434220426,67,66,0.9850746268656716
50,3,13,1,12.830769230769231,13,12.0,14.0,9,17,1.78514580976742,67,65,0.9701492537313433
50,4,15,1,15.11111111111111,15,14.0,16.0,12,18,1.564599559409728,67,63,0.9402985074626866
50,5,17,1,16.65573770491803,17,16.0,18.0,14,18,1.2131147540983607,67,61,0.9104477611940298
50,6,18,1,17.56896551724138,18.0,17.0,18.0,15,18,0.7681610141360504,67,58,0.8656716417910447
50,7,18,0,17.927272727272726,18,18.0,18.0,16,18,0.3221826390303518,67,55,0.8208955223880597
50,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,52,0.7761194029850746
50,9,18,0,18.0,18,18.0,18.0,18,18,0.0,67,51,0.7611940298507462
50,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,50,0.746268656716418
51,1,5,1,5.123287671232877,5,5.0,6.0,3,6,0.8592000975652998,73,73,1.0
51,2,9,1,9.366197183098592,9,8.0,11.0,6,12,1.7053308019904576,73,71,0.9726027397260274
51,3,13,1,12.710144927536232,12,11.0,15.0,9,16,2.0788894002366503,73,69,0.9452054794520548
51,4,15,1,15.0,15,14.0,16.0,12,18,1.6839895770230848,73,67,0.9178082191780822
51,5,17,1,16.676923076923078,17,16.0,18.0,14,18,1.1910911908212867,73,65,0.8904109589041096
51,6,18,1,17.609375,18.0,18.0,18.0,15,18,0.8219106456148381,73,64,0.8767123287671232
51,7,18,0,17.870967741935484,18.0,18.0,18.0,16,18,0.4205937035614612,73,62,0.8493150684931506
51,8,18,0,17.983333333333334,18.0,18.0,18.0,17,18,0.12801909579781012,73,60,0.821917808219178
51,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,73,56,0.7671232876712328
51,10,18,0,18.0,18,18.0,18.0,18,18,0.0,73,53,0.726027397260274
52,1,5,1,5.056338028169014,5,4.0,6.0,3,6,0.9020684203721643,71,71,1.0
52,2,9,1,9.18840579710145,9,8.0,10.0,6,12,1.5629344596571493,71,69,0.971830985915493
52,3,12,1,12.35820895522388,12,11.0,14.0,9,17,1.834182013277377,71,67,0.9436619718309859
52,4,15,1,14.625,14.0,13.0,16.0,12,18,1.653594569415369,71,64,0.9014084507042254
52,5,16,1,16.35,16.0,15.0,18.0,14,18,1.3762872762133154,71,60,0.8450704225352113
52,6,17,1,17.29090909090909,18,17.0,18.0,15,18,0.9662058367699217,71,55,0.7746478873239436
52,7,18,1,17.755102040816325,18,18.0,18.0,16,18,0.5544113349880051,71,49,0.6901408450704225
52,8,18,0,17.955555555555556,18,18.0,18.0,17,18,0.20608041101101565,71,45,0.6338028169014085
52,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,71,38,0.5352112676056338
52,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,71,34,0.4788732394366197
53,1,5,1,5.161764705882353,5.0,5.0,6.0,3,6,0.8846783083938254,68,68,1.0
53,2,10,1,9.636363636363637,10.0,8.25,11.0,6,12,1.6202914406418,68,66,0.9705882352941176
53,3,13,1,12.892307692307693,13,12.0,14.0,9,17,1.9542700933169745,68,65,0.9558823529411765
53,4,15,1,15.031746031746032,15,14.0,16.0,12,18,1.6805918644528792,68,63,0.9264705882352942
53,5,17,1,16.57377049180328,17,16.0,18.0,14,18,1.3484540801756584,68,61,0.8970588235294118
53,6,17,0,17.491525423728813,18,17.0,18.0,15,18,0.8901129495254835,68,59,0.8676470588235294
53,7,18,1,17.844827586206897,18.0,18.0,18.0,16,18,0.48429558293752206,68,58,0.8529411764705882
53,8,18,0,17.964912280701753,18,18.0,18.0,17,18,0.1840015523105529,68,57,0.8382352941176471
53,9,18,0,18.0,18,18.0,18.0,18,18,0.0,68,55,0.8088235294117647
53,10,18,0,18.0,18,18.0,18.0,18,18,0.0,68,53,0.7794117647058824
54,1,5,1,5.30379746835443,6,5.0,6.0,3,6,0.9050411610997204,79,79,1.0
54,2,10,1,9.857142857142858,10,8.0,11.0,6,12,1.7707162371703857,79,77,0.9746835443037974
54,3,13,1,13.426666666666666,14,12.0,15.0,9,17,2.1858535073411383,79,75,0.9493670886075949
54,4,16,1,15.643835616438356,16,14.0,17.0,12,18,1.9043559513432358,79,73,0.9240506329113924
54,5,17,1,17.08695652173913,17,16.0,18.0,14,18,1.0866666280090143,79,69,0.8734177215189873
54,6,18,1,17.818181818181817,18.0,18.0,18.0,16,18,0.45756572334974244,79,66,0.8354430379746836
54,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,79,62,0.7848101265822784
54,8,18,0,18.0,18,18.0,18.0,18,18,0.0,79,57,0.7215189873417721
54,9,18,0,18.0,18,18.0,18.0,18,18,0.0,79,53,0.6708860759493671
54,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,79,48,0.6075949367088608
55,1,5,1,5.358208955223881,6,5.0,6.0,3,6,0.7471636424348553,67,67,1.0
55,2,10,1,9.893939393939394,10.0,9.0,11.0,6,12,1.5775776202273082,67,66,0.9850746268656716
55,3,14,1,13.507692307692308,14,12.0,15.0,9,17,1.9777460124952415,67,65,0.9701492537313433
55,4,16,1,15.8125,16.0,15.0,17.0,12,18,1.589762167747113,67,64,0.9552238805970149
55,5,17,1,17.11111111111111,18,16.0,18.0,14,18,1.1142811920497933,67,63,0.9402985074626866
55,6,18,1,17.70967741935484,18.0,18.0,18.0,15,18,0.6060740073566431,67,62,0.9253731343283582
55,7,18,0,18.0,18.0,18.0,18.0,18,18,0.0,67,60,0.8955223880597015
55,8,18,0,18.0,18,18.0,18.0,18,18,0.0,67,57,0.8507462686567164
55,9,18,0,18.0,18,18.0,18.0,18,18,0.0,67,53,0.7910447761194029
55,10,18,0,18.0,18,18.0,18.0,18,18,0.0,67,47,0.7014925373134329
56,1,5,1,5.038461538461538,5.0,4.0,6.0,3,6,0.9397532094515859,52,52,1.0
56,2,9,1,9.46,9.5,8.0,11.0,6,12,1.6995293466133499,52,50,0.9615384615384616
56,3,13,1,12.708333333333334,13.0,12.0,14.0,9,16,1.859192626443592,52,48,0.9230769230769231
56,4,15,1,15.0,15,13.5,16.5,12,18,1.7010634971324838,52,47,0.9038461538461539
56,5,17,1,16.644444444444446,17,16.0,18.0,14,18,1.3524554715291501,52,45,0.8653846153846154
56,6,18,1,17.53488372093023,18,17.0,18.0,15,18,0.8449256802132535,52,43,0.8269230769230769
56,7,18,0,17.952380952380953,18.0,18.0,18.0,17,18,0.21295885499997996,52,42,0.8076923076923077
56,8,18,0,18.0,18,18.0,18.0,18,18,0.0,52,41,0.7884615384615384
56,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,52,40,0.7692307692307693
56,10,18,0,18.0,18,18.0,18.0,18,18,0.0,52,37,0.7115384615384616
57,1,5,1,5.378378378378378,6.0,5.0,6.0,3,6,0.833467240276177,74,74,1.0
57,2,10,1,10.069444444444445,10.0,9.0,11.0,6,12,1.6100930691602968,74,72,0.972972972972973
57,3,14,1,13.642857142857142,14.0,12.25,15.0,9,16,1.7730982914154556,74,70,0.9459459459459459
57,4,16,1,15.867647058823529,16.0,15.0,17.0,12,18,1.5330132934144658,74,68,0.918918918918919
57,5,17,1,17.242424242424242,18.0,16.25,18.0,15,18,0.9701703390049771,74,66,0.8918918918918919
57,6,18,1,17.796875,18.0,18.0,18.0,16,18,0.4736720747257537,74,64,0.8648648648648649
57,7,18,0,17.983333333333334,18.0,18.0,18.0,17,18,0.12801909579781012,74,60,0.8108108108108109
57,8,18,0,18.0,18,18.0,18.0,18,18,0.0,74,57,0.7702702702702703
57,9,18,0,18.0,18,18.0,18.0,18,18,0.0,74,53,0.7162162162162162
57,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,74,46,0.6216216216216216
58,1,5,1,5.027027027027027,5.0,4.0,6.0,3,6,0.8849030023645892,74,74,1.0
58,2,9,1,9.166666666666666,9.0,8.0,10.0,6,12,1.4433756729740645,74,72,0.972972972972973
58,3,12,1,12.185714285714285,12.0,11.0,13.0,9,15,1.4860576526295255,74,70,0.9459459459459459
58,4,14,1,14.298507462686567,14,13.0,15.0,12,17,1.2697975555315346,74,67,0.9054054054054054
58,5,16,1,15.936507936507937,16,15.0,17.0,14,18,1.1801670028851496,74,63,0.8513513513513513
58,6,17,1,17.120689655172413,17.0,17.0,18.0,15,18,1.001336799705628,74,58,0.7837837837837838
58,7,18,1,17.74074074074074,18.0,18.0,18.0,16,18,0.5832598425193934,74,54,0.7297297297297297
58,8,18,0,17.95744680851064,18,18.0,18.0,17,18,0.20184751022351358,74,47,0.6351351351351351
58,9,18,0,18.0,18,18.0,18.0,18,18,0.0,74,39,0.527027027027027
58,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,74,32,0.43243243243243246
59,1,5,1,5.0625,5.0,4.0,6.0,3,6,0.9164298936634487,64,64,1.0
59,2,9,1,9.274193548387096,9.0,8.0,10.75,6,12,1.587952169169865,64,62,0.96875
59,3,12,1,12.475409836065573,12,11.0,14.0,9,16,1.971988738845321,64,61,0.953125
59,4,15,1,14.711864406779661,14,13.0,16.0,12,18,1.8599329991361235,64,59,0.921875
59,5,16,1,16.280701754385966,16,15.0,18.0,14,18,1.347569429450633,64,57,0.890625
59,6,17,1,17.345454545454544,18,17.0,18.0,15,18,0.9764161150616402,64,55,0.859375
59,7,18,1,17.81132075471698,18,18.0,18.0,16,18,0.5160299747614091,64,53,0.828125
59,8,18,0,17.96078431372549,18,18.0,18.0,17,18,0.1941077438551307,64,51,0.796875
59,9,18,0,18.0,18,18.0,18.0,18,18,0.0,64,49,0.765625
59,10,18,0,18.0,18,18.0,18.0,18,18,0.0,64,47,0.734375
60,1,5,1,5.402777777777778,6.0,5.0,6.0,3,6,0.7756667780801779,72,72,1.0
60,2,10,1,10.084507042253522,10,9.0,11.0,6,12,1.607609360380876,72,71,0.9861111111111112
60,3,14,1,13.814285714285715,14.0,12.25,15.0,9,17,2.072216598874997,72,70,0.9722222222222222
60,4,16,1,16.147058823529413,17.0,15.0,18.0,12,18,1.767889285546908,72,68,0.9444444444444444
60,5,17,1,17.363636363636363,18.0,17.0,18.0,15,18,0.9635220057930088,72,66,0.9166666666666666
60,6,18,1,17.921875,18.0,18.0,18.0,17,18,0.26836818808308854,72,64,0.8888888888888888
60,7,18,0,18.0,18,18.0,18.0,18,18,0.0,72,61,0.8472222222222222
60,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,58,0.8055555555555556
60,9,18,0,18.0,18,18.0,18.0,18,18,0.0,72,55,0.7638888888888888
60,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,72,52,0.7222222222222222
61,1,5,1,5.225352112676056,5,5.0,6.0,3,6,0.772724885878603,71,71,1.0
61,2,9,1,9.485714285714286,9.0,9.0,10.75,6,12,1.4317108361562914,71,70,0.9859154929577465
61,3,12,1,12.485294117647058,12.0,12.0,13.0,9,16,1.5481739438944297,71,68,0.9577464788732394
61,4,15,1,14.575757575757576,15.0,14.0,15.0,12,18,1.3823629973281264,71,66,0.9295774647887324
61,5,16,1,16.158730158730158,16,15.0,17.0,14,18,1.274989563684013,71,63,0.8873239436619719
61,6,17,1,17.203389830508474,18,17.0,18.0,15,18,1.004728836290097,71,59,0.8309859154929577
61,7,18,1,17.78181818181818,18,18.0,18.0,16,18,0.5621681757723748,71,55,0.7746478873239436
61,8,18,0,17.96,18.0,18.0,18.0,17,18,0.19595917942265423,71,50,0.704225352112676
61,9,18,0,18.0,18,18.0,18.0,18,18,0.0,71,47,0.6619718309859155
61,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,71,44,0.6197183098591549
62,1,5,1,5.1506849315068495,5,5.0,6.0,3,6,0.916683015031321,73,73,1.0
62,2,9,1,9.464788732394366,10,8.0,11.0,6,12,1.6344097949722431,73,71,0.9726027397260274
62,3,13,1,12.691176470588236,13.0,12.0,14.0,9,16,1.7843877920417253,73,68,0.9315068493150684
62,4,15,1,15.029850746268657,15,14.0,16.0,12,18,1.6478855674454356,73,67,0.9178082191780822
62,5,17,1,16.815384615384616,17,16.0,18.0,14,18,1.213923171974084,73,65,0.8904109589041096
62,6,18,1,17.666666666666668,18,18.0,18.0,15,18,0.7126966450997984,73,63,0.863013698630137
62,7,18,0,17.93220338983051,18,18.0,18.0,16,18,0.31160637815000397,73,59,0.8082191780821918
62,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,73,54,0.7397260273972602
62,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,73,50,0.684931506849315
62,10,18,0,18.0,18,18.0,18.0,18,18,0.0,73,47,0.6438356164383562
63,1,5,1,4.957746478873239,5,4.0,6.0,3,6,0.910604500013781,71,71,1.0
63,2,9,1,9.057971014492754,9,8.0,10.0,6,12,1.7601388118103072,71,69,0.971830985915493
63,3,12,1,12.272727272727273,12.0,11.0,13.0,9,17,2.205677622433678,71,66,0.9295774647887324
63,4,15,1,14.580645161290322,14.0,13.0,16.0,12,18,1.9306390977348389,71,62,0.8732394366197183
63,5,16,1,16.135593220338983,16,15.0,17.5,14,18,1.4196875655167407,71,59,0.8309859154929577
63,6,17,1,17.107142857142858,18.0,16.0,18.0,15,18,1.1128883179202058,71,56,0.7887323943661971
63,7,18,1,17.647058823529413,18,18.0,18.0,16,18,0.6809315825170721,71,51,0.7183098591549296
63,8,18,0,17.914893617021278,18,18.0,18.0,17,18,0.27903993720434045,71,47,0.6619718309859155
63,9,18,0,18.0,18,18.0,18.0,18,18,0.0,71,43,0.6056338028169014
63,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,71,40,0.5633802816901409
64,1,5,1,4.968253968253968,5,4.0,6.0,3,6,0.8158791921204062,63,63,1.0
64,2,9,1,9.01639344262295,9,8.0,10.0,6,12,1.5628033164344899,63,61,0.9682539682539683
64,3,12,1,12.327586206896552,12.0,11.0,13.0,9,16,1.8419248836614184,63,58,0.9206349206349206
64,4,15,1,14.74074074074074,14.5,14.0,16.0,12,18,1.6350918558995642,63,54,0.8571428571428571
64,5,16,1,16.313725490196077,16,15.5,17.0,14,18,1.2755651739051446,63,51,0.8095238095238095
64,6,17,1,17.428571428571427,18,17.0,18.0,15,18,0.9476070829586857,63,49,0.7777777777777778
64,7,18,1,17.869565217391305,18.0,18.0,18.0,16,18,0.4476360930863913,63,46,0.7301587301587301
64,8,18,0,17.976744186046513,18,18.0,18.0,17,18,0.1507148999629735,63,43,0.6825396825396826
64,9,18,0,18.0,18,18.0,18.0,18,18,0.0,63,41,0.6507936507936508
64,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,63,38,0.6031746031746031
65,1,5,1,5.2368421052631575,5.0,5.0,6.0,3,6,0.8716050085094312,76,76,1.0
65,2,10,1,9.783783783783784,10.0,8.25,11.0,6,12,1.7954166140802565,76,74,0.9736842105263158
65,3,13,1,13.492957746478874,13,12.0,15.0,9,17,2.2758576122978513,76,71,0.9342105263157895
65,4,16,1,15.911764705882353,16.5,14.0,18.0,12,18,2.020012333375621,76,68,0.8947368421052632
65,5,17,1,17.206349206349206,18,17.0,18.0,14,18,1.3232803175026244,76,63,0.8289473684210527
65,6,18,1,17.704918032786885,18,18.0,18.0,15,18,0.7755328637714669,76,61,0.8026315789473685
