age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,61,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,61,17,2,0.07278688524590164,0.011753080871432734,0.04,0.08,0.04,0.3770491803278688
2,59,34,2,0.1483271186440678,0.017508882302831277,0.0886,0.16319999999999998,0.07459999999999999,0.4576271186440678
3,58,44,2,0.2262483448275862,0.02106105975127109,0.16753600000000002,0.249595,0.08205899999999999,0.5
4,57,53,3,0.30262715385964917,0.028771510172711248,0.19760702000000002,0.33918025,0.14157323,0.49122807017543857
5,55,55,3,0.37826706194909093,0.03519265088353177,0.27209713440000005,0.4319512381,0.15985410369999997,0.49090909090909096
6,52,52,3,0.4525987924695769,0.04255688638032245,0.340313891184,0.511952387406,0.171638496222,0.5
7,48,48,4,0.5244525837484586,0.051678129266382204,0.3963635431224001,0.60707993178878,0.21071638866637987,0.5208333333333333
8,43,43,4,0.5959253727214254,0.05873736475273968,0.46133963560822155,0.6897251683941227,0.22838553278590112,0.5116279069767442
9,36,36,4,0.6720319725254215,0.06343541896458874,0.46545046174237475,0.7722788605166905,0.3068283987743157,0.5
10,28,28,3,0.7617462893308433,0.04452227570074464,0.6336166481760058,0.8188144952494605,0.18519784707345466,0.5
