k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2829622105905925,1.99999998,1.22575568922532,1.9999744580000003,0
20,0.8936593035898097,1.9999999999714813,0.8190454572698342,1.9999982294143797,0
30,0.7025091592132573,1.9995999999999998,0.6373303242832795,1.9993999999999998,0
50,0.41509610732787355,1.9995999999999998,0.3793261099803908,1.9993999999999998,0
75,0.11420378532157081,0.33317069733199994,0.11434281658119334,0.3051464272754308,0
100,0.07231245343152971,0.22884984,0.07315702378854709,0.22316581145742087,0
150,0.04650876040771667,0.15061438000000002,0.04784743411350225,0.15061438000000002,0
200,0.03614240463253974,0.12834610746214553,0.03845663417313091,0.12834610746214553,0
300,0.025090786903173214,0.059000000000000025,0.028205505277360234,0.059000000000000025,0
400,0.016136531380129878,0.0530589850799999,0.018139686999732205,0.0530589850799999,1
500,0.008980942898961375,0.03999999999999999,0.010095818569177269,0.03999999999999999,0
652,0.0,0.0,0.0,0.0,0
