k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.261335763352752,1.9999999268010438,1.2046729610276103,1.9999258085634222,0
20,0.9231323653860907,1.9999999268010438,0.8530895643359087,1.9999258085634222,0
30,0.6663784197328094,1.9999999133428799,0.5949079690785389,1.9999236298380172,0
50,0.39342647762559707,1.9999783133161024,0.34863442208319206,1.96,0
75,0.1868369152626729,1.8652242709609883,0.19357664681188122,1.8326171529306126,0
100,0.08264270751266217,0.25751651367831274,0.08392324859315198,0.25751651367831274,0
150,0.05101101875005179,0.15355638000000002,0.0530815923442827,0.15355638000000002,0
200,0.0389096745081086,0.10918262714600002,0.040850609557677386,0.10918262714600002,0
300,0.027943111436350948,0.06718139450479244,0.030349914580975076,0.06718139450479244,0
400,0.01951329491641217,0.05540547920000001,0.021767110134721174,0.05540547920000001,1
500,0.012153986410106619,0.05138351527212445,0.0135577903115779,0.05138351527212445,0
734,0.0,0.0,0.0,0.0,0
