k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3216540622769581,1.9999999999999998,1.2741711049854956,1.9999999997999998,0
20,0.9406243358569355,1.9999993036674397,0.8802292658421503,1.99999697988888,0
30,0.7526223552851616,1.9999941600000002,0.7025262402235283,1.9998174653999996,0
50,0.4546781518546591,1.98,0.430939011797357,1.9483950283916798,0
75,0.11039084228098649,0.33276496643423614,0.11128066507533743,0.33276496643423614,0
100,0.07516475025898126,0.23979468049188207,0.07652170411307017,0.23979468049188207,0
150,0.05021838332879726,0.1620941478634869,0.051690350960729416,0.1620941478634869,0
200,0.038715053600547736,0.13171282474999993,0.04085303157809377,0.13171282474999993,0
300,0.026544359785493292,0.06000000000000003,0.02917939426429965,0.05900000000000003,0
400,0.017750410952838677,0.05476038000000002,0.01977818968751727,0.05476038000000002,1
500,0.009871851267206331,0.047728719942364675,0.010999595865612354,0.047728719942364675,0
673,0.0,0.0,0.0,0.0,0
