age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,71,15,2,0.07394366197183098,0.010411109077507788,0.04,0.08,0.04,0.3661971830985915
2,69,32,2,0.14956086956521739,0.01561888690750284,0.1098,0.16319999999999998,0.05339999999999999,0.49275362318840576
3,67,51,2,0.22632805970149258,0.019961282552250093,0.180313,0.24958899999999998,0.06927599999999998,0.4925373134328358
4,64,60,3,0.3023866190625,0.025603302292395543,0.22298618,0.33743573000000004,0.11444955000000004,0.484375
5,60,60,2,0.38126607644499994,0.02862065163274119,0.31301249679999993,0.42908865650000005,0.11607615970000013,0.4833333333333333
6,55,55,3,0.45834540879430913,0.03597912266097737,0.37906070786799995,0.523675824817,0.1446151169490001,0.49090909090909096
7,49,49,4,0.5395209799815184,0.03703945360596682,0.45380555331945005,0.62119290749414,0.16738735417468997,0.5102040816326531
8,45,45,4,0.614342078808116,0.037445339755170656,0.5359400416215253,0.6932808663166421,0.1573408246951168,0.5111111111111111
9,38,38,3,0.6948184403972878,0.03817259078909445,0.6168351004248459,0.7761388371268173,0.1593037367019714,0.5
10,34,34,2,0.7743676896343068,0.04199380055714259,0.7015747894693508,0.8651580598235162,0.16358327035416542,0.5
