k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3695479883178958,1.9999769499999998,1.3250828531500614,1.99991280131552,0
20,1.0805923704919393,1.99980404,1.0309521914513746,1.99689528,0
30,0.831987057865885,1.9999795687813904,0.7819872583283327,1.9798,0
50,0.4074296350920555,1.9980888799999996,0.3640841005792429,1.9656506389719999,0
75,0.12592313808474503,1.894060114892,0.12351505393623001,0.334055990142,0
100,0.08014342753882936,0.29766224920944084,0.08119993824996759,0.29766224920944084,0
150,0.05229751280938676,0.1746540000000001,0.05355233765349342,0.15465400000000004,0
200,0.04024952432555164,0.12266154576723994,0.04199908476908766,0.12266154576723994,0
300,0.028711635510449102,0.06000000000000003,0.031141872528566057,0.06000000000000003,0
400,0.020174947553753503,0.0559705275999999,0.02253024097016712,0.0559705275999999,0
500,0.012485492715922503,0.05106879223865596,0.013943092479993332,0.05106879223865596,1
727,0.0,0.0,0.0,0.0,0
