k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.257164116475393,1.9999991258000005,1.1985108183732864,1.9999125799999997,0
20,0.9222404021549782,1.9999991258000005,0.8534789758029636,1.9999125799999997,0
30,0.773398646400831,1.9999712667999998,0.7156530169747036,1.9994,0
50,0.35994672959429536,1.997994917648,0.3119014678281887,1.9609999999999999,0
75,0.11642739799232878,0.333170697332,0.11860895575884287,0.304889830745727,0
100,0.07599993765583264,0.28180181020000006,0.07846220266192845,0.26180181020000004,0
150,0.04895258730774819,0.15200339280000003,0.05070605144284875,0.15200339280000003,0
200,0.03837351639063294,0.1395423146420684,0.040232996816033,0.1395423146420684,0
300,0.026151054985155582,0.059000000000000025,0.029316937263623836,0.059000000000000025,0
400,0.017472453621633976,0.05452526139000003,0.019587692617287843,0.05452526139000003,1
500,0.009877814052911955,0.047718561550595597,0.0110736356546741,0.047718561550595597,0
676,0.0,0.0,0.0,0.0,0
