age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,69,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,69,15,2,0.07391304347826087,0.010930265295631769,0.04,0.08,0.04,0.3188405797101449
2,67,39,2,0.1508910447761194,0.01599298102893969,0.1098,0.16319999999999998,0.05339999999999999,0.4626865671641791
3,66,56,2,0.22976592424242426,0.019538225481061634,0.180313,0.2496,0.06928699999999999,0.5
4,65,63,3,0.3079607364615385,0.024114445696601823,0.23448178,0.33919978,0.104718,0.49230769230769234
5,63,63,3,0.3871467562936507,0.03034923212016098,0.2958804248,0.43120377410000005,0.13532334930000006,0.4920634920634921
6,60,60,3,0.4687150246867,0.03262820956785527,0.37906070786799995,0.5119523874059999,0.13289167953799996,0.5
7,56,56,3,0.5510268640034827,0.03617977185760405,0.46455605353445006,0.6078934155665601,0.14333736203211,0.5
8,53,53,3,0.6342081675827672,0.03911823461695501,0.5520165849970131,0.7062237333085242,0.15420714831151106,0.49056603773584906
9,49,49,3,0.7142466422082292,0.0464751302328705,0.6156366748871899,0.800683937336985,0.18504726244979508,0.4897959183673469
10,42,42,4,0.8012848784179925,0.05215869676830267,0.6210432082286159,0.8754686221174919,0.25442541388887596,0.5
