map_id,unique_raw_sigma,k,mean_frobenius_error,max_frobenius_error,silhouette,objective,iterations,converged,frobenius_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
32,342,25,0.0352453497703391,0.08231549064422808,0.21433933976157568,24.63649948946703,4,True,,0,0.0
32,342,50,0.023989806457722238,0.07218753354977576,0.24932372450321807,16.768874713947845,3,True,0.011255543312616863,0,0.15600384591936836
32,342,75,0.01465841430315491,0.06440403714053958,0.31052398740523274,10.246231597905282,4,True,0.009331392154567327,1,0.2680699106147722
32,342,100,0.0111581059709229,0.06440403714053958,0.32889763433619285,7.7995160736751075,3,True,0.00350030833223201,0,0.24698381405062292
32,342,125,0.008994223982665469,0.05076386510107362,0.2603542692422089,6.286962563883162,3,True,0.002163881988257432,0,0.1953805681046027
32,342,150,0.007328449401762602,0.05076386510107361,0.2753148974706622,5.122586131832059,3,True,0.0016657745809028667,0,0.13240309399629707
32,342,175,0.005612567351763172,0.03074605665772444,0.24288681071871476,3.923184578882457,3,True,0.0017158820499994301,0,0.07056981846388878
32,342,200,0.004279281526030725,0.029299999999999993,0.22305141286074287,2.991217786695477,3,True,0.0013332858257324469,0,0.0
32,342,342,0.0,0.0,0.0,0.0,0,True,0.004279281526030725,0,
