age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,64,17,2,0.07390625,0.009940005580355576,0.04,0.08,0.04,0.390625
2,63,37,2,0.14976825396825402,0.016098198907408375,0.1098,0.16319999999999998,0.05339999999999999,0.4285714285714286
3,62,53,2,0.22839896774193544,0.020648139026484297,0.180313,0.24959999999999996,0.06928699999999996,0.4838709677419355
4,61,58,3,0.30869007819672134,0.02408769852710603,0.23448177999999997,0.3392,0.10471822000000003,0.4918032786885246
5,60,60,3,0.38862063241500006,0.029463650940145077,0.30102732340000005,0.4191999972,0.11817267379999996,0.5
6,58,58,3,0.4709589455727759,0.032306640145239665,0.3764619832199999,0.511999683223,0.13553770000300014,0.5
7,56,56,3,0.5536556924645712,0.03540940970844791,0.46382858671785004,0.6079860617345,0.14415747501664994,0.5
8,54,54,3,0.6354514660575509,0.03814583469019336,0.5544560367499073,0.7063830226644877,0.15192698591458043,0.5
9,52,52,4,0.7134873640853451,0.044641223780843245,0.6173929108057484,0.8009368762783311,0.18354396547258267,0.5192307692307692
10,49,49,3,0.7844342315333809,0.057874790988392676,0.665486532547486,0.8757102353090436,0.21022370276155755,0.4897959183673469
