age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,64,13,2,0.07453125,0.009989007630265381,0.04,0.08,0.04,0.34375
2,63,32,2,0.15052857142857143,0.01583495659419804,0.0886,0.16319999999999998,0.07459999999999999,0.46031746031746035
3,61,44,2,0.2289785901639345,0.01887888737897708,0.16753600000000002,0.2496,0.08206399999999997,0.47540983606557374
4,60,53,2,0.308483685,0.021610453442442504,0.25012977999999997,0.3392,0.08907022000000003,0.5
5,58,58,2,0.3885761568068966,0.025341452266889223,0.31301249679999993,0.43199999720000004,0.11898750040000011,0.5
6,56,56,2,0.4686198379594643,0.02855644720998424,0.39080780756399996,0.5119996832229999,0.12119187565899997,0.5
7,53,53,3,0.5465542936515315,0.03708223522614566,0.43126819278511996,0.6079860617345,0.17671786894938002,0.49056603773584906
8,49,49,4,0.624474417906444,0.03805124538492241,0.5163677174222167,0.6991060812893359,0.18273836386711928,0.5306122448979591
9,46,46,4,0.6954446017026281,0.042859431700138985,0.6003400037975893,0.7748975629578307,0.1745575591602414,0.5652173913043479
10,41,41,3,0.7669576798786041,0.04502662167302305,0.6643638337769106,0.8526013222577605,0.18823748848084998,0.4878048780487805
