k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.1755649333840825,1.9999999999999991,1.1125482712450647,1.9999928446436799,0
20,0.9118372628029247,1.9999999574859195,0.8476770262033193,1.9999928446436799,0
30,0.7337106719930099,1.9999736039230145,0.6819777245219855,1.9985503959999997,0
50,0.3042192533194398,1.9989668303401786,0.2687240324597407,1.96,0
75,0.10605600279094865,0.3819730202060202,0.1089317908279032,0.32197302020602014,0
100,0.07280098567703645,0.22920552381650589,0.07527235560916216,0.22920552381650589,0
150,0.04575577555355106,0.14751948789673583,0.047313030625619444,0.14751948789673583,0
200,0.03599637207204364,0.10755396020089061,0.03776307914195279,0.10755396020089061,0
300,0.025202202047404695,0.058200000000000016,0.028093550569966538,0.058200000000000016,0
400,0.016372250606234415,0.0539214464,0.018250573877840078,0.0539214464,1
500,0.008658620401598389,0.03999999999999999,0.009651989523014643,0.03999999999999999,0
651,0.0,0.0,0.0,0.0,0
