age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,81,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,81,13,2,0.07432098765432099,0.008740182726137214,0.04,0.08,0.04,0.4320987654320988
2,79,33,2,0.14838354430379747,0.014198497249595514,0.1098,0.16319999999999998,0.05339999999999999,0.4683544303797469
3,77,53,2,0.22335097402597404,0.01818270940404792,0.180313,0.24960000000000004,0.06928700000000004,0.49350649350649356
4,74,66,3,0.2976227966216216,0.02289178675322165,0.22298618,0.32960000000000006,0.10661382000000005,0.43243243243243246
5,70,70,2,0.37420921003999996,0.02608750369663214,0.3006232809,0.4191999972,0.1185767163,0.48571428571428577
6,67,67,3,0.45039224635674624,0.030341432730912908,0.3815311342160001,0.5034126496839999,0.1218815154679998,0.4925373134328358
7,63,63,3,0.5249453181141346,0.03605778295444088,0.44873069209667993,0.5949405842454002,0.14620989214872027,0.4920634920634921
8,58,58,4,0.5974846052747883,0.04206619905399494,0.45534254130101226,0.674528725818969,0.2191861845179568,0.5
9,51,51,4,0.6703086535714297,0.039478640360220314,0.5680067362337413,0.7527409698539717,0.18473423362023034,0.5294117647058824
10,44,44,3,0.7380813080723546,0.036820445614869,0.6299105967854401,0.8341409481683845,0.20423035138294432,0.5
