k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.5149890554899226,1.9999999999999987,1.4836131963266077,1.9999999938264672,0
20,1.1276771308692997,1.999970712614,1.0772975276558299,1.9950980612391835,0
30,0.9021044613447509,1.999970712614,0.8516648447883857,1.9799999999999998,0
50,0.5557946601416331,1.999022,0.518667667662248,1.9799999999999998,0
75,0.25398953673027247,1.98,0.25062378582956724,1.9402000000000001,0
100,0.08633895159923488,0.3331706973320001,0.08616896215265837,0.28878409826339685,0
150,0.05385823962612838,0.19565164874774396,0.05547145596549967,0.19565164874774396,0
200,0.04024630032037721,0.11121438000000003,0.0415116566852431,0.11121438000000003,0
300,0.02889508473357145,0.06000000000000003,0.030746586161512518,0.06000000000000003,0
400,0.020666871931844907,0.05591757883599994,0.023219106116199248,0.05591757883599994,0
500,0.013061854758632219,0.05209274513845874,0.014674915135451258,0.05209274513845874,1
746,0.0,0.0,0.0,0.0,0
