age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,74,16,2,0.07337837837837839,0.010562174610631962,0.04,0.08,0.04,0.4054054054054054
2,72,37,2,0.14848194444444443,0.016042299350197842,0.0886,0.16319999999999998,0.07459999999999999,0.41666666666666663
3,69,52,2,0.22482904347826088,0.02047686034048938,0.159472,0.2496,0.09012799999999999,0.4492753623188406
4,66,62,2,0.29931251848484847,0.024771383815631206,0.22650798,0.33919993000000004,0.11269195000000004,0.5
5,63,63,3,0.37417120227460327,0.027653745467753014,0.29680858220000006,0.41919993040000003,0.12239134819999997,0.4920634920634921
6,59,59,3,0.4456283604651695,0.03175776834929917,0.363781161444,0.511999354767,0.14821819332299996,0.4915254237288136
7,53,53,3,0.5191769891758197,0.03786922535011931,0.41673274540649013,0.58854087473566,0.17180812932916983,0.49056603773584906
8,51,51,3,0.5940976219026641,0.03943259724259946,0.4956060860955175,0.6680312151204865,0.17242512902496898,0.4901960784313726
9,47,47,3,0.6687555909029831,0.040765524268883156,0.5464689342242667,0.7397778721418455,0.19330893791757886,0.4893617021276596
10,43,43,3,0.7464063522312538,0.03582237516892113,0.6658264426093807,0.8192341860892396,0.15340774347985886,0.4883720930232558
