h,map,raw_atom_count,mean_frobenius_error,rmse_frobenius_error,max_frobenius_error,gvars,gstates,extra_gstates,split_gvars,max_gstates_per_gvar,lookup_transitions
0.025,27,741,0.010976411435004092,0.012309762098228363,0.023255321971540205,254,272,18,13,3,601
0.025,28,656,0.009987545326467274,0.011310511380257156,0.021242410409367397,167,174,7,7,2,513
0.025,29,604,0.011096546576234797,0.01241556182766968,0.02156733641412403,198,207,9,9,2,519
0.025,30,620,0.010905943276640278,0.012311896947733634,0.021496976531596254,213,224,11,10,3,518
0.025,31,663,0.010123363387445163,0.011401402364063373,0.021458098704218876,206,216,10,10,2,543
0.025,32,699,0.010909288562591402,0.012197879104561538,0.022118770309400123,271,272,1,1,2,600
0.025,33,790,0.010558212439312929,0.011849402591360947,0.021458098704218893,205,217,12,11,3,619
0.025,34,670,0.010362910270983827,0.011715831870503703,0.021458098704218876,218,228,10,9,3,559
0.025,35,686,0.0117858434345473,0.013097897812767599,0.0224069185744046,248,257,9,9,2,574
0.025,36,673,0.010763300916369152,0.012028436465470606,0.023255321971540198,217,217,0,0,1,532
0.025,37,649,0.010233478781293524,0.011626475418739644,0.02152347555577395,175,180,5,5,2,501
0.025,38,661,0.010826325079165141,0.012170134074397236,0.0224069185744046,203,208,5,5,2,556
0.025,39,480,0.010859987946406354,0.012255860842878398,0.0214580987042189,190,200,10,10,2,409
0.025,40,501,0.010692372323990666,0.012055980535264093,0.02165225161501684,176,177,1,1,2,400
0.025,41,629,0.010863575498033599,0.012207577984775349,0.0214580987042189,225,227,2,2,2,530
0.025,42,540,0.010226937773991314,0.011594638767471287,0.0214580987042189,187,189,2,2,2,440
0.025,43,733,0.010757158425068884,0.012045033167696707,0.022118770309400123,213,214,1,1,2,562
0.025,44,759,0.010353649018166922,0.011611720034548611,0.021458098704218876,221,222,1,1,2,592
0.025,45,734,0.01028957582062813,0.011613486944887534,0.021458098704218876,206,221,15,12,3,582
0.025,46,672,0.011441654220002212,0.012787812743464166,0.021496976531596282,262,266,4,4,2,594
0.025,47,752,0.01112924367903181,0.012439977701457735,0.02149697653159629,224,238,14,12,3,611
0.025,48,734,0.011419416544359143,0.01272104287706431,0.0224069185744046,265,267,2,2,2,621
0.025,49,738,0.010337851490672288,0.011653440819209961,0.02152347555577395,184,196,12,10,3,573
0.025,50,658,0.010370794658072361,0.011720473475088066,0.023255321971540205,195,206,11,11,2,570
0.025,51,714,0.011264631891685655,0.012581837427546944,0.021496976531596254,248,249,1,1,2,624
