k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2098624344263986,1.9999939999999998,1.1477848417829335,1.9998849502840004,0
20,0.9408826286819698,1.9999927511123998,0.8790128842593631,1.9986239999999997,0
30,0.565955279714448,1.9998174654,0.49139844521435455,1.9986239999999997,0
50,0.5367903581399527,1.9982292262,0.5221797044063704,1.9808225762,0
75,0.1128135108287128,0.3975562558197571,0.116177419212641,0.3975562558197571,0
100,0.07562630918421516,0.22884984,0.0777325868604053,0.21335930009931522,0
150,0.04992567500797397,0.17426600000000003,0.051816653176737996,0.15790596822072486,0
200,0.03836885135649543,0.12532680406820035,0.04101580271771921,0.12532680406820035,0
300,0.025841278160891677,0.059000000000000025,0.02893869163908075,0.059000000000000025,0
400,0.016782158922430426,0.05416336755800001,0.018793719067242292,0.05416336755800001,1
500,0.009048019464373816,0.03999999999999999,0.010132542345377527,0.03999999999999999,0
654,0.0,0.0,0.0,0.0,0
