age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,74,16,2,0.07310810810810812,0.010895780943406076,0.04,0.08,0.04,0.4054054054054054
2,72,34,2,0.14812777777777777,0.015824016752166294,0.1098,0.16319999999999998,0.05339999999999999,0.4305555555555556
3,70,53,2,0.22408479999999997,0.020590157052478113,0.15947199999999997,0.2496,0.09012800000000001,0.48571428571428577
4,67,63,3,0.29960840223880597,0.026148721750888636,0.22298618,0.33919978,0.1162136,0.4925373134328358
5,63,63,3,0.3759250657698412,0.030853895836968143,0.2999560712999999,0.4319386784,0.1319826071000001,0.4920634920634921
6,58,58,3,0.45183631742875857,0.03508089227349375,0.38104457732,0.5270983492010001,0.14605377188100005,0.5
7,54,54,4,0.524434708568661,0.04176121395075303,0.41818533978991,0.6065442352892602,0.18835889549935014,0.537037037037037
8,47,47,4,0.592541861783105,0.050519862920352064,0.4611775213018279,0.700586886826981,0.23940936552515313,0.574468085106383
9,39,39,4,0.6624118832059213,0.05664048447065288,0.5450393170003371,0.7932765634575808,0.24823724645724365,0.6153846153846154
10,32,32,3,0.7351323830656287,0.058358600614400576,0.6288696961365202,0.8682804949894327,0.2394107988529125,0.5
