age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,71,14,2,0.07323943661971831,0.01110445258840959,0.04,0.08,0.04,0.3802816901408451
2,70,32,2,0.14939,0.01594478105391049,0.0886,0.16319999999999998,0.07459999999999999,0.5
3,68,49,2,0.22754626470588232,0.018799342102551193,0.16753600000000002,0.24959999999999996,0.08206399999999994,0.4411764705882353
4,66,62,3,0.3050326645454545,0.024124728858018172,0.22298618,0.33918025,0.11619407000000001,0.48484848484848486
5,63,63,3,0.3831829686507936,0.028391887302109592,0.3006232809,0.43195123810000013,0.13132795720000012,0.4920634920634921
6,59,59,3,0.4599209181633221,0.03308435734141415,0.3638988887170001,0.527903515062,0.16400462634499985,0.4915254237288136
7,55,55,3,0.5346902682555947,0.037658670221473345,0.43126819278511996,0.5995765239779202,0.1683083311928002,0.49090909090909096
8,50,50,4,0.6135267481366994,0.039454554395460646,0.5163677174222167,0.6908363393819912,0.17446862195977453,0.52
9,47,47,4,0.6910210741264553,0.039704206813326086,0.6000982255917303,0.7740495074254066,0.17395128183367625,0.5319148936170213
10,44,44,3,0.764621863941274,0.04131068751389268,0.6492223942060259,0.8395759413558244,0.19035354714979846,0.5
