age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,63,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,63,13,2,0.07428571428571432,0.009547589359887343,0.04,0.08,0.04,0.38095238095238093
2,61,31,2,0.14984262295081963,0.014625460161082375,0.0886,0.16319999999999998,0.07459999999999999,0.39344262295081966
3,58,39,2,0.22618943103448275,0.017216113752180025,0.16753600000000002,0.24960000000000004,0.08206400000000003,0.4137931034482759
4,54,50,2,0.30365070629629626,0.020315814867524255,0.25012977999999997,0.33919993,0.08907015000000001,0.4444444444444444
5,51,51,2,0.38239012338235295,0.02353300074414584,0.3363131944,0.4319996530000001,0.09568645860000008,0.4901960784313726
6,49,49,3,0.45995720644181637,0.027846319938220853,0.41525620436400007,0.527998803842,0.11274259947799997,0.5102040816326531
7,46,46,3,0.5361611540006517,0.030020790585237798,0.4995913284096599,0.5995770858352001,0.09998575742554017,0.5
8,43,43,3,0.6120663760107626,0.03276759661847846,0.5748719729690345,0.6886119372624887,0.11373996429345423,0.5116279069767442
9,41,41,3,0.6824235754582831,0.037641126075958084,0.6157232422218827,0.7858613856922138,0.17013814347033107,0.5121951219512195
10,38,38,3,0.7516955564468251,0.045661334805351825,0.6212136847354536,0.872698571402808,0.25148488666735447,0.5
