k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3648124350610604,1.9999999999999998,1.3183143570489635,1.999945351487673,0
20,1.0272518266862016,1.99999998,0.9710879385413179,1.999945351487673,0
30,0.7500150148998969,1.9998,0.6925121900079189,1.9978866482,0
50,0.48623259795367235,1.9998,0.46155437542026245,1.9621679999999995,0
75,0.11820486564346297,0.43001383391531683,0.12078441327650527,0.3700138339153168,0
100,0.07737382803714143,0.26761994719150584,0.07916583434145183,0.26761994719150584,0
150,0.049613235979748045,0.14197620097742067,0.05124730042320082,0.14197620097742067,0
200,0.03762114536412183,0.10997145588200004,0.04045864094986535,0.10997145588200004,0
300,0.02569243536104846,0.059000000000000025,0.02891517986626708,0.059000000000000025,0
400,0.01666041852054126,0.05418949830440015,0.018750227115452357,0.05418949830440015,1
500,0.00887729807404145,0.04,0.009990826752318428,0.04,0
646,0.0,0.0,0.0,0.0,0
