k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4387061861998651,1.9999999999999982,1.4029991927181833,1.9999934341196388,0
20,1.0444476187465848,1.9999999999999996,0.99421695826091,1.9958999022950403,0
30,0.6973955364556363,1.99827128,0.6387939456440827,1.975952568066,0
50,0.4419540218735813,1.9968606401900004,0.4230578586602762,1.96,0
75,0.10692647105933094,0.333170697332,0.1072721841085733,0.3099565163574583,0
100,0.06968772052309914,0.24703067583363125,0.07013658323268503,0.24703067583363125,0
150,0.044886465215103324,0.11820000000000004,0.045685707616242896,0.11058578480000007,0
200,0.035547476082348234,0.11058578480000007,0.03730107179467104,0.11058578480000007,0
300,0.023635489634318486,0.058200000000000016,0.02658442409521111,0.058200000000000016,0
400,0.014215973039728401,0.05293391774112002,0.015989660551202895,0.05293391774112002,1
500,0.006740138074979228,0.03995284000000001,0.007581086400907736,0.03995284000000001,0
604,0.0,0.0,0.0,0.0,0
