age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,72,17,2,0.07444444444444444,0.009558139185602917,0.04,0.08,0.04,0.375
2,70,28,2,0.14945571428571425,0.015970889909137684,0.1098,0.16319999999999998,0.05339999999999999,0.5
3,69,48,2,0.22684789855072457,0.021069739811263585,0.159472,0.2496,0.09012799999999999,0.49275362318840576
4,67,64,3,0.30425335716417906,0.026492474515082996,0.22650798,0.33919993,0.11269194999999999,0.4925373134328358
5,64,64,3,0.3826998615328125,0.0335302050839468,0.3010273234,0.4319996530000001,0.1309723296000001,0.5
6,61,61,3,0.4623996776572131,0.041580718191323716,0.35447078012399996,0.527998803842,0.17352802371800008,0.47540983606557374
7,58,58,5,0.5413926971054254,0.052061776950256544,0.35873872035296006,0.6271848341708801,0.26844611381792005,0.5344827586206897
8,56,56,5,0.6201587653207721,0.0591337857676288,0.4220810523342477,0.7287726909007699,0.3066916385665222,0.5714285714285714
9,52,52,5,0.697088348267854,0.06280245904377352,0.4969378374009533,0.8009137255641214,0.3039758881631681,0.5769230769230769
10,46,46,4,0.7741888751427013,0.06272027690823775,0.575154997714344,0.8761004181162567,0.30094542040191274,0.5
