k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2132096382647852,1.9999999222000007,1.149032282721364,1.99999222,0
20,1.0670695451018943,1.9999981182,1.018080284284624,1.9999922200000002,0
30,1.0264949644653534,1.99999806,1.0061513510441453,1.9999922200000002,0
50,0.5037465787072792,1.9804000000000002,0.47738303467174575,1.9598,0
75,0.11302585280815561,0.3819730202060201,0.11682128928713366,0.32197302020602003,0
100,0.07272362794569352,0.22866164,0.07551045598009405,0.21283528125772572,0
150,0.047379158191301216,0.1347001618214436,0.04941905440666717,0.1347001618214436,0
200,0.036281876078146626,0.10737150374455977,0.03798101148504143,0.10737150374455977,0
300,0.02505397883867839,0.058200000000000016,0.028142825544816823,0.058200000000000016,0
400,0.016345658050077636,0.05338024043765232,0.01836087616584063,0.05338024043765232,1
500,0.009182584385287932,0.039984000000000026,0.010314683830049458,0.039984000000000026,0
656,0.0,0.0,0.0,0.0,0
