k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4134949983886655,1.9999988221819998,1.3692263348008913,1.999928819184,0
20,1.0838643066362394,1.999999974193337,1.0280191834059798,1.999998999746904,0
30,0.6309929630660684,1.9999939999999998,0.5474349529213351,1.9998822181999998,0
50,0.37790737224100496,1.9999723199999997,0.32772016841151963,1.9980988,0
75,0.15527249726840872,1.907820027,0.15874549731643964,1.8984668989999998,0
100,0.07274871601570554,0.28180181020000006,0.0741881580417361,0.22565995940000005,0
150,0.0468333163427019,0.15220168631956044,0.04854326780458623,0.15220168631956044,0
200,0.03648416973283048,0.1422852692201,0.03921471990591231,0.1422852692201,0
300,0.02495793549674741,0.06389454868626279,0.028250996430346027,0.06389454868626279,0
400,0.015979024915535437,0.05364080295847991,0.018087368480779697,0.05364080295847991,1
500,0.008720152557121842,0.04916854258496408,0.009870728241742085,0.04916854258496408,0
652,0.0,0.0,0.0,0.0,0
