age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,70,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,70,13,2,0.074,0.01087592360609959,0.04,0.08,0.04,0.3142857142857143
2,68,36,2,0.15183088235294115,0.014069964435685447,0.11099999999999999,0.16319999999999998,0.052199999999999996,0.4852941176470589
3,66,48,2,0.23035551515151517,0.01801717623357191,0.18603199999999998,0.24959999999999996,0.06356799999999999,0.5
4,63,58,3,0.30908626999999994,0.024649033810125263,0.23448177999999997,0.3392,0.10471822000000003,0.4920634920634921
5,60,60,3,0.3888239342783334,0.02920385656290052,0.3181239079,0.4319999972000001,0.1138760893000001,0.5
6,57,57,3,0.4689885921562456,0.035822646444898146,0.3810445773199999,0.527999819357,0.1469552420370001,0.49122807017543857
7,52,52,3,0.5500907396041005,0.0422054142597632,0.46455605353445,0.62718716456158,0.16263111102712996,0.5
8,46,46,4,0.6318532927953981,0.051351638422353234,0.51050742242719,0.7287772748069599,0.2182698523797698,0.5217391304347826
9,44,44,3,0.7117140698410196,0.05748769854341703,0.5881398297179868,0.800939717902497,0.21279988818451012,0.5
10,40,40,3,0.7965244517486703,0.058803438591263676,0.6690636140083682,0.8763633668340607,0.20729975282569246,0.5
