age,xhat,yhat,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
1,1,0,2,2,2,0.06,0.02,0.04,0.08,0.04,0.5
1,2,5,3,3,1,0.08,0.0,0.08,0.08,0.0,0.0
1,2,6,2,2,1,0.08,0.0,0.08,0.08,0.0,0.0
1,3,1,2,2,2,0.065,0.015,0.05,0.08,0.03,0.5
1,3,5,2,2,1,0.08,0.0,0.08,0.08,0.0,0.0
1,4,1,3,3,2,0.07,0.01414213562373095,0.05,0.08,0.03,0.33333333333333337
1,4,2,3,3,1,0.08,0.0,0.08,0.08,0.0,0.0
1,4,3,2,2,1,0.08,0.0,0.08,0.08,0.0,0.0
1,4,5,3,3,1,0.08,0.0,0.08,0.08,0.0,0.0
1,4,6,3,3,1,0.08,0.0,0.08,0.08,0.0,0.0
1,4,8,2,2,1,0.08,0.0,0.08,0.08,0.0,0.0
1,6,7,2,2,1,0.08,0.0,0.08,0.08,0.0,0.0
1,7,0,2,2,2,0.07500000000000001,0.0049999999999999975,0.07,0.08,0.009999999999999995,0.5
1,7,1,2,2,1,0.08,0.0,0.08,0.08,0.0,0.0
1,7,9,2,2,2,0.07500000000000001,0.0049999999999999975,0.07,0.08,0.009999999999999995,0.5
1,8,1,2,2,2,0.065,0.015,0.05,0.08,0.03,0.5
1,8,4,3,3,2,0.07,0.01414213562373095,0.05,0.08,0.03,0.33333333333333337
1,8,5,2,2,2,0.065,0.015,0.05,0.08,0.03,0.5
1,9,9,2,2,1,0.07,9.813077866773595e-18,0.06999999999999999,0.07,1.3877787807814457e-17,0.0
2,2,0,2,2,1,0.13040000000000002,0.019400000000000008,0.111,0.14980000000000002,0.038800000000000015,0.0
2,2,5,3,3,2,0.16196666666666668,0.0017441967269267952,0.15950000000000003,0.16319999999999998,0.0036999999999999533,0.33333333333333337
2,3,5,3,3,1,0.16083333333333336,0.001178511301977554,0.16000000000000003,0.16249999999999998,0.0024999999999999467,0.0
2,4,1,4,4,2,0.1436,0.01959617309578581,0.1195,0.1629,0.043399999999999994,0.5
2,4,2,3,3,1,0.14996666666666666,0.01348216929462352,0.1309,0.15950000000000003,0.028600000000000042,0.0
2,4,3,3,3,1,0.16083333333333336,0.0011785113019775737,0.16,0.1625,0.0025000000000000022,0.0
2,4,4,2,2,1,0.1616,0.0015999999999999903,0.16,0.16319999999999998,0.0031999999999999806,0.0
2,4,5,3,3,1,0.16213333333333335,0.001508494466531279,0.16000000000000003,0.16319999999999998,0.003199999999999953,0.0
2,4,6,3,3,1,0.1610666666666667,0.0015084944665312856,0.16,0.16319999999999998,0.0031999999999999806,0.0
2,4,7,3,3,1,0.1610666666666667,0.0015084944665312856,0.16,0.16319999999999998,0.0031999999999999806,0.0
2,4,9,2,2,2,0.15675,0.0064499999999999835,0.15030000000000002,0.16319999999999998,0.012899999999999967,0.5
2,6,0,2,2,1,0.14645,0.0038499999999999923,0.1426,0.1503,0.007699999999999985,0.0
2,7,0,3,3,2,0.1413333333333333,0.02213554205846837,0.11099999999999999,0.16319999999999998,0.052199999999999996,0.33333333333333337
2,7,1,2,2,1,0.14504999999999998,0.01444999999999999,0.1306,0.15949999999999998,0.02889999999999998,0.0
2,7,7,2,2,1,0.16160000000000002,0.0015999999999999764,0.16000000000000003,0.16319999999999998,0.003199999999999953,0.0
2,7,9,2,2,2,0.15325,0.00995,0.14329999999999998,0.16319999999999998,0.0199,0.5
2,8,5,3,3,2,0.15066666666666667,0.015295823685641202,0.1291,0.1629,0.0338,0.33333333333333337
2,8,6,2,2,2,0.146,0.0169,0.1291,0.1629,0.0338,0.5
2,8,9,2,2,1,0.14679999999999999,0.003500000000000017,0.14329999999999998,0.15030000000000002,0.007000000000000034,0.0
2,9,9,2,2,1,0.14329999999999998,1.962615573354719e-17,0.14329999999999998,0.1433,2.7755575615628914e-17,0.0
3,2,5,2,2,2,0.2262825,0.015912499999999996,0.21037,0.242195,0.03182499999999999,0.5
3,3,0,2,2,1,0.20435600000000004,0.01832400000000002,0.186032,0.22268000000000004,0.03664800000000004,0.0
3,3,5,3,3,1,0.24278733333333335,0.0005673472383724602,0.24198500000000006,0.243193,0.0012079999999999314,0.0
3,4,1,2,2,1,0.1970495,0.0047475000000000295,0.19230199999999997,0.20179700000000003,0.009495000000000059,0.0
3,4,2,4,4,2,0.22323225,0.018994731195452603,0.199618,0.24190699999999998,0.04228899999999999,0.25
3,4,3,3,3,2,0.2332346666666667,0.012374840075285358,0.21573400000000004,0.241985,0.02625099999999997,0.33333333333333337
3,4,4,3,3,1,0.2450763333333333,0.002666263969594086,0.243191,0.248847,0.005656000000000022,0.0
3,4,5,5,5,1,0.2456036,0.0029604603425818564,0.24319100000000002,0.24958899999999998,0.006397999999999959,0.0
3,4,6,3,3,1,0.24533033333333332,0.003019112489163351,0.24319100000000002,0.24959999999999996,0.0064089999999999425,0.0
3,4,7,3,3,1,0.2453333333333333,0.003016988933062591,0.24319999999999997,0.24959999999999996,0.006399999999999989,0.0
3,4,8,3,3,1,0.2453333333333333,0.003016988933062591,0.24319999999999997,0.24959999999999996,0.006399999999999989,0.0
3,5,0,2,2,1,0.22151549999999998,0.00237049999999997,0.219145,0.22388599999999995,0.00474099999999994,0.0
3,5,9,2,2,1,0.22884300000000002,0.004947999999999994,0.223895,0.233791,0.009895999999999988,0.0
3,6,0,3,3,1,0.21416533333333332,0.020403235647536128,0.18603199999999998,0.233784,0.04775200000000002,0.0
3,7,0,2,2,1,0.21187749999999997,0.02090849999999997,0.190969,0.23278599999999994,0.04181699999999994,0.0
3,7,8,2,2,1,0.24305449999999998,0.00014549999999999286,0.24290899999999999,0.24319999999999997,0.0002909999999999857,0.0
3,7,9,2,2,1,0.2268445,0.006946500000000008,0.21989799999999998,0.233791,0.013893000000000016,0.0
3,8,6,3,3,2,0.23424533333333333,0.01652402615049439,0.21111799999999997,0.24870899999999999,0.03759100000000001,0.33333333333333337
3,8,7,2,2,2,0.2299135,0.018795500000000007,0.21111799999999997,0.24870899999999999,0.03759100000000001,0.5
3,8,9,2,2,1,0.22669899999999998,0.0068010000000000015,0.21989799999999998,0.23349999999999999,0.013602000000000003,0.0
3,9,9,3,3,1,0.21628999999999998,0.002551241266521057,0.21448599999999998,0.21989799999999998,0.005412,0.0
4,3,1,2,2,2,0.25191996000000005,0.017438180000000053,0.23448177999999997,0.2693581400000001,0.034876360000000106,0.5
4,3,5,2,2,2,0.3099136,0.0147447,0.2951689,0.3246583,0.0294894,0.5
4,4,0,2,2,1,0.29988496000000003,0.0008777400000000157,0.29900722,0.30076270000000005,0.0017554800000000315,0.0
4,4,1,2,2,1,0.27270018000000007,0.004307959999999972,0.26839222000000007,0.27700814,0.008615919999999944,0.0
4,4,2,2,2,1,0.27653106000000005,0.004885480000000025,0.27164558,0.28141654000000005,0.00977096000000005,0.0
4,4,3,4,4,2,0.30667244250000003,0.018083038293647383,0.28366723000000005,0.32436934,0.04070210999999996,0.5
4,4,4,3,3,2,0.32035318000000007,0.011259918886199856,0.30442925000000004,0.32831519,0.02388593999999994,0.33333333333333337
4,4,5,6,6,1,0.3297701666666667,0.004084631607785745,0.32635674,0.33841517000000004,0.012058430000000064,0.0
4,4,6,5,5,1,0.328794476,0.006201304371009698,0.31997494000000004,0.33918801000000004,0.01921307,0.0
4,4,7,3,3,1,0.33172716333333335,0.005444872520193214,0.32638173000000004,0.33919984999999997,0.012818119999999933,0.0
4,4,8,3,3,1,0.33279997,0.004525504612946481,0.32959991000000005,0.3392,0.00960008999999995,0.0
4,4,9,3,3,1,0.3267154833333334,0.008827886394912922,0.3204731800000001,0.3392,0.018726819999999922,0.0
4,5,0,3,3,1,0.29072227333333334,0.018475321323360567,0.2650213,0.30764721999999994,0.04262591999999993,0.0
4,6,0,2,2,1,0.28609288,0.019837739999999965,0.26625514000000006,0.30593062,0.03967547999999993,0.0
4,6,9,2,2,1,0.304227595,0.0034446149999999842,0.30078298000000003,0.30767221,0.0068892299999999684,0.0
4,7,9,3,3,2,0.30961020666666667,0.008163819924285179,0.30078311,0.32046842000000003,0.01968531000000001,0.33333333333333337
4,8,7,3,3,2,0.3207446,0.017810573688194338,0.29606255,0.33743558,0.04137303000000003,0.33333333333333337
4,8,9,2,2,1,0.3035909950000001,0.0037989449999999703,0.2997920500000001,0.30738994000000003,0.0075978899999999405,0.0
4,9,7,2,2,2,0.2711055,0.02939153,0.24171397,0.30049703,0.05878306,0.5
4,9,9,3,3,1,0.29343324333333337,0.004639894763148112,0.2888513,0.2997920500000001,0.01094075000000011,0.0
5,4,0,3,3,1,0.3705977069333333,0.016572729702670437,0.3473509992000001,0.38480485439999995,0.03745385519999983,0.0
5,4,1,4,4,1,0.34277266985,0.012254260794796462,0.3222762472,0.3548028608,0.03252661360000003,0.0
5,4,2,2,2,1,0.3514078538,0.004439812400000076,0.3469680413999999,0.3558476662000001,0.008879624800000152,0.0
5,4,3,2,2,1,0.36016795945,0.005250441550000012,0.3549175179,0.365418401,0.010500883100000025,0.0
