k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.5049261876888986,1.9999825948488266,1.4773218948812268,1.9999132990338144,0
20,0.9969384697879781,1.9999220590819957,0.9377412630423407,1.9982239999999998,0
30,0.7838588407753395,1.9999220590819957,0.7240154467926495,1.9982239999999998,0
50,0.564459409447344,1.9994523573999998,0.5393382301849581,1.9794523573999998,0
75,0.12677877461822987,0.33263940873800013,0.126986553278072,0.30395379179246174,0
100,0.08457574250141119,0.2924445944938084,0.08576001980594924,0.2924445944938084,0
150,0.05079558397069448,0.1586925709574399,0.052552885867306054,0.1586925709574399,0
200,0.03915490528582917,0.11199068000000001,0.0411509412095032,0.11199068000000001,0
300,0.02812463446508029,0.06000000000000003,0.03043904532510519,0.06000000000000003,0
400,0.019593567411999222,0.05540547920000002,0.021859073644011635,0.05540547920000002,1
500,0.011966470670245186,0.050082606511015676,0.013350093841492286,0.050082606511015676,0
714,0.0,0.0,0.0,0.0,0
